date,symb
2006-01-03 00:00:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; PSTV; OTRK; NURO; DOMH; TENX; CYCC; MBOT; RCAT; APDN; FCEL; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; LSTA; MTEM; ALTO; INTC; GOOGL; GOOG; IMNN; SNY; CRDF; AMD; PLUG; PEP; VXRT; CSCO; MEIP; USAU; NCTY; AEMD; AZN; CYRX; ERIC; NEON; AAPL; CNVS; QCOM; ONCT; SNGX; BKR; AMGN; AMZN; TTNP; CMCSA; AAL; WBA; CLDX; MRVL; VOD; SIRI; VTRS; APA; TXN; EXC; OBLG; WBD; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; OPHC; MNKD; HON; COST; MDLZ; MU; SLMBP; EYPT; FITB; MIND; EA; CME; SBUX; AGEN; NVAX; GILD; SPCB; ADI; AMAT; SSKN; PARA; PLUR; BPOP; PTEN; LXRX; ADP; AEP; ADSK; BIMI; USEG; ODP; VEON; SBCF; EBAY; KTOS; ZION; PAYX; MAR; VRTX; NVDA; HST; BIIB; KZIA; INTU; BCDA; MVIS; NTRS; NBIX; WTW; PFG; XOMA; GOGL; PCAR; NDAQ; CTSH; DVAX; AMRN; ASML; APTO; NWL; LTBR; WDC; XEL; ARWR; JBLU; REG; OPCH; GEG; MCHP; GERN; CBAT; TROW; BANR; CDNS; SIFY; XRAY; ISRG; GT; PPC; CYTK; SLNH; GENE; NTAP; INO; RYAAY; HOLX; BKYI; VLY; GEN; EXPE; CSX; INSM; IEP; PAA; ROP; EWBC; RBBN; KLAC; ONB; FAST; BCRX; CINF; VSAT; XTLB; ONCY; SMSI; WW; CASI; IBCP; SLM; ALKS; AMSC; COLB; MAT; TTWO; SNPS; AKAM; WYNN; SSRM; EQIX; NKTR; FLEX; AWH; CHRW; WTFC; QMCO; CCEP; HAFC; GREE; NEPH; TSEM; EXEL; SRCL; LOGI; ANIP; CENX; COO; DOX; VIAV; ON; LNW; CBSH; TCOM; XRX; UBSI; LAMR; URBN; LSAK; ASRT; EVRG; CHKP; TER; WEN; TRMB; ZBRA; ACGL; HSIC; EMKR; BMRN; PRDO; FCNCA; JAKK; STX; MSTR; DZSI; NYMT; WKSP; CDMO; ROST; HWC; LEE; LBTYA; RGLD; SRPT; RMBS; PDCO; FORM; TECH; SEIC; PTC; SBAC; ASTC; WULF; CERS; JBHT; BOKF; LRCX; VRME; ORLY; CTAS; LNT; ITRI; BIDU; CSGP; LBTYK; RGS; INSG; AVDL; FFIV; CATY; DRS; BUSE; DLTR; VRSN; ANSS; PNFP; REGN; UMBF; SVC; MTCH; MNST; ALNY; ACAD; STRA; ADTN; AVT; SMTC; FULT; NFLX; CDZI; RMTI; HAS; DRRX; UTHR; OFIX; GNTX; CAKE; RIGL; IDXX; NTES; NICE; CREG; ARCC; SANM; DXCM; MLKN; SAVA; ENTG; SBRA; PFBC; CPRT; ERIE; IART; HOPE; HHS; MORN; DHC; AMKR; OMEX; BLDP; EEFT; SLAB; NOVT; MRCY; HQI; LSTR; BECN; FOSL; PENN; WAFD; SIGI; OSBC; LKQ; ILMN; GALT; CVBF; JKHY; TCBI; SFNC; ABCB; VRNT; POOL; INVA; COLM; TRIB; INCY; MKSI; VECO; IBOC; IPA; AMED; WSBC; ACIW; CGNX; DIOD; ANGO; IRBT; ICUI; TTMI; CHCI; CARV; WSFS; PLAB; HAIN; UFPI; NDSN; ESGR; SKYW; FRME; CAR; CFBK; PXLW; UTSI; SSYS; STLD; PCH; MYGN; INVE; RRGB; TRMK; MATW; SEED; FWRD; TCRT; PPBI; TOWN; TSCO; ARCB; SGMO; SASR; ICLR; COHU; ATHE; MEOH; HTLD; ODFL; IONS; LECO; WABC; KOPN; OTEX; TBBK; QUIK; ESLT; CTLP; CWST; SBET; PNBK; HTBK; TXRH; MIDD; RAIL; STCN; CASY; INTZ; FFBC; STBA; ACHC; DSGR; PRTG; FELE; GLNG; WWD; AXDX; PSEC; BKNG; INDB; PRGS; EVO; BRKR; BLKB; GGAL; BCLI; QDEL; ROCK; SWKS; BGC; OZK; OSUR; ZD; UPBD; OCFC; ASTE; ANIX; PLXS; KELYA; SYNA; EXTR; MCHX; CVGI; HTLF; ADEA; SSP; SCSC; BWEN; PDFS; WERN; POWI; EFSC; TTEK; STKL; IDN; LANC; NSIT; SOHU; MPWR; CIGI; ACLS; LSCC; ACTG; LGND; PRAA; LFUS; OTTR; UFCS; CMTL; HLIT; SCHL; MMSI; BRKL; CMCO; CCRN; CMPR; FCFS; RDUS; FFIN; BOOM; OMCL; NBTB; PLCE; CFFN; FBNC; HUBG; AXON; DCOM; RGP; SRDX; ATRC; MFIC; ARLP; CUTR; TRST; AZPN; BJRI; AGYS; CSGS; ATSG; OLED; LPSN; STRL; ATLC; NEOG; CTHR; STRR; NWBI; MGEE; TCBK; TTEC; BYFC; VICR; ALGN; ASUR; JJSF; SHBI; HFWA; AZTA; CNSL; PEBO; AEIS; NNBR; HSON; HSII; TILE; BANF; TURN; KLIC; EXAS; FMBH; HURN; CSQ; SNBR; DAKT; PZZA; MGRC; ULH; HCSG; MODV; CRESY; CCBG; ZUMZ; IAC; BHRB; ECPG; ORRF; CGEN; MCRI; CHDN; RDWR; IMOS; CBRL; GASS; SAIA; DGII; NTCT; FARM; ENG; FARO; LTRX; CORT; DWSN; OSPN; KRNY; MERC; UONEK; HELE; IVAC; PGC; CRUS; STAA; LINC; IDCC; MKTX; ANDE; STGW; LCUT; LMNR; TBRG; GIFI; SRCE; STRM; LIVE; UVSP; NTGR; AMWD; EGBN; CRNT; CTRN; DXLG; MRTN; MBWM; UCTT; MANH; BCAL; CBAN; OSIS; CVCO; CLAR; MNRO; GDEN; VBFC; AUDC; SIMO; PEGA; FCBC; VOXX; QCRH; LFCR; SYBT; CRAI; CHCO; FORR; OPK; AVNW; BOSC; FTEK; BCPC; DSGX; EZPW; IPAR; COKE; GILT; PFC; ARQ; NWPX; CNOB; LYTS; CNTY; SAFT; BELFB; JACK; DYNT; ALCO; MTRX; CTBI; TZOO; RUSHA; MMLP; GAIA; SHOO; APOG; ZEUS; DGICA; EGHT; FFIC; WDFC; HALO; CHI; FLWS; UEIC; MGPI; FMNB; SPTN; PRPH; WASH; DMLP; RGEN; LKFN; CWBC; NTWK; VERU; BBGI; DENN; MPB; CWCO; BGFV; EDAP; SBSI; VSEC; CMCT; RBCAA; RDCM; MPAA; FISI; CHY; GRVY; PSMT; SYPR; CAC; GIII; KVHI; NOTV; ULBI; CAMT; CACC; IMMR; SNEX; BSRR; SHEN; DXYN; GABC; CHNR; GSBC; MSEX; THFF; GEOS; PCYO; CIVB; REFR; IESC; HURC; ATNI; RVSB; CECO; THRM; FRPH; PFIS; WRLD; ANIK; BMRC; CAAS; WTBA; IOSP; RDI; ICAD; EXPO; SCVL; SBGI; POWL; PETS; GTIM; AAON; GLAD; SWKH; CRIS; LAKE; CZNC; NBN; PKOH; FXNC; HBIO; GNSS; LFVN; FSTR; STRS; AROW; PLPC; CCOI; YORW; CVLG; TSAT; CEVA; FIZZ; LBTYB; ELTK; PESI; CCNE; CRMT; DXPE; GOOD; USAP; ITRN; IMKTA; ALRS; POCI; BFC; SFST; CENT; DORM; OPBK; TWIN; MTEX; RCKY; STRT; IRIX; VALU; USLM; SMTI; UBFO; HBNC; JOUT; CASS; BCML; CSWC; CVGW; AEHR; DMRC; SHYF; KIRK; CPSS; NXST; EBTC; SWBI; WSBF; NSSC; SNT; CASH; BFIN; BCBP; CNXN; MNTX; VABK; SPOK; BBSI; ISSC; ATLO; LCNB; FONR; CRVL; OFLX; FUSB; FLIC; FLL; ASYS; PROV; HOFT; PLBC; HNRG; OVLY; FORD; SENEA; HWBK; CZWI; WEYS; CYTH; ARTNA; SGA; HWKN; LWAY; INOD; MFIN; CALM; SCWO; PATK; PNRG; CLWT; AXTI; SOHO; HCKT; CODA; FUNC; FCCO; PLUS; UNTY; ACNB; UONE; SCKT; BVFL; ACNT; LINK; ESCA; NWFL; AMSF; GAIN; HDSN; FNLC; VLGEA; KOSS; OXSQ; BLFS; FEIM; KELYB; NEWT; MBCN; VIRC; CHMG; OPOF; WNEB; SIEB; MNSB; YHGJ; PWOD; FDBC; LPTH; FORTY; COFS; NKSH; OBT; DLHC; ATRO; SPNS; FUND; HSTM; NVMI; SGMA; PKBK; MLAB; FNWD; UTMD; BSET; MITK; RUSHB; RMCF; JBSS; NRIM; FBIZ; CFFI; TACT; DJCO; OVBC; BRID; DXR; HIFS; DSWL; TSBK; SMBC; MGIC; RELL; ASRV; WINA; TATT; EML; SIGA; WLFC; AAME; DGICB; TRNS; FRAF; SBFG; AWRE; ITIC; ICCC; GROW; ALOT; TLF; PPIH; FLXS; SILC; RDNT; CZFS; BELFA; ALNT; NHTC; EBMT; PEBK; UNB; SGC; AUBN; USIO; RAVE; BOTJ; RGCO; OCC; NAII; ARKR; NVEC; TCX; DAIO; CBFV; GCBC; LARK; SNFCA; PMD; INTG; KTCC; MAYS; KFFB; WILC; SOTK; RICK; GIGM; JVA; SENEB; HNNA; FCAP; APWC; NTIC; KINS; CUBA; DHIL; PBHC; WVVI; UBCP; CGO; NEO; CLMB; PDEX; NATH; HGBL; SGRP; CSPI; CLRO; GLBZ; EGAN; CVV; CLFD; SLP; RAND; AXGN; UFPT; KEQU; WHLM; NSYS; AIRT; CPSH; RFIL; UG; EDUC; RCMT; SMID; MARPS; SELF; RDIB; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; HIHO; KRMD; TAIT; LDWY; MNDO; CRWS
2006-01-04 00:00:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; OTRK; NURO; PSTV; DOMH; TENX; CYCC; MBOT; RCAT; FCEL; APDN; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; MTEM; ALTO; LSTA; INTC; GOOGL; GOOG; SNY; IMNN; CRDF; AMD; PLUG; PEP; CSCO; VXRT; MEIP; NCTY; USAU; AZN; CYRX; AEMD; CNVS; ERIC; NEON; AAPL; SNGX; QCOM; ONCT; BKR; AMGN; TTNP; AMZN; AAL; CMCSA; CLDX; WBA; MRVL; VOD; VTRS; SIRI; TXN; APA; WBD; EXC; OBLG; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; MNKD; OPHC; MIND; MU; COST; HON; EYPT; MDLZ; SLMBP; FITB; EA; SBUX; AGEN; CME; NVAX; GILD; SSKN; ADI; SPCB; PLUR; AMAT; PARA; PTEN; BPOP; LXRX; ADP; USEG; AEP; ADSK; BIMI; VEON; SBCF; ODP; EBAY; KTOS; ZION; PAYX; NVDA; VRTX; MAR; HST; BIIB; KZIA; INTU; BCDA; MVIS; NTRS; WTW; NBIX; PFG; XOMA; GOGL; APTO; PCAR; NDAQ; CTSH; DVAX; ASML; WDC; NWL; LTBR; AMRN; XEL; ARWR; OPCH; JBLU; REG; GEG; MCHP; GERN; SIFY; ISRG; CDNS; CBAT; BANR; TROW; XRAY; PPC; GENE; GT; SLNH; CYTK; NTAP; HOLX; INSM; RYAAY; INO; GEN; VLY; EXPE; BKYI; CSX; ROP; PAA; BCRX; RBBN; IEP; CASI; EWBC; ONB; CINF; KLAC; ALKS; FAST; VSAT; XTLB; AMSC; SMSI; WW; SLM; IBCP; COLB; SNPS; ONCY; MAT; AKAM; SSRM; FLEX; TTWO; EQIX; WYNN; NKTR; CHRW; TSEM; WTFC; HAFC; GREE; NEPH; CCEP; QMCO; LOGI; AWH; EXEL; SRCL; CENX; ANIP; TCOM; COO; VIAV; DOX; ASRT; LNW; CBSH; ON; UBSI; CHKP; XRX; LAMR; LSAK; URBN; EVRG; TRMB; TER; ACGL; STX; EMKR; ZBRA; WEN; BMRN; DZSI; HSIC; NYMT; FCNCA; SRPT; JAKK; MSTR; PRDO; ROST; WKSP; CDMO; FORM; HWC; LBTYA; RMBS; RGLD; LEE; PTC; SEIC; PDCO; TECH; CERS; SBAC; BIDU; BOKF; ITRI; LRCX; JBHT; LNT; VRME; FFIV; WULF; ORLY; CTAS; INSG; ASTC; LBTYK; AVDL; CATY; RGS; CSGP; PNFP; DLTR; BUSE; UMBF; DRS; MTCH; REGN; ANSS; VRSN; SVC; AVT; ALNY; MNST; ADTN; STRA; ACAD; SMTC; FULT; CDZI; HAS; UTHR; DRRX; RMTI; NFLX; OFIX; NTES; GNTX; IDXX; DXCM; CAKE; RIGL; ARCC; SANM; CPRT; SBRA; NICE; CREG; MLKN; HOPE; PFBC; MORN; ENTG; ERIE; IART; SAVA; DHC; HHS; AMKR; OMEX; BLDP; SLAB; EEFT; LSTR; MRCY; BECN; NOVT; HQI; FOSL; WAFD; ILMN; SIGI; OSBC; LKQ; PENN; GALT; JKHY; CVBF; VRNT; ABCB; TCBI; AMED; VECO; MKSI; SFNC; TTMI; POOL; IBOC; CGNX; TRIB; COLM; IPA; INCY; ACIW; WSBC; PLAB; INVA; DIOD; WSFS; ICUI; PXLW; CARV; IRBT; NDSN; TCRT; ANGO; SSYS; HAIN; UFPI; CHCI; SKYW; ESGR; CFBK; FRME; STLD; CAR; PCH; RRGB; SGMO; UTSI; MYGN; SASR; TRMK; PPBI; FWRD; ICLR; TOWN; ATHE; INVE; ARCB; SBET; COHU; SEED; TSCO; KOPN; ODFL; QUIK; LECO; MEOH; HTLD; WABC; MATW; TBBK; MIDD; IONS; INTZ; HTBK; CTLP; RAIL; OTEX; ESLT; TXRH; PNBK; PRTG; STCN; GLNG; CWST; CASY; ACHC; FFBC; STBA; WWD; FELE; AXDX; BKNG; DSGR; PRGS; PSEC; INDB; EVO; BRKR; BLKB; GGAL; ZD; BGC; SWKS; BCLI; OSUR; ROCK; OZK; SOHU; QDEL; MCHX; UPBD; OCFC; KELYA; ASTE; PDFS; SYNA; SSP; CVGI; WERN; ANIX; SCSC; IDN; POWI; ADEA; PLXS; TTEK; HTLF; CIGI; NSIT; ACLS; BWEN; LANC; STKL; EFSC; EXTR; MPWR; LSCC; ACTG; LGND; CMTL; HLIT; CMCO; UFCS; BOOM; OTTR; LFUS; MMSI; BRKL; CCRN; PRAA; SCHL; CMPR; RDUS; FCFS; OMCL; FFIN; NBTB; AXON; CFFN; RGP; ATRC; FBNC; HUBG; BJRI; DCOM; AZPN; PLCE; SRDX; ARLP; CUTR; MFIC; TRST; NEOG; CSGS; CTHR; OLED; STRL; AGYS; ATSG; ATLC; LPSN; STRR; TCBK; NWBI; TTEC; BYFC; MGEE; VICR; HFWA; SHBI; JJSF; AZTA; AEIS; EXAS; NNBR; PEBO; ALGN; CNSL; ASUR; BANF; HSII; TILE; DAKT; FMBH; KLIC; HSON; HURN; TURN; CSQ; PZZA; HCSG; CRESY; MODV; MGRC; ULH; CCBG; SNBR; ECPG; IAC; DGII; ZUMZ; SAIA; BHRB; ORRF; CHDN; IMOS; RDWR; CBRL; SMTI; FARM; GASS; KRNY; LTRX; NTCT; FARO; ENG; DWSN; OSPN; MCRI; MERC; PGC; CRUS; STAA; CORT; CGEN; IDCC; LCUT; IVAC; STGW; MKTX; HELE; UONEK; ANDE; LINC; UVSP; LMNR; TBRG; LIVE; GIFI; STRM; SRCE; DXLG; NTGR; AMWD; EGBN; CRNT; CTRN; MRTN; MBWM; UCTT; MANH; BCAL; OSIS; CBAN; CVCO; AUDC; MNRO; CLAR; GDEN; SIMO; PEGA; FCBC; VBFC; LFCR; BOSC; CRAI; ARQ; VOXX; FORR; IPAR; SYBT; QCRH; CHCO; AVNW; OPK; EZPW; LYTS; COKE; TZOO; CNTY; BCPC; PFC; DSGX; FTEK; GILT; CNOB; NWPX; JACK; SAFT; BELFB; EGHT; MTRX; RUSHA; ALCO; MMLP; CTBI; DGICA; GAIA; DYNT; APOG; WDFC; HALO; ZEUS; FFIC; SHOO; CHI; RGEN; UEIC; FLWS; MGPI; FMNB; WASH; EDAP; SPTN; DMLP; DENN; PRPH; CWBC; LKFN; RDCM; BBGI; NTWK; CWCO; VERU; CMCT; MPB; VSEC; BGFV; PSMT; SBSI; IESC; RBCAA; GIII; CHY; FISI; SYPR; NOTV; MPAA; KVHI; CAC; CACC; SHEN; GEOS; SNEX; GRVY; IMMR; ULBI; DXYN; MSEX; BSRR; REFR; CAMT; GSBC; GABC; CHNR; CIVB; PCYO; THFF; CECO; HURC; ATNI; POWL; RVSB; PFIS; FRPH; GNSS; IOSP; ANIK; SBGI; PETS; BMRC; RDI; PKOH; WTBA; HBIO; CRIS; CAAS; WRLD; GTIM; PESI; THRM; ICAD; AAON; CZNC; EXPO; LAKE; PLPC; NBN; SCVL; FXNC; GLAD; AROW; FSTR; LFVN; ELTK; CVLG; CEVA; SWKH; DXPE; FIZZ; YORW; CCOI; STRS; TSAT; LBTYB; CCNE; USAP; MTEX; GOOD; IMKTA; OPBK; CENT; ITRN; ALRS; POCI; BFC; CRMT; SFST; IRIX; UBFO; TWIN; AEHR; DORM; STRT; HBNC; VALU; CASS; USLM; JOUT; KIRK; DMRC; CVGW; CSWC; CASH; SHYF; NSSC; BCML; CPSS; WSBF; EBTC; NXST; SNT; FONR; MNTX; SWBI; BCBP; BFIN; CNXN; BBSI; VABK; RCKY; SPOK; ISSC; LCNB; FLL; ATLO; ASYS; CRVL; FUSB; OFLX; FLIC; PROV; FORD; HOFT; INOD; PLBC; HNRG; OVLY; SENEA; WEYS; CZWI; HWBK; CYTH; ARTNA; MFIN; SGA; HWKN; SCWO; PATK; CALM; AXTI; CLWT; PNRG; SCKT; SOHO; LWAY; HCKT; PLUS; FUNC; FCCO; UNTY; ACNB; BVFL; UONE; ACNT; VLGEA; LINK; ESCA; NWFL; GAIN; FNLC; AMSF; KOSS; OXSQ; CODA; BLFS; HDSN; FEIM; KELYB; VIRC; SIEB; YHGJ; WNEB; CHMG; OPOF; MBCN; MNSB; PWOD; NEWT; LPTH; ATRO; FORTY; NKSH; COFS; OBT; DLHC; FDBC; FUND; HSTM; NVMI; SPNS; RMCF; MLAB; SGMA; PKBK; MITK; FNWD; RUSHB; UTMD; BSET; JBSS; FBIZ; NRIM; CFFI; TACT; DJCO; OVBC; DXR; BRID; DSWL; HIFS; TSBK; SMBC; MGIC; RELL; ASRV; WINA; SIGA; WLFC; AWRE; TATT; EML; DGICB; AAME; TRNS; FRAF; ITIC; SBFG; GROW; TLF; PPIH; ALOT; ICCC; RDNT; FLXS; CZFS; BELFA; UNB; ALNT; NHTC; PEBK; RAVE; SGC; AUBN; EBMT; USIO; NVEC; OCC; BOTJ; NAII; ARKR; SILC; RGCO; GCBC; DAIO; LARK; CBFV; TCX; GIGM; PMD; INTG; SNFCA; KFFB; KTCC; MAYS; SOTK; WILC; RICK; SENEB; JVA; HNNA; FCAP; NTIC; KINS; DHIL; CUBA; PBHC; CGO; WVVI; UBCP; NEO; APWC; CLMB; PDEX; EGAN; NATH; AXGN; HGBL; CSPI; SGRP; GLBZ; CLRO; CVV; CLFD; RAND; UFPT; SLP; KEQU; WHLM; NSYS; CPSH; AIRT; UG; RFIL; EDUC; SMID; SELF; RCMT; RDIB; MARPS; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; KRMD; TAIT; HIHO; LDWY; MNDO; CRWS
