date,symb
2009-01-02 00:00:00,WINT; CLRB; NXPL; AYTU; ABVC; SHIP; CRVO; SLS; SONN; TENX; PALI; PSTV; AYRO; MBOT; DOMH; FCEL; OTRK; ACHV; GLBS; RCAT; NURO; CYCC; APDN; MSFT; ADD; ONCT; PRSO; GYRE; AEHL; MRKR; ABEO; VXRT; PEP; GOOGL; CSCO; GOOG; SNY; INTC; AAPL; QUBT; IMNN; NCTY; AZN; TXMD; AMZN; TMUS; QCOM; AEMD; CMCSA; GILD; APA; AMGN; LIN; EXC; VOD; WBD; CAPR; BKR; ERIC; COST; FSLR; VIRX; MDLZ; SNOA; HON; ERNA; WBA; BPTH; USAU; SBLK; BCDA; VTRS; ADBE; ADP; PLUG; TXN; AEP; CRDF; BLIN; DGLY; SSKN; OBLG; CME; CLDX; VRTX; VEON; OPHC; LSTA; SNGX; BIIB; HBAN; NTRS; AMSC; ADI; AMAT; NVAX; TAOP; PCAR; XEL; INTU; PAYX; CSX; MRVL; ISRG; AAL; GOGL; XRAY; NVDA; SRCL; TROW; MNKD; ASML; WTW; MDGL; CHRW; RYAAY; LTBR; ADSK; EA; MAR; ROP; MEIP; SBUX; CTSH; EQIX; PAA; VLY; ATEC; REG; FLNT; VCEL; PARA; ILMN; NDAQ; UAL; CREX; MAT; STRA; BIDU; AMD; TCOM; PTEN; SMTI; ALTO; FITB; LXRX; DLPN; MVIS; NCMI; SLMBP; FAST; ONB; USEG; WDC; BMRN; MCHP; MIND; GEN; IEP; SSRM; HST; ALNY; PFG; CYRX; TROO; SMSI; MU; VSAT; WYNN; DLTR; ITRI; SNPS; RILY; HOLX; MYGN; MNST; BPOP; ZION; GERN; ACGL; TRMB; UMBF; EBAY; NWL; RGLD; JBLU; CINF; BKNG; SBCF; CBSH; ANSS; HAS; EVRG; KDP; HWC; FOLD; NTES; XOMA; AKAM; UBSI; IONS; JBHT; NTAP; IDEX; EFOI; JAKK; CHKP; ROST; TECH; WW; INFN; LNT; CYTK; REGN; PNFP; KTOS; TFSL; AGNC; CCEP; RMBS; HSIC; SBRA; NFLX; SATS; ORLY; FCNCA; DOX; SBAC; LOGI; SPCB; ALKS; BUSE; BOKF; CPRT; WULF; LNW; KLAC; ANTE; VRSN; SEIC; GT; EWBC; OTEX; ON; SOHU; BANR; ICLR; ESEA; ESLT; DHC; OPCH; PTC; LBTYA; IBKR; HRTX; IDXX; LKQ; RMTI; EXEL; URBN; UTHR; COLB; EXPE; GREE; HROW; MORN; CLNE; TTWO; LBTYK; NICE; RIGL; IART; MASI; RBBN; CSGP; FFIV; AGEN; AMED; XRX; ARWR; AVT; STLD; OMEX; WWD; SCOR; ATHE; CTAS; LSAK; SAVA; TOWN; CATY; MLCO; FORM; JKHY; SFNC; LSTR; PRDO; LECO; TOMZ; WTFC; PDCO; LRCX; BWEN; FULT; MTCH; CENX; ZBRA; ERIE; AVAV; CNVS; NKTR; OPK; SNCR; CDNS; DVAX; DRRX; HURN; WSBC; SIGI; CDZI; SMTC; KZIA; TTEK; HTLD; IRDM; ESGR; NEOG; CVBF; WPRT; FFIN; ODP; FOSL; COO; APPS; FRME; IBOC; ONCY; PMN; INO; CFFN; ODFL; QDEL; CMTL; ANIP; BECN; MSTR; ADTN; AVXL; HAIN; INSM; ARCC; MELI; PCH; MKSI; SVC; MATW; WAFD; SLAB; MMSI; NDSN; WABC; EZPW; FLEX; HUBG; COLM; CBAT; ICUI; PSEC; STBA; WSFS; PENN; NBTB; SGLY; SGMO; GNTX; FCFS; SSYS; SWKS; INCY; HLIT; HALO; RDUS; TRMK; HOPE; LAMR; NWE; INSG; INDB; CASY; TER; CDMO; MLKN; WEN; APEI; SKYW; ASRT; ABCB; SYNA; RGS; ALGN; INVA; NTCT; WERN; ALGT; APTO; MDXG; ASTE; ZD; MTEM; BRKR; HTLF; OFIX; QRTEA; UPBD; SIFY; LANC; BANF; ARCB; EYPT; FWRD; CVLT; OMCL; FFBC; TCBI; TSCO; BLKB; CHNR; SHBI; SASR; AXDX; ARAY; IPGP; TTMI; OZK; STX; ACIW; JJSF; STRL; SLM; CNSL; LOPE; TCBK; PODD; OCFC; FELE; CGNX; OTTR; TTNP; AMKR; POOL; ANGO; IDCC; MPWR; GLNG; MEOH; EEFT; BIMI; PEGA; VIAV; PSMT; UVSP; BRKL; MGEE; DSGR; NWBI; MIDD; FARM; PRGS; GENE; HCSG; POWI; FBNC; SPTN; OSBC; VERU; BCPC; GLRE; CRNT; CMPR; DCOM; UFCS; INVE; PLXS; ARLP; SCSC; AZPN; ERII; TRST; LULU; COHU; UFPI; CHDN; OLED; ICFI; PRAA; NWPX; ACHC; HTBK; CFBK; FORR; CALM; CSIQ; QMCO; EFSC; TXRH; CAKE; FTFT; AXON; AVNW; AVDL; HELE; CSGS; EHTH; KRNY; MRCY; WKSP; PRTG; MFIC; OSPN; SRPT; VECO; BLDP; SHEN; CMCO; ULTA; MNRO; SIRI; SRCE; SMCI; CLMT; HAFC; SRDX; OCSL; LFUS; DRS; AEIS; ROCK; CIGI; BOOM; CARV; PGC; FMBH; KELYA; BHRB; ABUS; ORRF; VSEC; FTEK; JACK; FCBC; CRESY; SYBT; SLNG; RGP; HHS; TTEC; LINC; EXPO; TITN; ENTG; MGRC; FARO; FSTR; RAIL; CCBG; NBIX; PEBO; IBCP; MRTN; KOPN; BKYI; BCAL; CTBI; ANIX; EXTR; BCRX; RTC; PPBI; ACTG; DGII; DIOD; HSII; PFBC; EMKR; THFF; PNBK; ATNI; COKE; SCHL; RBCAA; ANDE; RRGB; CREG; AAON; DAKT; CCRN; IRBT; SCWO; TTGT; ADEA; TBRG; CHCO; WDFC; AMRN; MKTX; SAFT; EXLS; IDN; CSQ; SLNH; SBSI; OSUR; CASI; RDNT; DXCM; PERI; SHOO; CPRX; CDXC; TSEM; NEPH; CBRL; PLCE; LQDT; IAC; MPB; SBET; BGC; HFWA; PZZA; LFCR; LKFN; NCPL; PLUR; TILE; ULH; CENTA; NEON; BJRI; POWL; GLDD; DSGX; DGICA; ALCO; GGAL; MANH; AMWD; KALU; OSIS; DXPE; CWST; IESC; RUSHA; VRNT; GEG; ULBI; MTRX; CNOB; OPRX; ENSG; AZTA; UEIC; GIFI; NSIT; ZEUS; RGEN; STKL; NFBK; UTSI; NTGR; FIZZ; OMAB; DMLP; CVCO; TRIB; CASS; LSCC; VICR; MHLD; DMRC; FFIC; MCRI; SAIA; MSEX; PETS; LMNR; ORMP; DORM; WASH; EVO; LGND; CCOI; FRPH; BSRR; PLPC; SIGA; SNEX; ACAD; GABC; IPAR; TBBK; STGW; CRVL; BELFB; CSBR; MMLP; OESX; CTLP; CUTR; BYFC; WEYS; GDEN; IMMR; CACC; IMKTA; CAC; APOG; MCHX; AROW; LPSN; GASS; AMSF; CMCT; ECPG; SANM; QCRH; MYRG; CRAI; BYRN; CVGW; SEED; FISI; CEVA; CSWC; CLAR; CERS; GIII; OFLX; VLGEA; LTRX; STCN; CRUS; CHY; ZUMZ; ICAD; HIMX; VALU; QUIK; CHI; TCRT; CZNC; SSP; CORT; USAP; FLWS; DWSN; QQQX; III; LYTS; GILT; INTZ; ATLO; IVAC; LWAY; MOFG; SHYF; CWCO; CCNE; EGBN; FLIC; ENG; GEOS; PLAB; BMRC; TURN; USLM; AGYS; STRM; ALRS; GPRE; PPC; CTSO; HEES; WNEB; JAZZ; HWKN; YORW; WTBA; STAA; RDWR; WRLD; PESI; IOSP; KVHI; CTRN; CRMT; CBAN; PFIS; LIVE; SENEA; UBFO; ATRC; EXAS; FXNC; LBTYB; DENN; CNXN; VBFC; BCLI; AXGN; WMPN; CARE; GOOD; THRM; FNLC; NNBR; VOXX; CYTH; FRST; DZSI; STRS; LWLG; ESSA; MERC; HNRG; AWH; FUSB; EBTC; ACIC; TWIN; SWKH; POET; CWBC; SPNS; UCTT; ARTNA; KLIC; NYMT; PFC; HBIO; MLAB; FMNB; HSON; CAAS; BFIN; BFC; ITRN; GAIA; GSBC; GLAD; CHW; BCBP; PNRG; NEO; NWFL; KNDI; RDI; NTWK; ATRO; MFIN; LAKE; FMAO; ACLS; PRTS; CROX; MPAA; MNOV; REFR; CECO; GURE; STRR; SNT; NOVT; BCML; SPOK; TSAT; PKOH; TRNS; HURC; LUNA; SCVL; SBGI; AEHR; GSIT; VABK; ACNB; INOD; PALT; ATLC; SWBI; CIVB; ASTC; ALLT; NVEC; IPA; TZOO; LCUT; PLUS; PRPH; SIEB; FUNC; GIGM; HBNC; NKSH; HSTM; OPOF; HWBK; HBCP; DHIL; ESOA; CELH; LCNB; WLFC; FFNW; PCYO; AXTI; EDAP; HCKT; AMTX; HDSN; SIMO; PDFS; STRT; RUSHB; OBT; EGHT; ARQ; DXR; FORTY; BGFV; BBSI; FDBC; DGICB; DYNT; CHMG; PWOD; UTMD; NBN; KIRK; CASH; CZWI; YHGJ; FNWD; ASYS; FUND; NECB; CENT; MGIC; HOFT; RAND; MBCN; SFST; DJCO; CZFS; SEVN; AUDC; RGCO; OVBC; NOTV; INBK; HIFS; ANIK; SMBC; PKBK; ITIC; TRS; PXLW; BVFL; MBWM; FRAF; GTIM; ISSC; TSBK; RICK; LMAT; TREE; TATT; ACNT; AUBN; LFMD; FCCO; JOUT; UFPT; GROW; GAIN; FLL; OPBK; EML; NAII; LARK; CGEN; SENEB; KFFB; PTMN; PPIH; SBFG; SGC; VRME; KELYB; FBIZ; PLBC; COFS; UNB; WSBF; RVSB; KOSS; BBGI; NRIM; MNSB; CLRO; CBFV; GALT; MTEX; CNTY; BRID; OXSQ; TACT; ALOT; CRIS; VNDA; ASUR; CVGI; GCBC; BELFA; EBMT; CLWT; OVLY; LPTH; PEBK; CFFI; UNTY; FCAP; DXLG; WINA; MGYR; RAVE; VIRC; NTIC; WLDN; NATH; CPHC; JBSS; CODA; HQI; LSBK; XTLB; ELTK; RELL; INTG; BLFS; UBCP; RMCF; LEE; BOSC; WFCF; CAR; FLXS; FORD; DLHC; RCKY; DAIO; ZYXI; SILC; IMOS; OCC; FEIM; CGO; BOTJ; GNSS; APWC; MODV; NSSC; ASRV; DXYN; CVV; ARKR; CVLG; MNTX; ATSG; CPSH; ALNT; PMD; PROV; CHCI; SNFCA; AWRE; CUBA; WHLM; KEQU; UG; FSFG; SGRP; CLMB; NVMI; WILC; CLFD; RFIL; TLF; NXST; ARTW; SLP; LFVN; SYPR; TCX; GLBZ; BSET; GRVY; SOHO; WVVI; SCKT; IRIX; ICCC; SGMA; QRTEB; AAME; CAMT; MGPI; SFBC; PBHC; SGA; AACG; NSYS; LIXT; KTCC; EPSN; USIO; CPSS; SSBI; SELF; MARPS; UONEK; CRWS; PFIE; AIRT; CSPI; BMRA; NEWT; ELSE; MAYS; DSWL; KRMD; EGAN; TAYD; CTHR; SOTK; HFBL; EDUC; TPCS; LDWY; RDCM; RDIB; SNBR; FONR; HNNA; PATK; ESCA; FKWL; HGBL; PDEX; LINK; JVA; MITK; DYAI; UONE; KINS; POCI; LOAN; PAYS; RCMT; SMID; TAIT; FTLF; MNDO; NHTC; HIHO
2009-01-05 00:00:00,WINT; NXPL; CLRB; AYTU; ABVC; SHIP; CRVO; SLS; SONN; TENX; PALI; PSTV; AYRO; MBOT; DOMH; RCAT; OTRK; FCEL; ACHV; GLBS; CYCC; NURO; APDN; MSFT; ADD; ONCT; PRSO; GYRE; AEHL; VXRT; GOOGL; PEP; CSCO; GOOG; ABEO; AAPL; INTC; SNY; MRKR; QUBT; NCTY; IMNN; AZN; TMUS; TXMD; AMZN; QCOM; AEMD; APA; CMCSA; GILD; AMGN; LIN; EXC; VOD; CAPR; WBD; BKR; SNOA; VIRX; FSLR; ERIC; COST; MDLZ; HON; WBA; ERNA; BPTH; SBLK; USAU; SNGX; BCDA; BLIN; VTRS; ADBE; PLUG; DGLY; ADP; TXN; CRDF; AEP; SSKN; VEON; VRTX; CLDX; CME; OBLG; OPHC; LSTA; BIIB; NTRS; AMSC; HBAN; AMAT; ADI; NVAX; TAOP; PCAR; INTU; XEL; CSX; PAYX; MNKD; MRVL; AAL; GOGL; NVDA; ISRG; TROW; SRCL; XRAY; MDGL; ASML; WTW; ALTO; VCEL; MAR; ATEC; ADSK; RYAAY; MEIP; CHRW; EQIX; PAA; ROP; AMD; SBUX; LTBR; EA; CTSH; ILMN; FLNT; NDAQ; VLY; PARA; REG; TCOM; PTEN; IEP; BIDU; SLMBP; MAT; SMTI; UAL; CREX; STRA; LXRX; MVIS; BMRN; MU; FITB; NCMI; DLPN; FAST; MIND; ONB; USEG; WYNN; WDC; MCHP; ALNY; SMSI; GEN; PFG; TROO; HST; SSRM; VSAT; CYRX; DLTR; MYGN; ITRI; RILY; SNPS; GERN; BPOP; HOLX; MNST; TRMB; ZION; ACGL; EBAY; SBCF; NWL; XOMA; UMBF; CINF; RGLD; KDP; ANSS; JBLU; EVRG; HAS; BKNG; CBSH; AKAM; FOLD; HWC; UBSI; IONS; IDEX; CHKP; JBHT; NTAP; JAKK; EFOI; NTES; TECH; INFN; ROST; WW; LNT; REGN; CYTK; PNFP; CCEP; NFLX; AGNC; TFSL; KTOS; DOX; RMBS; HSIC; SBAC; FCNCA; LOGI; SBRA; SPCB; GT; ORLY; SATS; ALKS; BOKF; WULF; CPRT; KLAC; OTEX; VRSN; ANTE; ON; LNW; SOHU; ESEA; BUSE; ICLR; SEIC; OPCH; CLNE; IBKR; BANR; RMTI; PTC; ESLT; EWBC; HRTX; LKQ; RIGL; EXPE; DHC; ARWR; LBTYA; UTHR; EXEL; TTWO; MORN; HROW; IDXX; RBBN; XRX; URBN; NICE; GREE; CSGP; COLB; MASI; IART; MLCO; STLD; AGEN; LBTYK; AMED; FFIV; OMEX; AVT; SCOR; WWD; SAVA; CTAS; TOWN; FORM; ATHE; DVAX; JKHY; SFNC; TOMZ; LECO; LSTR; LSAK; AVAV; PDCO; BWEN; CENX; LRCX; WTFC; CATY; PRDO; MTCH; CDNS; APTO; OPK; FULT; ERIE; ZBRA; HURN; DRRX; WPRT; NKTR; KZIA; SIGI; ESGR; CNVS; WSBC; PMN; ODP; SNCR; ONCY; TTEK; IRDM; ANIP; SMTC; HTLD; NEOG; COO; BECN; FOSL; MELI; CDZI; APPS; INO; FRME; FFIN; INSM; ARCC; CMTL; ADTN; MSTR; CVBF; AVXL; HAIN; CFFN; IBOC; QDEL; PSEC; MKSI; NDSN; EZPW; PCH; ODFL; WAFD; SLAB; MATW; PENN; MTEM; SVC; WABC; FLEX; ICUI; HALO; HUBG; MMSI; WSFS; CBAT; COLM; NBTB; TER; STBA; LAMR; SSYS; SGMO; SGLY; INCY; GNTX; SWKS; NWE; RDUS; INSG; HLIT; FCFS; TRMK; CASY; INDB; NTCT; ALGN; CDMO; MLKN; ABCB; SIFY; APEI; RGS; SKYW; ASRT; SYNA; HOPE; WERN; WEN; MDXG; QRTEA; INVA; ASTE; UPBD; HTLF; OFIX; ZD; LANC; ALGT; BRKR; EYPT; AMKR; SLM; ARCB; BANF; OMCL; ARAY; SASR; SHBI; BLKB; CVLT; STRL; TSCO; TCBI; CHNR; FWRD; VIAV; STX; ACIW; JJSF; FFBC; OZK; FELE; IPGP; POOL; CNSL; INVE; MPWR; TTMI; AXDX; IDCC; GLNG; TCBK; LOPE; MEOH; VERU; DSGR; PODD; MIDD; EEFT; OCFC; UVSP; ANGO; MGEE; OTTR; PEGA; POWI; GENE; OSBC; FARM; PRGS; NWBI; BRKL; CGNX; HCSG; FBNC; CMPR; PSMT; GLRE; SPTN; BCPC; ARLP; LULU; CRNT; CREG; QMCO; CSIQ; ERII; PLXS; PRTG; UFCS; DCOM; SCSC; TRST; NWPX; PRAA; COHU; UFPI; AZPN; CHDN; ICFI; HTBK; CALM; CLMT; ACHC; TXRH; HAFC; AXON; AVNW; OLED; CAKE; BLDP; FTFT; SMCI; SRPT; CMCO; AVDL; SIRI; EFSC; EHTH; FORR; ULTA; ABUS; CFBK; WKSP; OSPN; KRNY; MFIC; SHEN; VSEC; CSGS; VECO; MRCY; MNRO; RTC; SRDX; ORRF; CIGI; OCSL; AEIS; DRS; LFUS; BIMI; BOOM; TTNP; FMBH; BHRB; IBCP; KELYA; CARV; ROCK; PGC; HELE; SRCE; FTEK; SYBT; HHS; JACK; NBIX; MGRC; BCRX; TITN; FSTR; SLNG; RAIL; CRESY; LINC; TTEC; EXPO; RGP; FCBC; KOPN; BKYI; BCAL; MRTN; DXCM; ACTG; CCBG; CTBI; TTGT; ANIX; PFBC; DIOD; EMKR; PEBO; AMRN; CASI; PPBI; PNBK; FARO; ENTG; HSII; COKE; DAKT; IRBT; RRGB; ANDE; AAON; ATNI; BGC; RBCAA; SCHL; CCRN; EXTR; ADEA; TBRG; TSEM; THFF; RDNT; SAFT; WDFC; CSQ; EXLS; IDN; CDXC; MKTX; CHCO; OSUR; PERI; SHOO; LQDT; CPRX; CBRL; LFCR; IAC; AMWD; SBET; NCPL; BJRI; SBSI; ULH; TILE; CWST; NEON; SLNH; HFWA; DSGX; PLCE; SCWO; DGII; ALCO; LKFN; MHLD; GLDD; PLUR; DGICA; MTRX; PZZA; POWL; CENTA; GGAL; DXPE; MANH; IESC; KALU; OSIS; MPB; GEG; OPRX; ULBI; ENSG; CNOB; GIFI; NEPH; RUSHA; ZEUS; DMLP; UTSI; RGEN; STKL; NSIT; FIZZ; UEIC; TRIB; NFBK; OMAB; NTGR; CVCO; VRNT; CTLP; CASS; ORMP; DMRC; AZTA; LSCC; FFIC; ACAD; PETS; MCRI; LMNR; MSEX; SAIA; LGND; STGW; FRPH; VICR; DORM; CCOI; MMLP; BYFC; WASH; SIGA; SNEX; BSRR; PLPC; CACC; QUIK; EVO; IPAR; BYRN; TBBK; AMSF; GDEN; IMMR; WEYS; GABC; APOG; CRVL; OESX; CUTR; MCHX; LPSN; CAC; IMKTA; CSBR; AROW; GASS; QCRH; STCN; BELFB; ECPG; CMCT; ICAD; MYRG; FISI; CVGW; CRAI; GIII; SEED; CERS; ZUMZ; CLAR; ENG; CEVA; CRUS; AWH; DWSN; SANM; CHY; CSWC; OFLX; VALU; CHI; LTRX; CZNC; TCRT; VLGEA; HIMX; USAP; FLWS; GEOS; MOFG; QQQX; LWAY; ATLO; SHYF; IVAC; INTZ; CCNE; CWCO; EGBN; LYTS; III; FLIC; GPRE; POET; TURN; BMRC; SSP; USLM; GILT; STRM; PPC; WRLD; ALRS; CORT; CTSO; STAA; WNEB; EXAS; RDWR; WTBA; HEES; HWKN; KVHI; IOSP; YORW; PLAB; PESI; AGYS; JAZZ; CBAN; SENEA; PFIS; CNXN; LIVE; CRMT; VBFC; CTRN; UBFO; DZSI; FXNC; LBTYB; GOOD; ATRC; THRM; DENN; BCLI; AXGN; FMNB; WMPN; FNLC; NNBR; VOXX; PFC; CYTH; FRST; STRS; ESSA; CARE; GURE; HNRG; MERC; EBTC; ACIC; LWLG; TWIN; NTWK; FUSB; KLIC; UCTT; ACLS; SWKH; HBIO; GLAD; ARTNA; NYMT; CAAS; NWFL; CWBC; HSON; SPNS; CROX; GAIA; BCBP; PRTS; LAKE; BFIN; BFC; CHW; HURC; REFR; MLAB; LUNA; PNRG; CECO; RDI; NOVT; MFIN; KNDI; NEO; FMAO; AEHR; ASTC; ITRN; CELH; SNT; GSBC; MPAA; MNOV; STRR; SWBI; ATRO; SPOK; PALT; CIVB; BCML; SBGI; PRPH; GIGM; TSAT; VABK; ACNB; ATLC; TRNS; EGHT; NVEC; TZOO; GSIT; ALLT; IPA; SCVL; EDAP; LCUT; NKSH; HDSN; PKOH; PLUS; SIEB; INOD; HBNC; PDFS; STRT; FUNC; HSTM; SIMO; HBCP; OPOF; FFNW; LCNB; ARQ; BGFV; DHIL; FORTY; ESOA; PCYO; HWBK; AXTI; WLFC; OBT; CASH; RUSHB; DXR; CHMG; DYNT; ASYS; KIRK; FDBC; DGICB; BBSI; HOFT; PWOD; CZWI; NBN; HCKT; YHGJ; FNWD; LMAT; UTMD; FUND; AMTX; OVBC; NECB; ANIK; MGIC; LFMD; RAND; MBCN; GTIM; SEVN; CENT; DJCO; CZFS; SFST; AUDC; TREE; RGCO; SMBC; DXLG; INBK; NOTV; MBWM; TRS; EML; HIFS; PKBK; ITIC; ACNT; BVFL; UFPT; FRAF; CGEN; GROW; CNTY; TATT; TSBK; FLL; GAIN; PXLW; JOUT; AUBN; RICK; PLBC; OPBK; NAII; LARK; VNDA; PPIH; ISSC; SENEB; KFFB; OVLY; WSBF; FCCO; SBFG; SGC; VRME; KELYB; FBIZ; MTEX; PTMN; UNB; BBGI; KOSS; ALOT; COFS; RVSB; NRIM; OXSQ; MNSB; CLRO; CBFV; GALT; CRIS; LPTH; BRID; BOSC; MODV; CFFI; ASUR; GCBC; BELFA; MGYR; EBMT; TACT; CLWT; UNTY; FCAP; PEBK; CVGI; RAVE; WINA; NTIC; WLDN; DLHC; NATH; VIRC; CPHC; RMCF; JBSS; CODA; CAR; LEE; LSBK; XTLB; ELTK; FLXS; BLFS; FORD; UBCP; RELL; RCKY; SYPR; SILC; OCC; IMOS; INTG; DXYN; DAIO; HQI; FEIM; ASRV; BOTJ; CGO; NSSC; ALNT; ZYXI; CVV; PROV; ARKR; CHCI; GNSS; MNTX; WFCF; CPSH; AWRE; CVLG; PMD; SNFCA; KEQU; CUBA; WHLM; ATSG; APWC; FSFG; SCKT; UG; CLMB; RFIL; CLFD; GRVY; IRIX; ARTW; QRTEB; SOHO; WILC; TLF; CAMT; SLP; GLBZ; BSET; NVMI; NXST; SGA; ICCC; MGPI; AAME; SFBC; WVVI; SGMA; PBHC; TCX; EPSN; KTCC; LIXT; AACG; NSYS; LFVN; USIO; SSBI; SGRP; SELF; UONEK; CPSS; MARPS; CRWS; CSPI; AIRT; BMRA; DSWL; FKWL; PFIE; DYAI; NEWT; MAYS; TAYD; ELSE; KRMD; EGAN; EDUC; SOTK; CTHR; HFBL; TPCS; RDCM; HNNA; RDIB; FONR; SNBR; LDWY; PATK; ESCA; HGBL; PDEX; JVA; LINK; MITK; KINS; UONE; POCI; LOAN; PAYS; SMID; RCMT; TAIT; FTLF; MNDO; NHTC; HIHO
