date,symb
2012-01-03 00:00:00,GMGI; NSPR; PSHG; AYTU; SONN; WINT; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; RCAT; ACHV; POAI; ABVC; SHIP; CLRB; GLBS; CYCC; DOMH; AAPL; APDN; MSFT; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; MBOT; AZN; QCOM; NURO; LIN; BIDU; CMCSA; VOD; IOVA; ERNA; APA; COST; BKR; HON; VXRT; MDLZ; AMGN; IMNN; ERIC; XXII; VTRS; TTNP; NCTY; SBUX; MRKR; TXN; AEHL; ISRG; GILD; EXC; WBA; MIND; OBLG; TMUS; BIIB; BKNG; CRDF; GRPN; CTSH; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; ASML; SNOA; CSX; VIRX; VEON; PAA; MRVL; XEL; CME; AVGO; MESO; WYNN; FAST; AMD; DLTR; ROP; WDC; PCAR; SLMBP; VRTX; TROW; CHTR; BPTH; WTW; TCOM; USAU; NVDA; BLNK; MNST; EQIX; SSKN; BLIN; MU; MAR; SRCL; MAT; PAYX; MCHP; AMAT; ROST; PTEN; BLRX; LSTA; BMRN; ADSK; HST; IDEX; AEMD; USEG; XRAY; UAL; FFIV; CCEP; VSAT; KDP; REGN; CHRW; TSLA; SIRI; CHKP; FITB; NTRS; EBAY; WPRT; CREX; NTAP; GOGL; LULU; OTRK; EA; VRSK; SOBR; NCMI; HBAN; TRMB; ANSS; RYAAY; LAB; AKAM; ILMN; EDSA; AGNC; VRME; NTES; SBLK; CNVS; ORLY; ACGL; NVAX; NFLX; NWL; SBAC; NEGG; DVAX; FOSL; REG; WW; SNPS; IEP; MELI; JBHT; WKHS; EVRG; HOLX; NDAQ; RGLD; FSLR; KLAC; LBTYA; MDGL; LKQ; PFG; NXPI; GT; VLY; OPCH; SNGX; LNT; GEN; COO; LBTYK; MNKD; RMTI; GLNG; VRSN; EXPE; MLCO; OPK; ON; IDXX; ACTG; CINF; HSIC; FTNT; AAL; LXRX; ATEC; QRTEA; ASMB; ARCC; ONCY; TRIP; ULTA; SNCR; HAS; INCY; AMRN; CLNE; MTCH; SSRM; CDNS; CPRT; ALKS; CLDX; OTEX; SATS; CSGP; MSTR; GNTX; DHC; DOX; WKSP; URBN; CBSH; FBIO; BOKF; COLB; ONB; TTWO; ERIE; UBSI; SOWG; VNET; TECH; GSM; JAZZ; TSCO; MORN; WWD; SWKS; PTC; UMBF; SSYS; WULF; SMTC; RBBN; CTAS; FCNCA; UTHR; AVT; JKHY; QMCO; NDSN; EWBC; NICE; TER; SCOR; ASRT; OPI; LTBR; SSNC; HWC; MYGN; STX; ZION; CVLT; PSMT; ODFL; PLUG; SEIC; LGO; ADTN; LRCX; BRKR; ZBRA; STRA; JBLU; CJJD; ALGN; DGLY; VCEL; SIFY; LPLA; LECO; PDCO; MIDD; SOHU; NEOG; MMYT; ITRI; SVC; FLEX; CASY; WTFC; HAIN; MKSI; STLD; IRWD; INFN; ARLP; IPGP; MTEM; ESLT; EXAS; GREE; GENE; LAMR; OLED; AMSC; JAKK; ESGR; TCBI; RIGL; IBKR; SLAB; TFSL; ICLR; PLUR; EZPW; CGNX; LSTR; XRX; FCFS; VIAV; UPBD; OFIX; GBDC; LANC; ASPS; PODD; BLKB; TRIB; NWE; PENN; EXEL; NTCT; BECN; PCH; ALTO; ENTG; VECO; BCPC; CHRD; ANGI; SFNC; PEGA; AMCX; OZK; HALO; IART; MEOH; CNSL; SYNA; CAKE; LQDT; FULT; CLMT; TTMI; GRFS; IONS; LPSN; TAOP; ALNY; COLM; WERN; PNFP; ICUI; LIQT; AMKR; AZPN; CREG; FOLD; NKTR; DRS; QDEL; SBRA; TSEM; TCRT; ANTE; DIOD; SAVA; AGEN; ACIW; ESEA; SHOO; MLKN; HUBG; HTHT; TRMK; LFUS; TXMD; CACC; MKTX; POOL; BJRI; KTOS; PPC; OMEX; INVA; MASI; HCSG; FFBC; HTLD; FFIN; CVBF; MNRO; ROIC; SMCI; DXCM; ACHC; PSEC; LOGI; FELE; ZD; PRAA; TTEK; VRA; VRNT; GERN; SIGI; LNW; IRBT; FARO; PACB; SLM; IDCC; RMBS; CROX; JJSF; AVAV; CRUS; WSBC; IBOC; NBIX; POWI; STGW; CENX; LSCC; GLRE; WAFD; FWRD; EEFT; FIBK; INDB; SCSC; OSIS; RDUS; MGEE; MRCY; VC; NEON; ALGT; WABC; IRDM; MMSI; NVFY; CATY; TXRH; ANDE; RGS; EYPT; BPOP; OMCL; SLNG; MATW; ATHE; NWBI; INO; WEN; PRGS; APEI; CMPR; PLXS; SMSI; HOPE; CIGI; BGC; EXLS; HELE; CDZI; NBTB; OSUR; CHEF; CEVA; HRTX; CYTK; IAC; HURN; MEIP; CRNT; GGAL; MVIS; CBRL; SCHL; TLPH; CFFN; TOWN; ASTE; OCSL; ABCB; WSFS; TTEC; NTGR; VERU; MPWR; DSGX; ALLT; PLCE; SGMO; MANH; RDWR; KOPN; MHLD; GEG; TILE; SBCF; HLIT; ANGO; TROO; OTTR; PERI; LSAK; CMTL; CALM; TRS; ODP; TBRG; GPRE; OXLC; CHDN; ATRC; DCOM; IOSP; QUIK; FORR; STKL; INSM; UFPI; QNST; INVE; DORM; BUSE; GIII; EVO; BHRB; KALU; KGEI; CERS; RUSHA; HTLF; PMN; ECPG; HHS; DMRC; SANM; SNEX; STAA; TITN; ARWR; BCDA; EXPO; NCPL; HSTM; SIMO; PRDO; SSP; NSIT; ZUMZ; MGRC; DXPE; PZZA; SASR; CRESY; GEOS; AVDL; STBA; MMLP; SNBR; OCFC; BCRX; FIZZ; THTX; BIMI; BANF; RRGB; RTC; CCOI; INSG; DWSN; COHU; AVXL; ATNI; BRKL; SKYW; SPSC; PPBI; SGLY; LOPE; TWIN; ARAY; CGEN; EFSC; GIFI; ICFI; SRCE; KLIC; CSQ; TTGT; NYMT; AAON; CDMO; EGHT; CDXS; CRVL; WDFC; ROCK; THRM; EHTH; DGII; CYRX; MFIC; SPTN; SRPT; WRLD; BANR; MXL; GMAB; CWST; AEIS; ADEA; COKE; ARCB; AXON; EXTR; PCRX; FORM; PFX; CYTH; IPAR; ZG; PLAB; NOVT; BKYI; AWH; KELYA; BOOM; GLDD; AZTA; NMFC; FLNT; DRRX; RAIL; CAR; CENTA; FRME; SLRC; GALT; CVGW; ULH; CORT; AMED; ANIP; DSGR; USAP; ARQ; DLPN; FBNC; TSAT; TCBK; CMCO; UFCS; EFOI; TBBK; CHNR; SAFT; STRL; GABC; APPS; SMTI; JACK; CSGS; ENSG; BLDP; HSII; AXDX; CHCO; HNRG; DAKT; EGBN; DMLP; KRNY; MITK; CVCO; FMBH; SBSI; LKFN; TRST; CRMT; ATRO; CVGI; ATSG; HEAR; USLM; MYRG; MRTN; STCN; BCLI; HWKN; CTBI; FSTR; MERC; BTCS; TZOO; KNDI; FTFT; ABUS; SBGI; NFBK; OPHC; CBAT; CNOB; XOMA; SYBT; PEBO; HFWA; INTZ; OMAB; RBCAA; POWL; EU; KIRK; VUZI; CLAR; VNDA; LBTYB; MTRX; VICR; THFF; UVSP; LMNR; PDFS; NNBR; EVGN; GOOD; CASS; CNXN; EMKR; CHY; WASH; ZEUS; UCTT; CTSO; FFIC; PLPC; LEDS; QQQX; CAC; CHI; OSPN; DGICA; PRTS; QRHC; QUBT; MSEX; RGP; POET; AOSL; SAIA; NWPX; OMER; VSEC; STRR; AGYS; UEIC; LCUT; CCNE; BMRC; APOG; LFCR; HEES; MOFG; NVMI; IVAC; PKOH; LWLG; LINC; AMWD; MLAB; SRDX; PALT; NATR; CMCT; MODV; AROW; AXTI; KZIA; EGAN; FISI; DENN; RGEN; GSBC; YORW; BCAL; CRIS; FORTY; MCHX; NXST; AMSF; SCVL; GILT; FPAY; FTEK; VLGEA; PFIS; CSIQ; ACAD; DXLG; MDXG; SEED; NEO; SCWO; SBET; XTLB; HTBK; VOXX; ACLS; MCRI; TIPT; CASI; PFC; MGIC; FRPH; PLUS; FARM; TGTX; CCRN; SPNS; IMKTA; IVDA; CECO; SANW; BELFB; BEEM; PGC; SHEN; ACIC; DZSI; HRZN; KVHI; FLIC; ITRN; RDNT; UTSI; ELVA; IMMR; BWEN; SIGA; CPRX; HAFC; MFIN; WINA; ERII; ALRS; HBNC; CZNC; CARE; MPAA; WEYS; SHYF; SPCB; NVEC; GASS; ASTC; QCRH; CUTR; PESI; FCBC; AVNW; LGND; LWAY; CCBG; CDXC; PXLW; ANIK; SPOK; SENEA; SWBI; IDN; CHW; PRTG; EBTC; SHBI; HBIO; ORMP; APTO; DYNT; HSON; QIPT; PETS; FMNB; LYTS; ALCO; CRAI; ASYS; HURC; CSBR; CSWC; JOUT; ORRF; ASUR; ARTNA; REFR; GSIT; YHGJ; COSM; STRM; RUSHB; SSSS; AXGN; CNET; HROW; UFPT; BFC; CASH; LMAT; INOD; BBSI; TURN; NKSH; FDUS; PWOD; OFLX; SLNH; WNEB; BGFV; FRBA; LFVN; TRNS; HIMX; ATLO; CLFD; RELL; DHIL; GURE; GLAD; LCNB; CWCO; MGPI; HBCP; HIVE; AUDC; MPB; SWKH; FRST; TBNK; SMBC; OXSQ; WTBA; WMPN; FNLC; CZFS; SILC; MBWM; OESX; PTMN; ACNT; BCBP; IMOS; NWFL; ACNB; NBN; LTRX; EML; DJCO; AMTX; FLL; HIFS; ENG; ANIX; LAKE; CFBK; BRID; CAAS; HOFT; MNTX; RDI; BSRR; MNOV; SYPR; SGA; CNTY; HCKT; BWFG; FLWS; FMAO; CTLP; RAVE; GDEN; CPIX; CRMD; WLFC; PFBC; ESSA; CHCI; RGCO; CTHR; CVV; CWBC; FUND; CHMG; CULL; BYFC; SEVN; GAIN; ICAD; STRT; CAMT; UTMD; CTRN; BCML; CENT; QRTEB; RICK; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; HDSN; NEPH; COFS; CBFV; NRIM; GAIA; OBT; IRIX; EDAP; HGBL; VALU; DGICB; TACT; CFFI; ALNT; FEIM; NTIC; EPSN; GCBC; LUNA; WLDN; ATLC; PPIH; EBMT; APWC; BBGI; OSBC; OVBC; CPHC; SNT; STRS; FLXS; FDBC; INBK; VABK; RCKY; NAII; KTCC; GROW; NEWT; NTWK; BFIN; SIEB; FBIZ; UNTY; OPRX; WILC; SFST; RCON; IPA; UNB; CARV; ALOT; SLP; RMCF; CIVB; MBCN; LARK; NATH; OVLY; JVA; LPTH; USIO; NSSC; LEE; PCYO; III; DXR; RAND; FXNC; KOSS; ITIC; DXYN; NOTV; ICCC; NECB; FCAP; SENEB; LFMD; AUBN; NTRP; PROV; FFNW; CGO; INTG; HQI; ESOA; ISSC; CZWI; ELTK; GRVY; FNWD; KFFB; KELYB; RVSB; LSBK; BELFA; OPOF; TATT; TLF; ESCA; PNRG; RILY; JBSS; PATK; CLRO; MNSB; IESC; BSET; AAME; RSSS; DAIO; UG; PMD; UONEK; PFIE; FCCO; CLMB; FRAF; TCX; BLFS; PKBK; CVLG; WFCF; FSFG; KINS; IROQ; VBFC; CBAN; ARKR; MAYS; DYAI; DLHC; BYRN; RFIL; SOHO; CUBA; UBCP; AWRE; ARTW; BVFL; POCI; VIRC; HWBK; OCC; TAYD; SGRP; TSBK; ASRV; CELH; UBFO; MINM; CPSH; PBHC; LIVE; WHLM; BOSC; SGMA; CPSS; IBCP; PEBK; WSBF; FUSB; SNFCA; AACG; PRPH; KEQU; SELF; SOTK; FORD; LDWY; FUNC; AEHR; HFBL; MARPS; FKWL; SSBI; SANG; SCKT; DSWL; OPBK; WVVI; CRWS; SFBC; GLBZ; AIRT; BOTJ; RCMT; MGYR; EDUC; GTIM; OPXS; ELSE; SBFG; KRMD; LIXT; ZYXI; FONR; CLWT; CSPI; PLBC; MNDO; GIGM; RVYL; NSYS; BMRA; HNNA; TPCS; PDEX; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
2012-01-04 00:00:00,GMGI; NSPR; PSHG; AYTU; WINT; SONN; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; ACHV; RCAT; POAI; ABVC; SHIP; CLRB; GLBS; CYCC; AAPL; DOMH; MSFT; APDN; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; AZN; MBOT; QCOM; LIN; NURO; CMCSA; BIDU; VOD; IOVA; APA; COST; ERNA; BKR; HON; VXRT; IMNN; MDLZ; AMGN; VTRS; XXII; ERIC; MRKR; SBUX; TTNP; AEHL; NCTY; TXN; GILD; ISRG; MIND; EXC; WBA; OBLG; BIIB; TMUS; BKNG; GRPN; CTSH; CRDF; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; SNOA; CSX; ASML; MRVL; PAA; VIRX; VEON; XEL; CME; AVGO; MESO; FAST; DLTR; AMD; WYNN; ROP; WDC; BLNK; SLMBP; PCAR; VRTX; TROW; CHTR; WTW; USAU; NVDA; TCOM; BLIN; MU; MNST; EQIX; BPTH; MAR; MAT; AMAT; PAYX; SSKN; SRCL; MCHP; ROST; PTEN; IDEX; BMRN; LSTA; ADSK; AEMD; HST; BLRX; XRAY; REGN; CCEP; KDP; UAL; FFIV; LULU; CHRW; TSLA; VSAT; USEG; FITB; SIRI; CREX; NTRS; GOGL; CHKP; WPRT; EBAY; OTRK; NTAP; VRSK; HBAN; SOBR; RYAAY; EA; NCMI; TRMB; ANSS; NFLX; AKAM; ILMN; LAB; EDSA; AGNC; VRME; NTES; ORLY; NEGG; WW; CNVS; SBLK; NVAX; ACGL; NWL; SBAC; DVAX; FOSL; IEP; REG; SNPS; JBHT; HOLX; EVRG; MELI; NDAQ; RGLD; KLAC; LBTYA; GT; NXPI; LKQ; FSLR; MDGL; PFG; VLY; OPCH; SNGX; LNT; RMTI; GEN; WKHS; COO; LBTYK; GLNG; VRSN; ON; MLCO; EXPE; MNKD; IDXX; OPK; HSIC; CINF; ACTG; AAL; ASMB; FTNT; QRTEA; ULTA; ARCC; CLNE; LXRX; ONCY; HAS; ATEC; SNCR; TRIP; INCY; MTCH; SSRM; ALKS; CPRT; CDNS; CLDX; OTEX; SATS; GNTX; URBN; CSGP; SOWG; AMRN; DOX; DHC; FBIO; WKSP; MSTR; CBSH; BOKF; COLB; TTWO; ONB; JAZZ; VNET; UBSI; ERIE; TECH; TSCO; GSM; WWD; MORN; SWKS; CTAS; UMBF; WULF; PTC; SSYS; SMTC; QMCO; FCNCA; TER; UTHR; AVT; EWBC; RBBN; NDSN; LTBR; JKHY; NICE; ASRT; SCOR; SSNC; OPI; STX; ZION; HWC; LGO; CVLT; PLUG; PSMT; SEIC; MYGN; ODFL; JBLU; STRA; LRCX; ALGN; ZBRA; BRKR; LECO; ADTN; CJJD; SIFY; VCEL; LPLA; PDCO; MIDD; SVC; MMYT; FLEX; DGLY; SOHU; NEOG; WTFC; ITRI; CASY; STLD; MKSI; ARLP; HAIN; IRWD; IPGP; INFN; GENE; AMSC; MTEM; OLED; LAMR; EXAS; ESLT; TCBI; GREE; TFSL; RIGL; JAKK; ESGR; PLUR; SLAB; IBKR; ICLR; CGNX; LSTR; XRX; VIAV; EZPW; UPBD; PODD; FCFS; LANC; OFIX; GBDC; BLKB; ASPS; TRIB; CHRD; NWE; PENN; ENTG; BECN; PCH; EXEL; ALTO; VECO; BCPC; AMCX; SFNC; OZK; MEOH; NTCT; SYNA; CLMT; IART; CNSL; HALO; CAKE; PEGA; FULT; LQDT; TTMI; ANGI; GRFS; IONS; CREG; ALNY; DRS; COLM; WERN; LPSN; LIQT; ICUI; TAOP; FOLD; AMKR; NKTR; PNFP; AZPN; QDEL; SBRA; ESEA; TSEM; ANTE; TCRT; SHOO; MKTX; ACIW; SAVA; BJRI; DIOD; MLKN; POOL; HUBG; TXMD; OMEX; TRMK; HTHT; AGEN; LFUS; KTOS; PPC; HCSG; FFBC; FFIN; CACC; MASI; CVBF; HTLD; ROIC; MNRO; SMCI; INVA; PSEC; FELE; ACHC; DXCM; CROX; IRBT; TTEK; ZD; GERN; LNW; PACB; PRAA; FARO; VRNT; SIGI; VRA; LOGI; IBOC; GLRE; AVAV; JJSF; CENX; CRUS; WAFD; SLM; WSBC; POWI; NEON; RMBS; OSIS; INDB; FWRD; FIBK; RDUS; LSCC; NBIX; EEFT; IDCC; SCSC; VC; STGW; MRCY; ALGT; EYPT; MGEE; BPOP; WABC; ATHE; TXRH; RGS; NVFY; CATY; MMSI; INO; IRDM; OMCL; NWBI; WEN; SLNG; CMPR; MATW; ANDE; APEI; HOPE; CIGI; PLXS; SMSI; GGAL; BGC; HELE; EXLS; NBTB; MVIS; HRTX; CEVA; OSUR; CYTK; CHEF; TLPH; IAC; PRGS; HURN; CDZI; MEIP; CRNT; CBRL; ASTE; CFFN; OCSL; WSFS; SCHL; VERU; TTEC; TOWN; ABCB; PLCE; NTGR; SGMO; DSGX; MPWR; ARWR; ALLT; SBCF; MHLD; RDWR; MANH; TROO; TILE; KOPN; OTTR; PERI; ANGO; TRS; OXLC; CMTL; TBRG; CALM; HLIT; LSAK; GEG; IOSP; ODP; CHDN; QUIK; GPRE; ATRC; FORR; INSM; DCOM; UFPI; GIII; QNST; EVO; DORM; BHRB; BUSE; DXPE; KGEI; STKL; KALU; PMN; CERS; RUSHA; INVE; HTLF; SIMO; STAA; TITN; MMLP; BCDA; SNEX; SANM; EXPO; NCPL; HHS; DMRC; NSIT; AVDL; PZZA; ECPG; SSP; ZUMZ; HSTM; MGRC; CRESY; STBA; BCRX; THTX; SNBR; SASR; PRDO; RRGB; OCFC; GEOS; AVXL; BANF; FIZZ; RTC; SKYW; CCOI; DWSN; SGLY; ATNI; SPSC; BRKL; COHU; PPBI; BIMI; LOPE; ICFI; TWIN; CSQ; INSG; KLIC; EFSC; GIFI; ARAY; CGEN; SRCE; AAON; NYMT; EGHT; CRVL; THRM; WDFC; TTGT; CDMO; ROCK; SRPT; BANR; CYRX; MFIC; ADEA; CDXS; DGII; EHTH; GMAB; MXL; ARCB; AEIS; SPTN; FORM; CWST; COKE; PLAB; WRLD; PCRX; NOVT; CYTH; AXON; EXTR; ZG; IPAR; PFX; BKYI; KELYA; GLDD; NMFC; APPS; FLNT; BOOM; RAIL; AWH; FRME; AZTA; CHNR; CENTA; SLRC; CVGW; ANIP; ULH; CAR; GALT; HEAR; CORT; ARQ; DLPN; DRRX; FBNC; USAP; TCBK; EFOI; TSAT; CMCO; DSGR; TBBK; UFCS; AXDX; AMED; SAFT; BTCS; GABC; JACK; ENSG; CSGS; CHCO; STRL; DMLP; DAKT; HSII; HNRG; KRNY; BLDP; EGBN; CVCO; FMBH; BCLI; CRMT; ATSG; MITK; TRST; CVGI; LKFN; STCN; SBSI; ATRO; MRTN; MYRG; MERC; TZOO; USLM; FTFT; ABUS; FSTR; CTBI; SBGI; HWKN; CNOB; NFBK; SYBT; PEBO; CBAT; XOMA; INTZ; HFWA; OMAB; KIRK; EU; POWL; SMTI; RBCAA; VUZI; LBTYB; KNDI; THFF; UVSP; CLAR; EVGN; CHY; UCTT; VICR; VNDA; SPCB; LMNR; GOOD; CNXN; MTRX; CASS; WASH; NNBR; FFIC; EMKR; PDFS; QQQX; CHI; CAC; ZEUS; PLPC; CTSO; OSPN; QRHC; QUBT; LEDS; MSEX; OPHC; PRTS; DGICA; RGP; POET; STRR; SAIA; OMER; NWPX; VSEC; LCUT; AGYS; UEIC; PALT; CCNE; AOSL; MOFG; APOG; HEES; BMRC; PKOH; CMCT; IVAC; NVMI; SRDX; MLAB; LINC; LFCR; AROW; MODV; AXTI; LWLG; AMWD; NATR; DENN; FISI; EGAN; GSBC; AMSF; BCAL; RGEN; KZIA; YORW; CRIS; NXST; FPAY; GILT; FORTY; SCVL; CSIQ; SEED; MDXG; VLGEA; NEO; SBET; FTEK; ACAD; PFIS; TIPT; VOXX; SCWO; PFC; MCRI; MCHX; MGIC; ACLS; HTBK; TGTX; FRPH; DXLG; PLUS; CECO; SPNS; FARM; IMKTA; IVDA; CCRN; BEEM; DZSI; PGC; SANW; ITRN; SIGA; ACIC; BELFB; CASI; HRZN; UTSI; FLIC; SHEN; CPRX; HAFC; ELVA; RDNT; IMMR; KVHI; CARE; MFIN; BWEN; ALRS; HBNC; GASS; WINA; ERII; WEYS; CZNC; PRTG; SHYF; CUTR; NVEC; MPAA; ASTC; QCRH; PESI; ANIK; PXLW; FCBC; LWAY; IDN; LGND; AVNW; XTLB; CCBG; SWBI; SENEA; SHBI; SPOK; CHW; CDXC; ORMP; APTO; HBIO; EBTC; FMNB; ASYS; YHGJ; QIPT; DYNT; HSON; ALCO; PETS; HURC; ASUR; CSBR; LYTS; REFR; JOUT; CRAI; CSWC; ORRF; GSIT; COSM; ARTNA; RUSHB; CNET; AXGN; BFC; UFPT; SSSS; INOD; HROW; CASH; LMAT; FDUS; FRBA; TURN; LFVN; GURE; WNEB; BGFV; NKSH; TRNS; OFLX; PWOD; HIMX; ATLO; BBSI; DHIL; STRM; CWCO; LCNB; RELL; GLAD; FRST; CLFD; HBCP; HIVE; AUDC; MGPI; SWKH; TBNK; SLNH; IMOS; SMBC; MPB; WMPN; WTBA; CZFS; FNLC; OXSQ; ACNT; SILC; PTMN; MBWM; NWFL; ACNB; FLL; NBN; BCBP; CRMD; OESX; EML; CAAS; MNOV; AMTX; LAKE; DJCO; ANIX; CFBK; HIFS; RDI; BRID; ENG; HOFT; LTRX; SYPR; BSRR; MNTX; SGA; FMAO; ICAD; BWFG; FLWS; HCKT; CWBC; CNTY; GDEN; CPIX; CTLP; WLFC; RAVE; CTHR; CVV; RGCO; FUND; ESSA; CHCI; PFBC; BYFC; CULL; SEVN; GAIN; STRT; CHMG; RICK; BCML; QRTEB; CAMT; UTMD; CENT; CTRN; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; EPSN; NEPH; HDSN; NRIM; FEIM; OBT; HGBL; EDAP; IRIX; ATLC; RCON; GAIA; ALNT; CFFI; VALU; DGICB; LUNA; COFS; TACT; WLDN; APWC; CBFV; GCBC; NTWK; PPIH; BBGI; EBMT; NTIC; OVBC; STRS; SNT; CPHC; NAII; FLXS; FDBC; KTCC; VABK; GROW; INBK; OSBC; RCKY; WILC; NEWT; FBIZ; BFIN; SIEB; ALOT; OPRX; UNTY; SFST; IPA; UNB; SLP; RMCF; MBCN; NATH; OVLY; NOTV; LARK; CIVB; LEE; KOSS; LPTH; JVA; III; CARV; RAND; FXNC; DXYN; NECB; ICCC; ITIC; SENEB; NSSC; LFMD; ESOA; PCYO; INTG; DXR; FCAP; GRVY; NTRP; PROV; ISSC; AUBN; HQI; CZWI; USIO; FFNW; ELTK; CGO; FNWD; TATT; KFFB; KELYB; LSBK; PNRG; BELFA; ESCA; OPOF; PATK; TLF; RILY; BSET; MNSB; IESC; CLRO; RVSB; AAME; JBSS; DAIO; RSSS; PMD; UG; FCCO; PFIE; CLMB; UONEK; FRAF; TCX; ARTW; BLFS; PKBK; WFCF; FSFG; KINS; CVLG; IROQ; ARKR; BYRN; DLHC; CBAN; RFIL; CUBA; SOHO; DYAI; MAYS; UBCP; VBFC; BVFL; POCI; HWBK; AWRE; OCC; VIRC; TAYD; ASRV; TSBK; SGRP; MINM; UBFO; AEHR; CPSH; BOSC; CPSS; PBHC; WHLM; SGMA; FUSB; IBCP; CELH; PEBK; SNFCA; AACG; WSBF; PRPH; OPXS; KEQU; SELF; SOTK; FORD; LIVE; LDWY; HFBL; FUNC; MARPS; SSBI; FKWL; SANG; SCKT; WVVI; DSWL; OPBK; CRWS; SFBC; GLBZ; BOTJ; AIRT; RCMT; EDUC; ELSE; GTIM; SBFG; MGYR; CLWT; KRMD; LIXT; ZYXI; FONR; CSPI; MNDO; PLBC; TPCS; GIGM; RVYL; NSYS; HNNA; PDEX; BMRA; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
