date,symb
2012-01-03 00:00:00,XOM; WMT; CVX; SHEL; JNJ; PG; BRK-B; CIVI; KO; IBM; BHP; BUD; TM; TDW; GE; PCG; TAK; PFE; SLB; HSBC; JPM; PM; GOLD; WFC; BRK-A; NVS; T; ODV; DIS; MRK; DB; ORCL; ABEV; OXY; SAN; BP; TTE; UL; AMX; NEM; SAP; MCD; MUFG; GSK; BTI; TSM; CVE; VALE; BMY; COP; RTX; BA; RY; TEF; WIT; ENB; FCX; TEVA; V; C; TD; MT; UNH; CVS; KMI; BNS; SMFG; UPS; MDT; RIO; ABT; HMC; EQNR; DEO; BAC; BTE; MFG; EC; HDB; CAT; HD; WDS; MA; NVO; E; BBD; BRFS; CCL; RIG; BSBR; DVN; PBR; DUK; USB; AXP; UBS; SO; CLF; LLY; CL; ACN; BCS; BBVA; D; CNQ; SU; MMM; NGG; PKX; UNP; NKE; BMO; TRP; CRM; F; HAL; GS; SPG; MO; NOG; EPD; VIV; CRK; CB; NEE; TFC; EOG; AMT; CNI; LVS; NOV; ITUB; SSL; WELL; BLK; INFY; FMX; AU; BCE; AHT; MS; CM; VRN; EMR; NOK; PLD; OVV; SCHW; BHC; SHG; NWG; FDX; SONY; TMO; VTLE; BDX; DE; LYG; FMS; SYK; PUK; TGT; CDE; EQT; WMB; O; IBN; PNC; GM; LUMN; VTR; FTI; TS; AEM; SCCO; TECK; KMB; TJX; CHT; HES; PSA; PHG; KEP; GIS; ECL; DHR; FE; RRC; KOF; EBR; ING; GD; DOC; KGC; COF; ET; DLR; MOS; YPF; LMT; MET; ELV; ETN; APD; ED; CCI; DD; NSC; MMC; KB; AVB; ICE; EQR; WPM; SRE; TU; SPGI; OKE; LOW; CP; MFC; FIS; EL; PRGO; LPL; AIG; CI; BAX; PRU; FTS; JCI; RELX; PPL; BN; BK; K; RCI; CTRA; BEN; ITW; TV; EIX; IFF; SYY; TRV; PEG; ADM; WM; BXP; IX; HUM; CRH; FLUT; ZBH; GFI; CMG; BB; BVN; YUM; NMR; ICL; MTB; MCK; AFL; CMI; IAG; TLK; AON; IP; PBA; SKM; STT; WY; ES; TPR; VFC; AG; TIMB; FI; TRI; CNP; PH; PSO; SM; DG; SWK; PPG; GLW; BSX; NBR; ARE; FLR; HPQ; NLY; KT; L; PGR; BSAC; TEL; FLG; KKR; GWW; ETR; BAP; WEC; EW; BCH; CAH; CCJ; KR; UGP; SLF; WF; NUE; AGI; SHW; WPP; HMY; A; NOC; HSY; ROK; RSG; PAAS; SNN; VNO; ATI; CAG; MAC; FNV; CX; MSI; KIM; TKC; AJG; APH; TAP; COR; DTE; HRL; ESS; AME; LH; GPC; MAGN; BG; OMC; RCL; PHI; AES; KOS; GPN; SJM; X; CLX; LYB; AEE; M; SID; WAB; ALL; BX; KEY; MCO; JWN; IVZ; JNPR; AZO; BWA; BF-B; VHI; GGB; MKL; UDR; AA; LHX; ALB; ASX; XYL; WCN; FRT; MKC; CNC; STLA; GRMN; TRGP; DGX; EXPD; CBRE; VMC; BALL; TDC; KMX; DFS; GAP; CNX; SBS; AWK; FERG; MUR; CHD; CLB; INVX; DAL; MAA; TSN; WAT; ERJ; LUV; SQM; TGI; SUZ; RL; CMS; DOV; OII; WPC; EFX; TAC; STM; MLM; CPT; BBWI; HCA; VET; LEN; J; CE; APTV; PVH; CIG; CF; ST; CCK; HBM; GIB; CUK; FMC; MHK; CIB; VLO; HOG; KEX; ATO; CQP; AMP; HIG; AEG; AAP; RJF; DHI; IRM; EDU; MPC; HR; TT; WU; FLS; HP; BFH; RDY; MGA; WOLF; WTRG; ARR; HL; CLH; OGE; BKD; NFG; TXT; DCI; NMM; EXR; BBY; JEF; STZ; THS; EMN; PNW; CPRI; MTD; RNR; CNA; RMD; KBR; PWR; CGAU; MGM; DVA; UMC; APO; DRI; OI; RBA; MD; FHN; SUI; PNR; IPI; QGEN; KSS; BIP; GNW; CCU; COHR; WRB; JLL; ATR; KRC; SITC; RYN; WTI; BRO; RRX; NI; PB; HE; EG; OIS; CAE; SLG; ENOV; AMG; DINO; PDS; HUBB; ENLC; NRG; RGA; IHG; AQN; UGI; RF; ACM; NNN; EXK; IT; ROL; FRO; AGCO; TDY; UNM; WCC; TFX; HLX; FNB; HLF; EPC; STE; WBS; IPG; INGR; TDG; SPR; TROX; UNFI; RES; GTLS; MPW; CFR; RVTY; RPM; MSM; IEX; ELS; LNC; IGT; CMA; SSB; TPX; ALV; PII; MSCI; SNDA; AL; BEP; BIO; RHI; ARCO; ARCH; KNX; GL; WEX; AER; NEA; OC; SON; DAR; JHX; SBH; CPAY; WKC; WLK; LYV; HHH; KMT; CRS; RS; RTO; UHS; LDOS; SWX; G; KRG; TX; OHI; SF; BR; ALK; BF-A; SNA; NVR; SEE; CUZ; AEO; DEI; CYH; ARW; USM; DECK; GGG; NVGS; MUX; JBL; TOL; CMP; LNG; THC; FTK; LEG; PRMB; HXL; URI; TK; ANF; AXS; FSM; SKT; LEA; STNG; GME; AVY; ELP; SMG; CIEN; WHR; TDS; AKO-B; PBI; SLGN; CNK; CSL; POR; FLO; ONIT; PEB; UAA; OMI; VRE; CCO; MAS; IVR; WSM; HIW; FNF; NAD; SIG; FL; AIZ; BAK; LXU; NUS; VMI; GDOT; NJR; SAFE; STWD; H; R; HAE; SA; OLN; AWI; AYI; DKS; FCN; RLJ; NVG; KYN; PKG; FBIN; NEU; TKR; BKH; DNP; CADE; VYX; IDA; EPR; DLB; CUBE; AKR; WSO; SR; HBI; ADC; DAN; NVRI; WLY; ALE; AFG; CRL; WFG; DXC; KMPR; CDP; AN; MTZ; DDD; UIS; MCY; ELME; AKO-A; DRH; ITT; ATGE; NZF; GEL; BDC; STN; HRB; TISI; CBT; BWXT; TEO; BANC; TTC; TYL; LAZ; RBC; EFXT; HPP; ASB; CPA; GIL; WST; FUN; CACI; MAN; TTI; MOH; CW; EPAC; SCI; SXT; AXL; OSK; TWI; NRP; TWO; NUV; SSD; AVA; CHH; HUN; PRA; SNX; EME; EHC; NWN; CMC; WTM; HI; NYT; BOH; PHM; BKU; GATX; WWW; ASR; GPK; STAG; CRI; ASH; MTN; FUL; GNRC; CXW; KRO; TXNM; THO; SHO; TRNO; AIT; BRC; PDM; SNV; MATV; LXP; LII; FR; B; MMS; NGL; SII; HII; BC; MSA; PFS; UI; ORA; BCO; NAC; MODG; AOS; ABM; ORI; SAM; CBU; NAT; HOMB; NHI; PAG; HEI-A; FDP; AROC; HEI; HRI; MDU; ENS; VSH; IMAX; DPZ; SPH; EAT; KW; EBS; GBCI; FAF; PRG; TFII; UAN; MLI; CLS; FICO; JPC; BAH; GVA; MTX; THG; HNI; AVNT; TEX; BMA; WTS; NR; BGS; JOE; UNF; TGNA; AAT; AUB; MTH; RAMP; PAC; EXP; CNS; KFY; CWT; DAC; GES; AGRO; WMK; FOR; LRN; MTG; SCL; RHP; RLI; EVR; TNL; CMRE; MG; BBAR; GEF; ITGR; CXT; CHE; BHLB; PRIM; MUC; RNST; TAL; GOF; SXC; ROG; EXG; BDN; PRO; ESE; HLIO; SPXC; ALX; MAIN; WT; ACCO; LTC; UCB; CNMD; INN; PTY; SQNS; PRI; TPC; DLX; FHI; GCO; BXMT; KOP; GHC; TRN; AIR; BYD; ABCB; ATS; WAL; TRC; GEO; BPT; NX; DY; NRK; TNC; TYG; UTI; NPO; TR; CSR; KWR; CIM; DSX; AIN; DBI; NMZ; CLW; DHT; CPS; UVV; IRS; GDV; BKE; EGY; GPI; THR; TNK; CVI; PAM; EMO; TKO; MUI; PBH; MFA; AZZ; HYT; GBX; MQY; BBDC; SKX; UTF; SPB; VHC; AGO; BBN; FN; OXM; MOD; LAD; NNI; LNN; VAC; DK; LPX; AB; JFR; DX; PHX; CNO; MATX; AWR; CIA; CPK; BIO-B; SB; RWT; MTRN; NFJ; ASGN; BFS; ASA; FBP; HTH; XPO; AMRC; JBT; MYI; SCS; BDJ; HTGC; VMO; RVT; NTG; BXMX; GRC; BH; TEN; ARI; TY; ETY; KAR; NL; KBH; ADX; SEM; LCII; PBT; SRL; AWF; BHE; VRTS; ABG; BTZ; TBI; CALX; DHX; NXP; RQI; PHK; GAB; ETV; OFG; GTY; SOL; MHD; MITT; MUJ; LZB; SJT; WOR; EVT; BCX; TG; BZH; EVRI; DIN; VVI; SFL; WNS; GRBK; WIW; HMN; DDS; IIM; VGM; BMI; SXI; SUP; AVD; MMU; ACP; GSL; FCF; UMH; VKQ; USA; CODI; EMD; BYON; NKX; WD; RGR; SMP; NSP; FIX; PML; BLE; PMT; ETG; QUAD; IQI; GIC; EFC; STEW; EIG; ETD; SBR; MWA; MYD; SKE; ETW; SBSI; MYE; CLDT; GPRK; NCV; GFF; AP; IGR; FFC; TREX; ALG; VCV; JQC; CBZ; EDD; MTW; BHK; NPK; MVF; USNA; DRD; NOAH; WNC; BFK; GAM; NXJ; UTL; PEO; WLYB; UHT; AOD; SAH; NQP; RDN; MBI; MYN; MX; PFLT; TPL; LEO; PIPR; NBB; CTS; ORN; MHO; PCN; USPH; KTF; SKY; RNP; CAL; CYD; WSR; BOE; MEI; SRI; EVN; STC; BGY; MUA; WSO-B; AX; BLDR; TEI; CPF; VVR; MCS; HIX; KAI; HTD; MHN; HQH; FSS; JKS; NCZ; AIV; BGR; BFZ; ACR; GLP; NAN; MIY; PDT; AFB; MIN; NXDT; SABA; GHM; CATO; PFN; BLX; GBAB; DSM; ABR; DPG; VPG; BLW; PLOW; HPI; HOV; HIO; AVK; ETJ; PPT; EOS; MOV; DSU; BKT; AORT; DCO; HPS; BYM; CII; BNY; GUT; FRA; NGS; PKE; NCA; WGO; FBMS; BUI; IGD; PMO; KFRC; WHG; PMF; NUW; EOT; IFN; PMX; TDF; UHAL; EBF; PMM; EFR; MHI; AMN; MVT; MAV; HPF; MUE; CTO; OIA; GBLI; BRW; AGX; HZO; PAR; NOA; NPV; PNNT; MQT; EOI; PHT; UFI; EFT; RCS; PVL; MFM; MXF; GNE; PCK; SRV; TGS; IIIN; IDT; OLP; WIA; NIE; ZTR; GTN; FF; NTZ; MCI; REX; MLR; AWP; HYI; PCQ; FCT; BXC; MMT; BKN; ETB; BTO; EMF; VPV; MCR; MED; BGT; OPY; DQ; EDN; RMT; AGM; BME; FC; CEE; NNY; ENZ; PFL; GHI; INSI; VTN; VBF; CAF; FOF; EHI; PZC; RFI; EDF; MPA; JRS; MPX; MSB; HQL; CRT; TSI; DHF; BBW; SMBK; MHF; PIM; LAAC; ETO; BSL; MVO; JOF; HYB; EOD; PSF; NAZ; FFA; NIM; SPXX; NRT; CULP; VOC; MGF; CRD-B; MSD; SOR; SGU; JHS; TTP; HVT; MLP; CXE; ASG; EVG; SBI; BRT; CRD-A; KF; WEA; NMT; EVC; BTA; CSV; PFD; FLC; FT; BGX; PAI; JHI; SCD; IGI; IDE; NMI; STK; GF; GNT; PNI; DTF; EQC; CHN; ODC; MPV; IHD; FMN; GDL; UVE; LGI; CMU; PHD; IIF; XIN; PGP; HCI; PCF; KFS; PFO; TRAK; CCM; HEQ; NXC; GRX; IGA; JCE; FENG; GDO; SPE; DMO; TWN; EVF; SAR; MCN; PNF; SWZ; CXH; IAE; GGT; JLS; AXR; PCM; ARL; FMY; JMM; MXE; JEQ; NXN; CVLG; VLT; EGF; GCV; CBAN; EQS; NC; PYN; MTR; FGB; EEA; NOM; BHV; CIF; TCI; CCRD; TVC; HVT-A; VATE
2012-01-04 00:00:00,XOM; WMT; SHEL; CVX; JNJ; PG; CIVI; BRK-B; KO; IBM; BHP; TM; BUD; GE; TDW; PCG; TAK; SLB; PFE; JPM; HSBC; GOLD; PM; WFC; BRK-A; NVS; T; DIS; MRK; ORCL; OXY; DB; ABEV; BP; ODV; SAN; TTE; UL; AMX; NEM; SAP; MUFG; MCD; GSK; BTI; TSM; VALE; CVE; COP; RTX; BMY; BA; RY; FCX; WIT; ENB; TEF; TEVA; C; TD; V; UNH; MT; CVS; KMI; SMFG; BNS; HMC; RIO; UPS; MDT; ABT; BTE; BAC; MFG; DEO; EQNR; EC; CAT; HDB; HD; WDS; NVO; E; BBD; BRFS; CCL; MA; RIG; PBR; BSBR; DVN; DUK; USB; AXP; CLF; UBS; SO; CL; LLY; BCS; ACN; D; SU; MMM; CNQ; BBVA; NGG; PKX; NKE; UNP; HAL; BMO; F; TRP; GS; CRM; NOG; EPD; SPG; MO; CRK; VIV; TFC; AMT; NEE; CB; EOG; NOV; CNI; ITUB; LVS; SSL; INFY; BLK; FMX; WELL; AHT; BCE; AU; MS; VRN; CM; EMR; OVV; NOK; SCHW; PLD; FDX; NWG; SHG; BHC; SONY; DE; VTLE; TMO; BDX; LYG; FMS; SYK; EQT; CDE; PUK; WMB; IBN; O; PNC; GM; TGT; LUMN; TECK; TS; FTI; TJX; SCCO; KMB; VTR; AEM; HES; CHT; KEP; GIS; EBR; ECL; PSA; DHR; PHG; RRC; KOF; FE; COF; GD; ET; ING; KGC; YPF; DLR; MOS; MET; ELV; DOC; APD; LMT; ETN; CCI; DD; ED; NSC; MMC; KB; AVB; LOW; SRE; EQR; ICE; WPM; TU; CP; OKE; MFC; SPGI; CTRA; EL; FIS; LPL; CI; AIG; PRU; JCI; FTS; PPL; PRGO; RELX; BN; BAX; BK; K; RCI; ITW; BEN; TV; IFF; EIX; SYY; ADM; TRV; PEG; HUM; IX; WM; CRH; CMG; BXP; NMR; FLUT; YUM; ZBH; BVN; GFI; CMI; MTB; ICL; IAG; MCK; AFL; BB; TLK; IP; VFC; AON; TPR; PBA; STT; SKM; WY; AG; TIMB; ES; FI; TRI; SM; DG; PH; CNP; PSO; GLW; SWK; PPG; BSX; FLR; NLY; HPQ; NBR; ARE; PGR; L; BSAC; KT; FLG; TEL; GWW; KKR; BCH; BAP; ETR; WEC; CCJ; UGP; CAH; EW; SLF; KR; NUE; AGI; SHW; WF; WPP; HSY; NOC; ROK; A; HMY; RSG; FNV; CAG; PAAS; SNN; CX; MAC; VNO; ATI; MSI; APH; TKC; KIM; COR; AJG; AME; TAP; DTE; HRL; LH; KOS; GPC; RCL; BG; ESS; PHI; LYB; OMC; MAGN; AES; X; GPN; SJM; AEE; CLX; SID; M; KEY; WAB; ALL; AZO; JWN; MCO; BX; GGB; BWA; IVZ; AA; JNPR; XYL; STLA; MKL; BF-B; ALB; VHI; ASX; LHX; UDR; WCN; MKC; FRT; GRMN; DGX; TRGP; CNC; EXPD; SBS; CBRE; BALL; VMC; GAP; TDC; KMX; DFS; CNX; AWK; FERG; MUR; INVX; CHD; TSN; DAL; LUV; RL; MAA; ERJ; CLB; SQM; WAT; TGI; SUZ; WPC; CMS; OII; DOV; TAC; EFX; BBWI; VET; MLM; LEN; PVH; STM; CPT; CE; CF; APTV; J; CIG; CCK; HCA; KEX; CUK; GIB; CIB; FMC; HOG; ST; HBM; CQP; MHK; AAP; ATO; VLO; DHI; FLS; AMP; MPC; IRM; HIG; RJF; AEG; HP; HR; TT; WU; BFH; EDU; RDY; ARR; HL; NMM; MGA; OGE; WTRG; TXT; WOLF; CLH; DCI; NFG; JEF; BKD; EMN; EXR; STZ; THS; BBY; PNW; MTD; KBR; RNR; CGAU; CNA; PWR; OI; CPRI; DVA; DRI; RBA; APO; MGM; RMD; FHN; QGEN; PNR; UMC; SUI; MD; BIP; IPI; KSS; GNW; SITC; JLL; ATR; CAE; WRB; CCU; DINO; RYN; COHR; KRC; PB; RRX; NI; OIS; SLG; HE; BRO; ENOV; AMG; HUBB; WTI; NRG; EG; IHG; RGA; ENLC; AQN; RF; ACM; UGI; PDS; AGCO; IT; EXK; NNN; ROL; UNM; TDY; WCC; FNB; TFX; HLX; WBS; FRO; HLF; IPG; STE; EPC; TROX; GTLS; SPR; INGR; TDG; RPM; RES; UNFI; MSM; CFR; IEX; MPW; RVTY; TPX; CMA; SSB; ELS; PII; IGT; LNC; ALV; AL; BIO; MSCI; RHI; BEP; SNDA; ARCH; WLK; OC; ARCO; KNX; FTK; LYV; GL; AER; JHX; WKC; NEA; WEX; RS; HHH; KMT; CPAY; SON; CRS; DAR; SBH; TX; LDOS; ALK; SWX; KRG; RTO; BR; UHS; G; SEE; NVR; SNA; BF-A; DECK; SF; OHI; DEI; TOL; CUZ; CYH; USM; GGG; NVGS; JBL; ARW; AEO; LNG; URI; LEG; CMP; MUX; PRMB; HXL; AXS; FSM; GME; LEA; STNG; AVY; ELP; SKT; TK; SMG; THC; WHR; ANF; TDS; PBI; CSL; AKO-B; SLGN; CIEN; CNK; FLO; MAS; UAA; POR; WSM; ONIT; PEB; OMI; VRE; IVR; NAD; HIW; FNF; LXU; FL; CCO; VMI; SIG; NUS; AIZ; NJR; STWD; AYI; GDOT; AWI; R; OLN; H; HAE; BAK; FBIN; SAFE; KYN; CADE; DKS; SA; FCN; PKG; TKR; NEU; BKH; NVG; RLJ; DNP; VYX; IDA; WSO; HBI; EPR; DLB; SR; CUBE; AKR; DAN; ADC; ALE; WFG; WLY; DXC; AFG; CRL; DDD; ITT; TEO; NVRI; GEL; KMPR; MTZ; AKO-A; TISI; UIS; CDP; DRH; ATGE; BDC; MCY; BANC; BWXT; ELME; NZF; HRB; CBT; STN; TTC; ASB; CPA; TYL; AN; EFXT; LAZ; GIL; FUN; RBC; MAN; WST; CACI; OSK; HPP; MOH; CW; AXL; EPAC; NRP; SXT; TWI; SCI; TTI; NUV; TWO; KRO; CMC; SSD; AVA; CHH; SNX; HUN; PRA; EME; NWN; ASR; WTM; BKU; PHM; BOH; HI; CRI; GPK; NYT; ASH; WWW; EHC; GATX; STAG; SNV; FUL; CXW; GNRC; TXNM; THO; SHO; MTN; TRNO; AIT; NGL; LII; PDM; BRC; MATV; MMS; B; PFS; LXP; SII; MSA; BC; FR; ORA; HII; UI; AOS; NAC; BCO; NAT; MODG; SAM; IMAX; HRI; CBU; ORI; ABM; AROC; HOMB; PAG; FDP; NHI; HEI-A; MDU; DPZ; ENS; HEI; BMA; VSH; SPH; EAT; EBS; GBCI; KW; TFII; UAN; CLS; PRG; DAC; FAF; MTX; MLI; GVA; TEX; JPC; BAH; WTS; FICO; AVNT; NR; THG; BBAR; UNF; BGS; HNI; MTG; TGNA; MTH; PAC; EXP; AUB; JOE; RAMP; GES; KFY; AAT; CNS; WMK; FOR; CWT; SCL; RLI; RHP; EVR; TNL; AGRO; CMRE; LRN; MG; GEF; CXT; ITGR; PRIM; BHLB; MUC; SXC; TAL; BXMT; GOF; CHE; EXG; PRO; RNST; SPXC; BDN; WT; MAIN; ESE; HLIO; PTY; TPC; CNMD; FHI; GCO; LTC; ACCO; ALX; ROG; UCB; PRI; DLX; INN; KOP; WAL; SQNS; AIR; ATS; GEO; GHC; TYG; TRN; BPT; TNC; NRK; TRC; ABCB; BYD; NPO; DSX; NX; DHT; TR; DY; NMZ; KWR; CPS; CIM; UTI; DBI; AIN; CSR; UVV; CLW; BKE; THR; CVI; PAM; EGY; IRS; GDV; EMO; MUI; GPI; AGO; AZZ; TKO; PBH; MFA; HYT; TNK; GBX; UTF; BBDC; SPB; SKX; MQY; OXM; BBN; AB; VHC; JFR; MOD; LPX; LNN; NNI; DK; MATX; FN; DX; VAC; LAD; CNO; SB; PHX; BIO-B; CPK; AWR; CIA; RWT; NFJ; ASGN; HTH; ASA; FBP; MTRN; AMRC; XPO; BFS; JBT; TEN; MYI; NTG; RVT; HTGC; BDJ; VMO; BH; SRL; SCS; BXMX; TY; GRC; ETY; ARI; KAR; ADX; NL; SEM; PBT; TBI; KBH; LCII; VRTS; SOL; AWF; PHK; BTZ; BHE; NXP; ABG; RQI; CALX; OFG; ETV; GAB; WOR; MHD; DHX; LZB; MUJ; MITT; BZH; BCX; GTY; SJT; EVT; EVRI; TG; IIM; WNS; DIN; WIW; VVI; SFL; BMI; HMN; SXI; VGM; FCF; DDS; SUP; GRBK; MMU; ACP; CODI; VKQ; USA; AVD; UMH; EMD; PML; NSP; NKX; WD; FIX; BYON; BLE; SMP; IQI; PMT; RGR; ETG; MWA; EIG; GSL; EFC; STEW; GIC; SBR; ETD; MYD; QUAD; AP; SKE; ETW; MYE; GPRK; NCV; SBSI; CLDT; IGR; GFF; MTW; TREX; JQC; EDD; FFC; DRD; VCV; ALG; BHK; CBZ; NPK; USNA; NOAH; MVF; BFK; WNC; NXJ; GAM; PEO; RDN; AOD; UTL; NQP; WLYB; UHT; MYN; MX; PFLT; SAH; TPL; MBI; LEO; PCN; PIPR; ORN; MHO; CTS; NBB; KTF; USPH; CYD; RNP; SKY; WSR; BOE; CAL; MUA; STC; MEI; EVN; SRI; BGY; WSO-B; AX; BLDR; VVR; CPF; HIX; TEI; MHN; KAI; MCS; HTD; NCZ; HQH; BGR; BFZ; GLP; NAN; AFB; ACR; MIY; AIV; JKS; MIN; FSS; PDT; PFN; GHM; NXDT; BLX; SABA; GBAB; CATO; DPG; DSM; BLW; ABR; HPI; HOV; VPG; PLOW; HIO; AVK; MOV; AORT; PPT; ETJ; EOS; DSU; BKT; HPS; CII; BYM; BNY; GUT; FRA; DCO; NCA; FBMS; BUI; WGO; NGS; PKE; IGD; PMO; KFRC; PMF; NUW; WHG; IFN; PMX; EOT; TDF; PMM; EBF; EFR; UHAL; MVT; MAV; MHI; BRW; AMN; HPF; MUE; OIA; CTO; GBLI; NPV; HZO; EOI; PHT; EFT; PNNT; MQT; PAR; PVL; RCS; NOA; MFM; AGX; PCK; SRV; GNE; UFI; MXF; WIA; TGS; NIE; OLP; ZTR; IIIN; GTN; IDT; NTZ; EDN; MLR; REX; FF; MCI; BXC; AWP; HYI; FCT; PCQ; BKN; EMF; BTO; MCR; MMT; ETB; VPV; BGT; MED; OPY; DQ; RMT; AGM; BME; CEE; NNY; FC; PFL; GHI; INSI; VTN; CAF; FOF; VBF; ENZ; PZC; EHI; EDF; RFI; MSB; MPA; JRS; MPX; CRT; HQL; DHF; TSI; BBW; MHF; PIM; LAAC; MVO; ETO; BSL; JOF; SMBK; PSF; EOD; HYB; NAZ; FFA; NRT; VOC; NIM; SPXX; MGF; CULP; MSD; SOR; SGU; TTP; CRD-B; JHS; ASG; MLP; CXE; HVT; EVG; SBI; KF; CRD-A; WEA; BRT; NMT; BTA; CSV; BGX; EVC; PFD; FLC; FT; PAI; JHI; SCD; NMI; IDE; IGI; STK; GNT; GF; EQC; PNI; DTF; CHN; MPV; IHD; ODC; FMN; GDL; KFS; LGI; UVE; CMU; XIN; PHD; IIF; PGP; HCI; PCF; PFO; TRAK; CCM; HEQ; NXC; GRX; IGA; JCE; FENG; GDO; DMO; SPE; TWN; EVF; MCN; PNF; SAR; SWZ; CXH; IAE; GGT; JLS; AXR; PCM; FMY; JEQ; JMM; MXE; NXN; ARL; VLT; EGF; GCV; CVLG; EQS; CBAN; NC; PYN; MTR; FGB; EEA; NOM; BHV; TCI; CIF; CCRD; TVC; HVT-A; VATE
