date,symb
2014-01-02 00:00:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; PG; CVX; DIS; KO; JPM; SHEL; GE; WFC; PFE; HSBC; IBM; BAC; BRK-A; NVS; SLB; BHP; TDW; ORCL; V; BA; MRK; T; SAP; SAN; ABEV; PM; PCG; MUFG; BMY; C; DB; TAK; RTX; TTE; MA; UL; SMFG; BP; CVS; TSM; RY; HD; COP; GSK; WIT; OXY; ABBV; UNH; BTI; MDT; AMC; DEO; ENB; MFG; UPS; AXP; ABT; LYG; AMX; TD; CRM; MCD; NVO; HMC; BNS; FCX; BCS; KMI; GS; TEF; MMM; USB; BHC; UBS; ACN; BBDO; CVE; LVS; SCHW; RIO; TEVA; NKE; TMO; HDB; CL; BBVA; UNP; CCL; PUK; E; RIG; MS; MT; BLK; LLY; NGG; HAL; WDS; EQNR; F; EOG; D; EPD; DUK; AHT; VALE; NEE; CB; EC; MO; CAT; TFC; BMO; BRFS; NOK; GM; TJX; CNI; NWG; ET; SU; FDX; AMT; EMR; FMX; DVN; SPG; SO; TRP; PHG; EQT; BTE; GOLD; ECL; BDX; LMT; CP; ING; SYK; BBD; WMB; PLD; COF; CM; FIS; AIG; NOV; CRK; KMB; LOW; PKX; ETN; MET; NMR; DHR; ICE; CI; BSBR; SSL; CNQ; BCE; WELL; INFY; PNC; NEM; SHG; MFC; PSX; SPGI; RELX; IBN; KEP; CTRA; TGT; HES; PRU; CCI; VTLE; SRE; GD; DD; DE; IX; JCI; MMC; O; AR; ITW; BEN; BK; GIS; RRC; MCK; OVV; PPG; ELV; BN; MPLX; APD; BSX; KOF; PRGO; VTR; PSA; SONY; OKE; IFF; TS; FMS; VFC; ITUB; FI; XPRO; ZBH; NSC; AON; SCCO; TU; BAX; TRV; STT; VRN; VIV; DAL; CHT; KKR; IP; PBR; NCLH; SKM; LUMN; ADM; WPP; EL; LYB; FTI; WY; FLUT; KB; TV; CMG; MTB; CMI; WM; CX; AFL; SHW; K; NOC; SLF; PH; ZTS; TEL; RCI; SYY; CRH; BX; DOC; DDD; NOG; TRI; MCO; ED; PPL; YPF; YUM; MOS; FLR; APH; DG; WAB; CAH; AVB; EIX; FE; CLF; LPL; COTY; EQR; AEM; KR; NOW; COR; HUM; GLW; MAGN; PBA; CNH; PGR; AME; ALL; FLG; HCA; TRGP; RCL; DFS; TECK; HSY; TLK; STZ; DLR; ES; APTV; PEG; ROK; A; STLA; VLO; LHX; BXP; HLT; GWW; OMC; WF; MPC; GAP; LUV; CNP; IVZ; PSO; KEY; APO; SNN; CPRI; WOLF; HRL; M; SWK; FTS; L; MHK; NUE; LNG; UGP; AJG; MSI; AEG; BWA; BFH; WEC; TT; BAP; FERG; CAG; SM; AMP; MGA; AMCR; BG; TIMB; HPQ; GPC; RSG; WPM; CPAY; FLS; TPR; CLX; TAP; BCH; IQV; HIG; KIM; LEN; VNO; AZO; DTE; MAC; CBRE; SJM; GPN; CCJ; ARE; ENLC; CLB; BF-B; EFX; TSN; PVH; MKL; CNC; INVX; CDE; BBWI; KMX; XYL; DOV; ETR; KT; WES; VMC; ICL; FNV; OII; MKC; AER; JWN; PNR; NBR; AES; SNDA; FET; BALL; CHD; WCN; AEE; WPC; HOG; EMN; WLK; TKC; ESS; ONIT; CQP; PHI; GNW; MGM; FMC; GIB; TXT; EW; AWK; BSAC; MUR; ALB; DINO; RF; PII; LH; X; DHI; ENOV; NLY; GRMN; AA; ASX; AMG; RJF; LNC; EXR; J; CF; BBY; WHR; WAT; FRT; AAP; RMD; JNPR; SBS; BTCM; HHH; STM; RL; TGI; ERJ; ODV; CMS; KEX; MLM; AU; ST; BKD; VET; ATO; OI; IT; EXPD; VEEV; SSB; TDG; UDR; DVA; HOUS; NMM; EG; CNA; AMH; MTD; CCK; KOS; IHG; KGC; GGB; RDY; AG; QGEN; CUK; URI; HP; EDU; CE; NUS; MAA; RVTY; WTRG; AGI; CYH; IEX; ATI; JLL; DGX; LYV; HBI; CNX; HUBB; MD; PWR; UHS; BB; NRG; IPG; UNFI; SID; SNA; YELP; NFG; BIP; PB; HR; ZWS; TYL; UNM; FHN; WCC; TDC; OGE; DCI; ARMK; SUZ; VHI; RNR; CMA; TDY; NI; STNG; FBIN; RPM; IRM; SEE; UAA; THC; PKG; RTO; CPT; STE; JEF; ALK; RRX; RGA; UGI; GWRE; HLF; TFX; GTLS; GME; KRC; BRO; DRI; SAFE; GL; ALV; EBR; SLG; SPR; WEX; SUI; ATR; SITC; PNW; WRB; JHX; VNCE; ACM; BR; WBS; GGG; KSS; VIPS; CAE; BRX; ROL; MAS; LEA; OIS; CPA; PAAS; FTK; TX; ATHM; LDOS; PHM; GIL; OHI; TK; FNF; KBR; EPC; HLX; WU; CSTM; THS; CFR; AGCO; ALLE; WFG; RHI; DAR; GNRC; NNN; AROC; CIEN; INGR; HXL; TOL; WST; MPW; RBA; DXC; CADE; RES; CNK; FUN; RS; AVY; CUZ; CIB; AYI; ESI; CLH; CIG; SBH; FLO; BF-A; VOYA; HBM; ITT; KRG; CSL; VYX; MAN; HE; AQN; UMC; KMT; HUN; MSCI; STN; SPNT; OC; AL; NVR; G; RYN; FL; FNB; CCU; TAC; SF; SON; AXS; SMC; SIG; HII; PEB; BIO; SWX; GEL; HOMB; BVN; WSM; ARW; MSM; STWD; KODK; TTC; OSK; LEG; CRL; BDC; COHR; AIZ; MRC; KNX; AOS; ARR; DEI; ELS; HRB; VMI; LII; ASR; PBF; AVNT; UI; MTZ; SNV; PBI; DKS; BKH; PDI; NEU; BC; CRS; SNX; SSTK; FUL; IGT; BERY; ENS; SMG; CCO; TEX; SBSW; TROX; PAG; PDS; RAMP; OLN; EXP; PRMB; AXL; CUBE; WSO; THO; GPK; RLJ; AWI; BEP; GFI; GBCI; OMI; TMHC; HRI; DAN; LAZ; NYT; UIS; CMP; AFG; WAL; TPX; IVR; GMED; WWW; MTDR; REXR; EHC; ESNT; R; POR; KYN; LXU; HIW; SCI; SLGN; AMPY; SQM; CXW; MMS; CW; WKC; TKR; STAG; USM; CBT; WTI; MTN; DECK; RBC; DPZ; FRO; DLB; SAM; BFAM; AEO; SKT; RITM; HPP; HAE; CHH; H; BURL; ORI; CRI; IPI; KMPR; NVRI; FAF; ASB; IAG; MOH; NEA; NGL; ESRT; EPAM; TDS; IDA; BWXT; WT; AKR; TGNA; EPAC; AN; ASH; BAK; ALSN; KW; EPR; ADC; HL; TISI; PRO; AKO-B; ALE; POST; MTG; EME; MTX; TPH; WLY; SHO; BKU; BAH; VTOL; CMC; NVGS; HEI-A; SR; BXMT; TWO; RDN; PBH; FR; EVR; DRH; PRLB; CDP; EAT; JBL; SUN; RHP; MCY; LAD; B; MATV; UCB; APAM; MSA; CACI; NAD; MTH; CVI; TFII; SXT; SPB; TAL; DK; LXP; GEO; BANC; NJR; BOH; TNL; HEI; HI; AUB; DLX; VLRS; VRE; PRA; TXNM; THG; IMAX; TTI; PFS; VAC; UNF; DNP; WTM; ALEX; AIT; ASGN; MODG; OMF; ORA; FICO; RNST; WTS; PRIM; SKX; CBU; ITGR; HMY; MDU; FCN; NVG; AVA; RNG; EFXT; PRKS; EVTC; CNO; SXC; AKO-A; ABM; MLI; JKS; FHI; GATX; PAC; BYON; NHI; SSD; ARCO; VSH; TPC; AAT; DBI; TRNO; HNI; BGS; GDOT; EBS; TEO; NZF; BCO; HTH; SCL; ABCB; GVA; ELME; PARR; ATGE; RH; ANF; PRI; ATS; GSL; NUV; AZZ; MWA; RLI; KWR; MAIN; CLS; DAC; ELP; HLIO; TRN; CNS; GHC; KFY; KRO; KBH; JPC; CNMD; GTN; AMBC; LPX; BDN; FDP; SPXC; ROG; PDM; NWN; XPO; MUX; TWI; VRTS; TNC; AX; CXT; BRC; TKO; NRP; CMRE; JOE; FOR; WMK; CHE; ABG; CWT; NPO; EXG; SPH; IRT; NR; LZB; DSX; RWT; TREX; MEI; NAC; WOR; OXM; HY; SOL; PRG; KAR; EXK; ORC; AGO; BMA; SCS; AIN; LCII; BBAR; CIM; BYD; AB; WNS; BBDC; FSM; AIR; TRC; NNI; GDV; HTGC; LRN; PTY; BHLB; THR; SB; HMN; HASI; GES; TR; DDS; GOF; ALX; LITB; GEF; NAT; NOAH; KOP; CLW; BKE; CHGG; BLDR; JBT; LTC; HOV; AWR; EVRI; USAC; CPS; FBP; PFSI; GPI; ESE; DIN; GCO; NX; MUSA; UTF; TYG; IRS; CAL; MFA; RGR; DY; CSR; BHR; MANU; DSL; LNN; EMO; BZH; SFL; BCC; GBX; BTT; FSS; TBI; GAB; SA; RC; UVV; USNA; CPK; MTW; MUC; MX; AGRO; CGAU; UTI; FN; HYT; RVT; BMI; MATX; NGVC; BFS; NMZ; MHO; BHE; SEM; INN; SXI; TPL; ARCH; MOD; VVI; UAN; GRC; TNK; STC; DKL; NBHC; ARI; ADX; WGO; AVD; TY; NFJ; JFR; MG; ETY; ALG; CODI; CLDT; BH; BIO-B; FIX; CALX; FCF; NRK; SMP; QUAD; EGY; OFG; BDJ; ETV; PMT; EVT; MUI; BXMX; CUBI; TEN; EFC; MTRN; EIG; USA; DX; MQY; BBN; GTY; CTS; NTG; AMN; ETG; MYE; RQI; MMI; FPF; BTZ; BPT; TG; PHK; AWF; PHX; SRL; HQH; STEW; SQNS; ACP; UFI; DQ; NSP; DHT; MOV; PIPR; SUP; SBSI; CPAC; ASC; MYI; ACCO; DLNG; RMAX; WD; SAH; ORN; ETW; AORT; WNC; GFF; GAM; ABR; UHAL; CBZ; USPH; GPRK; JQC; KAI; ETD; DCO; MITT; VMO; CIA; VHC; NL; PFLT; SII; MHD; GLP; IGR; NXP; BCX; BLX; UMH; HCI; AHH; NCV; MUJ; CYD; WSO-B; MMU; EMD; FFC; PML; CPF; FBMS; WIW; NXDT; WLYB; IIM; DHX; PEO; VGM; SKE; HZO; CAPL; SRI; KNOP; VKQ; BLE; AP; AOD; UTL; AMRC; NGS; SPLP; BOE; EDD; BHK; NKX; UHT; GHM; SJT; IDT; IQI; MYD; BGY; PCN; TGLS; WSR; EVC; WHG; RNP; CATO; ACR; VVR; PBT; VCV; BFK; KFRC; BGB; SBR; MVF; NPK; EOS; NCZ; NXJ; SKY; RM; PAM; MCS; AGX; PFN; HTD; BGR; AVK; IIIN; MYN; CSV; AIV; NBB; HIX; FC; LEO; PLOW; NQP; KTF; UVE; MBI; ETJ; REX; GHY; BLW; KIO; DPG; CII; NIC; MUA; HVT; TEI; LND; BIT; BFZ; ACRE; EVN; BTO; PPT; MXF; DSU; ASA; FRA; PDT; GBAB; IGD; GIC; MPX; HIO; EOI; EBF; NAN; AGM; ISD; MHN; PKE; MED; MIN; AFB; SABA; CULP; MIY; DRD; HPS; DSM; PNNT; HQL; PAR; FF; AWP; IFN; BRW; RMT; NCA; HPI; CTO; BME; BKT; NIE; OLP; OPY; EFR; GBLI; VPG; GNE; TDF; BUI; BYM; XIN; DFP; GUT; TRAK; ZTR; PMX; EFT; PMO; PHT; BNY; PMF; NUW; ETB; MHI; EOT; GHI; MAV; TLYS; MMD; OIA; PMM; JRI; CRD-A; HYI; BXC; MLR; PCK; MVT; NXE; HPF; DBL; RCS; SRV; FCT; BGH; ARDC; SMBK; ETO; PFL; MUE; MFM; BGT; MQT; CAF; MMT; CHMI; NTZ; PCQ; MCR; ENZ; JPI; BKN; WIA; CRD-B; FOF; MCI; CEE; NOA; RFI; EMF; TSI; SOR; ASG; NPV; EHI; GF; NDP; MLP; VPV; FFA; INSI; SCM; ODC; TGS; PSF; SPXX; NXG; LFT; JOF; PZC; DMB; NNY; VTN; EDF; VBF; JRS; DHF; KFS; PIM; EARN; TTP; BSL; EDN; EOD; PVL; SGU; SCD; EQC; BWG; MSB; MPA; HYB; GGT; JHS; MHF; BBW; MSD; CBAN; FLC; ARL; IDE; LGI; BRT; CCM; FENG; PGP; BGX; KF; EVG; FT; NIM; CVLG; GRX; NAZ; SAR; CHN; SBI; MGF; WEA; CXE; TCI; JCE; LAAC; PAI; STK; PFD; BTA; HEQ; IGI; JHI; NMT; GDL; CRT; PHD; VOC; DMO; IIF; SPE; PCF; IHD; PNI; IGA; NMI; NC; MVO; NRT; SWZ; DTF; TWN; PFO; FMN; MPV; GNT; CMU; MCN; MXE; EVF; NXC; GDO; JLS; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; VLT; AXR; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
2014-01-03 00:00:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; PG; CVX; DIS; KO; JPM; SHEL; GE; WFC; PFE; IBM; HSBC; BAC; BRK-A; NVS; BHP; TDW; SLB; ORCL; BA; V; MRK; T; SAN; SAP; ABEV; PM; PCG; C; BMY; MUFG; DB; RTX; TAK; MA; TTE; UL; SMFG; CVS; BP; TSM; RY; HD; COP; WIT; GSK; OXY; ABBV; UNH; MDT; BTI; AMC; DEO; ENB; MFG; ABT; AXP; LYG; UPS; TD; AMX; CRM; MCD; NVO; BNS; HMC; BCS; FCX; KMI; GS; TEF; MMM; USB; BHC; UBS; ACN; CVE; SCHW; RIO; TMO; NKE; TEVA; HDB; LVS; CL; UNP; BBVA; BBDO; CCL; E; MS; PUK; RIG; BLK; MT; LLY; NGG; HAL; WDS; F; EQNR; EOG; D; EPD; AHT; DUK; NEE; CB; VALE; MO; EC; TFC; CAT; BMO; NOK; BRFS; TJX; CNI; NWG; GM; ET; FDX; SU; AMT; EMR; SPG; FMX; DVN; SO; TRP; PHG; BTE; EQT; ECL; BDX; GOLD; LMT; CP; PLD; SYK; ING; WMB; BBD; COF; CM; AIG; FIS; NOV; CRK; KMB; MET; ETN; LOW; PKX; ICE; DHR; NMR; INFY; CI; SSL; BCE; PNC; CNQ; MFC; BSBR; WELL; NEM; PSX; IBN; SPGI; RELX; TGT; SHG; CTRA; KEP; HES; PRU; CCI; SRE; DE; GD; IX; DD; VTLE; MMC; JCI; O; ITW; BK; BEN; AR; GIS; MCK; RRC; PPG; OVV; BN; ELV; PRGO; BSX; APD; KOF; PSA; VTR; MPLX; SONY; IFF; OKE; TS; FMS; VFC; ITUB; DAL; FI; XPRO; ZBH; VIV; NSC; STT; TU; AON; KKR; BAX; TRV; VRN; SCCO; CHT; NCLH; ADM; IP; WPP; FTI; LUMN; EL; SKM; LYB; PBR; WY; FLUT; TV; CMG; KB; CMI; MTB; WM; CX; AFL; SHW; NOC; SLF; K; PH; TEL; BX; CRH; ZTS; SYY; RCI; DDD; DOC; NOG; TRI; MCO; PPL; YUM; ED; YPF; MOS; FLR; APH; WAB; AVB; DG; CAH; LPL; EIX; EQR; COTY; COR; FE; GLW; KR; MAGN; NOW; HCA; AEM; CNH; PBA; HUM; CLF; AME; FLG; ALL; PGR; RCL; TRGP; DLR; TLK; STZ; DFS; HSY; TECK; ROK; A; PEG; ES; APTV; LHX; BXP; LUV; HLT; STLA; GAP; VLO; GWW; OMC; IVZ; APO; CNP; WF; MPC; KEY; SNN; PSO; CPRI; WOLF; HRL; M; SWK; FTS; TIMB; MHK; L; NUE; UGP; FERG; AJG; LNG; MSI; AEG; BFH; BWA; WEC; TT; BAP; CAG; HPQ; SM; AMP; MGA; BG; AMCR; GPC; RSG; FLS; WPM; TPR; CLX; IQV; TAP; CPAY; HIG; KIM; VNO; BCH; AZO; MAC; DTE; CBRE; GPN; LEN; SJM; ARE; ENLC; CCJ; BF-B; EFX; TSN; CLB; PVH; MKL; CNC; XYL; INVX; OII; BBWI; CDE; DOV; KMX; VMC; KT; SNDA; MKC; ETR; JWN; ICL; FNV; WES; PNR; NBR; BALL; AES; CHD; FET; WCN; WPC; AER; HOG; AEE; ESS; EMN; WLK; EW; CQP; GIB; GNW; FMC; TKC; PHI; MGM; TXT; ONIT; AWK; BSAC; ALB; GRMN; MUR; RF; LH; DINO; PII; ENOV; DHI; X; NLY; AA; AMG; RJF; LNC; EXR; AAP; ASX; BBY; WHR; FRT; CF; J; RMD; JNPR; WAT; VEEV; HHH; RL; STM; ERJ; SBS; TGI; ODV; BKD; CMS; KEX; MLM; AU; VET; ST; ATO; BTCM; IT; UDR; OI; TDG; SSB; EXPD; HOUS; NMM; EG; DVA; CNA; AMH; MTD; KGC; CCK; GGB; IHG; KOS; RDY; CUK; URI; QGEN; CYH; HP; MAA; CE; RVTY; AG; WTRG; IEX; EDU; AGI; ATI; JLL; LYV; DGX; CNX; HBI; NUS; SID; MD; UHS; PWR; HUBB; HR; BB; NRG; UNFI; IPG; SNA; BIP; NFG; YELP; ZWS; PB; TYL; FHN; TDC; UNM; WCC; DCI; ARMK; OGE; SUZ; CMA; RPM; NI; THC; TDY; FBIN; VHI; RTO; STNG; ALK; CPT; EBR; IRM; SEE; UAA; STE; PKG; RNR; RRX; JEF; RGA; GWRE; UGI; GTLS; TFX; KRC; SAFE; BRO; GME; GL; DRI; ALV; SLG; SPR; JHX; SUI; HLF; WEX; ACM; SITC; PNW; ATR; BR; WRB; WBS; GGG; VNCE; KSS; ROL; CAE; MAS; BRX; CPA; VIPS; OIS; LDOS; LEA; OHI; FTK; TX; PAAS; KBR; FNF; TK; PHM; GIL; AGCO; HLX; THS; CSTM; EPC; WU; CFR; ALLE; RBA; NNN; RES; RHI; WFG; GNRC; ATHM; WST; HXL; CIEN; DXC; AROC; MPW; DAR; FUN; TOL; CUZ; CNK; CADE; INGR; RS; AYI; AVY; CIB; ESI; CIG; CLH; KRG; VOYA; FLO; SBH; ITT; BF-A; HBM; CSL; VYX; MAN; HE; KMT; AQN; UMC; MSCI; STN; HUN; RYN; OC; AL; FL; NVR; SPNT; FNB; SF; TAC; CCU; G; GEL; AXS; SMC; HII; SIG; SON; PEB; SWX; HOMB; BIO; WSM; STWD; MSM; BVN; TTC; ARW; OSK; CRL; BDC; LEG; MRC; ELS; AIZ; KNX; ARR; COHR; DEI; LII; AOS; KODK; VMI; HRB; PBI; UI; MTZ; SNV; AVNT; NEU; BKH; DKS; PDI; SSTK; BC; CRS; ASR; PBF; FUL; CCO; SMG; ENS; BERY; TEX; TROX; IGT; EXP; SNX; SBSW; PDS; PAG; RLJ; OLN; PRMB; RAMP; WSO; AWI; CUBE; THO; BEP; GPK; GBCI; TMHC; LAZ; GFI; OMI; REXR; WAL; AXL; HRI; NYT; UIS; CMP; AFG; ESNT; MTDR; DAN; TPX; IVR; WWW; FRO; GMED; AMPY; SLGN; R; HIW; EHC; KYN; SCI; LXU; POR; STAG; USM; DECK; CXW; SQM; WKC; MMS; TKR; CW; CBT; BFAM; MTN; HPP; AEO; DPZ; DLB; RBC; WTI; SKT; HAE; RITM; CHH; H; SAM; CRI; ORI; IPI; BURL; KMPR; MOH; NVRI; WT; ASB; NGL; NEA; FAF; IAG; TDS; EPAM; ESRT; AKR; BWXT; IDA; AN; TGNA; EPAC; BAK; KW; ASH; TISI; ADC; ALSN; EPR; PRO; HL; AKO-B; ALE; POST; TPH; MTG; EME; MTX; VTOL; BAH; SHO; PRLB; CMC; WLY; BKU; TWO; PBH; EVR; BXMT; HEI-A; FR; SR; RDN; NVGS; DRH; CDP; JBL; RHP; SUN; MCY; APAM; UCB; MSA; MATV; B; EAT; CACI; NAD; TAL; LAD; TFII; SXT; MTH; VLRS; SPB; CVI; NJR; LXP; GEO; BANC; HEI; BOH; HI; DLX; VRE; AUB; PRA; THG; TNL; DK; TXNM; ALEX; IMAX; VAC; DNP; TTI; AIT; MODG; PFS; ASGN; UNF; WTM; FICO; PRIM; ORA; SKX; RNST; WTS; OMF; HMY; ITGR; CBU; MDU; NVG; RNG; FCN; FHI; AVA; CNO; EFXT; AKO-A; ABM; JKS; PRKS; MLI; GATX; EVTC; SXC; NHI; GDOT; VSH; PAC; TRNO; AAT; TPC; HNI; BGS; SSD; EBS; DBI; BYON; BCO; ARCO; NZF; TEO; DAC; PARR; HTH; ANF; GVA; ELME; RH; SCL; ABCB; MWA; ATS; MAIN; ATGE; PRI; GSL; RLI; NUV; ELP; KWR; AZZ; CLS; HLIO; GHC; TRN; CNS; KFY; KBH; KRO; JPC; GTN; LPX; AMBC; CNMD; XPO; SPXC; BDN; VRTS; FDP; NWN; ROG; PDM; TNC; CHE; MUX; BRC; CXT; AX; WMK; JOE; CMRE; FOR; LZB; TKO; TWI; NRP; NPO; NR; SPH; CWT; WOR; SOL; RWT; DSX; EXG; ABG; IRT; TREX; MEI; NAC; OXM; ORC; KAR; HY; PRG; SCS; EXK; AGO; LCII; AIN; BMA; CIM; BYD; BBAR; AB; TRC; WNS; BBDC; LRN; GES; NNI; FSM; GDV; BHLB; HTGC; PTY; THR; AIR; SB; TR; ALX; HMN; NOAH; HASI; LITB; GEF; DDS; GOF; NAT; BLDR; JBT; KOP; BKE; CLW; LTC; HOV; CHGG; PFSI; AWR; CPS; EVRI; TYG; FBP; ESE; USAC; NX; DIN; GPI; MUSA; GCO; UTF; IRS; CAL; MFA; RGR; DY; CSR; BHR; LNN; MANU; DSL; SFL; TBI; EMO; BTT; BCC; FSS; GBX; BZH; RC; GAB; MTW; UVV; SA; CPK; MUC; AGRO; USNA; MX; CGAU; BMI; HYT; FN; RVT; BFS; NGVC; MATX; BHE; NMZ; TNK; UTI; INN; MHO; SXI; SEM; STC; TPL; GRC; VVI; UAN; DKL; AVD; MOD; ARI; ADX; NFJ; NBHC; TY; WGO; MG; CODI; JFR; ETY; ALG; CLDT; BH; ARCH; CALX; BIO-B; QUAD; FCF; FIX; EGY; NRK; SMP; OFG; BDJ; ETV; MUI; PMT; EVT; CUBI; BXMX; EFC; TEN; MTRN; DX; MQY; GTY; USA; CTS; EIG; AMN; BBN; NTG; MYE; ETG; RQI; MMI; FPF; BTZ; TG; PHK; BPT; AWF; DQ; SQNS; PHX; SRL; STEW; HQH; NSP; UFI; ACP; DHT; MOV; PIPR; SBSI; CPAC; SUP; MYI; GFF; ASC; DLNG; ORN; RMAX; ACCO; WD; ETW; SAH; WNC; AORT; GPRK; UHAL; ABR; GAM; USPH; CBZ; ETD; MITT; SII; VMO; DCO; JQC; KAI; VHC; GLP; MHD; NL; CIA; PFLT; NXP; IGR; UMH; BCX; BLX; CYD; AHH; NCV; HCI; MUJ; FBMS; MMU; WSO-B; FFC; PML; EMD; CPF; NXDT; WIW; IIM; DHX; HZO; VGM; PEO; SRI; WLYB; SKE; CAPL; VKQ; BLE; AMRC; AOD; NGS; KNOP; UTL; AP; EVC; UHT; SPLP; GHM; NKX; EDD; BHK; BOE; IDT; SJT; MYD; IQI; PCN; WSR; TGLS; BGY; CATO; RNP; VVR; ACR; WHG; PBT; BFK; VCV; KFRC; BGB; MVF; SBR; PAM; NPK; RM; NCZ; EOS; NXJ; SKY; AGX; PFN; MCS; BGR; HTD; AVK; CSV; MYN; IIIN; AIV; NBB; HIX; LEO; NQP; PLOW; FC; KTF; ETJ; MBI; GHY; KIO; BLW; DPG; UVE; CII; MUA; NIC; REX; HVT; TEI; LND; BIT; BFZ; ACRE; EVN; BTO; PPT; GIC; DSU; ASA; FRA; GBAB; MXF; PDT; HIO; IGD; EOI; NAN; AGM; EBF; MHN; ISD; PKE; MPX; MIN; AFB; SABA; DRD; MED; MIY; CULP; HPS; DSM; PNNT; PAR; HQL; IFN; FF; AWP; RMT; BRW; NCA; CTO; BKT; HPI; BME; OLP; NIE; OPY; VPG; EFR; GBLI; BYM; GNE; BUI; TDF; XIN; DFP; GUT; ZTR; PMX; EFT; PMF; PMO; BNY; PHT; NUW; EOT; ETB; MHI; TRAK; TLYS; GHI; MMD; MAV; OIA; MLR; JRI; PMM; CRD-A; BXC; PCK; MVT; HYI; DBL; NXE; HPF; RCS; SRV; BGH; FCT; ARDC; SMBK; PFL; MUE; ETO; MFM; MQT; NTZ; BGT; CHMI; MMT; PCQ; MCR; CAF; ENZ; JPI; CRD-B; BKN; FOF; WIA; CEE; MCI; NOA; RFI; NPV; SOR; ASG; TSI; EMF; EHI; NDP; MLP; GF; VPV; INSI; FFA; ODC; SCM; EDN; TGS; LFT; SPXX; NXG; PSF; JOF; PZC; DMB; NNY; VTN; VBF; DHF; EARN; KFS; PIM; JRS; EDF; TTP; SGU; BSL; EOD; PVL; SCD; EQC; BWG; MSB; MPA; HYB; JHS; MHF; GGT; MSD; BBW; FLC; BRT; CBAN; FENG; IDE; CCM; CVLG; LGI; PGP; EVG; NAZ; KF; BGX; GRX; FT; NIM; SAR; ARL; CHN; MGF; SBI; WEA; CXE; JCE; TCI; BTA; LAAC; PAI; PFD; STK; HEQ; NMT; JHI; GDL; PHD; IGI; VOC; IIF; CRT; DMO; PCF; IHD; SPE; PNI; NC; NMI; IGA; MVO; SWZ; NRT; DTF; PFO; TWN; FMN; CMU; MPV; GNT; MCN; MXE; EVF; NXC; JLS; GDO; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; AXR; VLT; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
