date,symb
2011-01-03 00:00:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; KO; TM; HSBC; BAC; SLB; JPM; PCG; TAK; TDW; IBM; DB; MT; BUD; ORCL; GOLD; SAN; GE; WFC; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; MRK; PFE; BP; TTE; ABEV; TEF; NEM; TEVA; RIO; MFG; RIG; UL; RTX; SAP; PM; SMFG; HMC; CVE; BSBR; ODV; RY; TSM; LYG; GS; COP; CCL; WDS; BNS; BA; PBR; HDB; GSK; UBS; TD; MCD; F; BTI; BCS; NOK; BBD; BB; UPS; DVN; MDT; CLF; BMY; NWG; MS; SONY; ENB; CRM; CRK; CVS; SU; CAT; PKX; EC; EQNR; ABT; E; AEM; NVO; INFY; DEO; IBN; CNQ; HAL; BTE; GM; OVV; UNH; BBVA; V; USB; SCHW; ITUB; MMM; HD; BRFS; AXP; TECK; BMO; NOG; ACN; AHT; SHG; CL; SO; DUK; SCCO; AIG; LLY; EMR; NKE; TFC; AU; NGG; LVS; UNP; SSL; PHG; KB; TMO; BLK; KGC; TRP; D; PLD; HES; NOV; FDX; NMR; EOG; MOS; CM; TGT; BDX; EBR; CB; MA; TS; EPD; VRN; MET; AMT; LUMN; NEE; LPL; ING; MO; CDE; SYK; YPF; KEP; DE; CNI; MFC; SPG; WELL; VIV; PUK; PNC; BK; BCE; FMX; O; FRO; CCJ; WPM; ICL; DD; VTR; ETN; DHR; GD; CHT; FMS; COF; APD; EQT; FTI; BN; TV; PRU; KMB; CX; CCI; HPQ; ECL; GIS; X; ET; ICE; FIS; WMB; SKM; BEN; KOF; PAAS; WF; GLW; ITW; DOC; FTS; FE; TRI; IX; AFL; BVN; BSX; LOW; ELV; CMI; PSA; RELX; RCL; SRE; BAX; LMT; EQR; CP; BHC; TIMB; SUZ; GFI; WOLF; SLF; NSC; WM; K; STLA; IFF; FLG; RRC; AVB; TJX; SID; KT; MMC; ED; ADM; FLR; DLR; TLK; MTB; STT; CI; IAG; NBR; CRH; JNPR; ZBH; SYY; PPL; JCI; PEG; RCI; TRV; EIX; TU; SPGI; GGB; BSAC; TKC; AA; PH; WY; AON; FI; BXP; TEL; ARE; MCK; EL; IP; EW; BAP; L; PPG; PGR; A; WPP; TPR; KKR; SWK; YUM; NLY; AG; ES; ATI; BCH; PRGO; OKE; APH; DAL; NUE; AGI; LUV; FLUT; RSG; VNO; HMY; SNN; TAP; ETR; STM; ASX; HL; HBM; KIM; BG; CAH; EXPD; NOC; PSO; PBA; ROK; KEY; SM; CBRE; IVZ; LHX; ALL; LH; SHW; CNP; UGP; KR; CMG; CNX; AES; BWA; HIG; DG; MUR; OMC; HUM; WEC; MAC; GNW; FNV; AME; GPN; VFC; GAP; AEG; COR; ALB; GWW; BX; CAG; INVX; TT; CTRA; VMC; MGA; AJG; CUK; HRL; PHI; ARCH; MAGN; LYB; CLX; MKL; KMX; HSY; ERJ; MLM; DTE; ESS; MSI; GPC; FERG; UDR; SJM; OI; SQM; BBY; AEE; WAT; JWN; DGX; IPI; AZO; BALL; MKC; TX; BF-B; J; MAA; FHN; CYH; RF; SBS; ST; M; RMD; BKD; MGM; FRT; TXT; WCN; WAB; VLO; AMP; DOV; QGEN; FLS; MCO; MUX; UMC; TDC; JEF; RDY; CQP; EDU; TAC; NMM; NFG; JLL; VET; HR; CCK; EFX; CIB; LEN; COHR; GRMN; RJF; CMA; ACM; AWK; MHK; RRX; TSN; STNG; CE; DFS; WU; CMS; CLB; GIB; RL; DHT; FMC; CPT; AAP; WTRG; CHD; PVH; TGI; STZ; CGAU; DHI; CF; ATO; CIG; KBR; EMN; LNC; OII; HOG; ALV; SITC; CNC; KSS; DLB; MTD; CAE; WHR; PNR; RBA; CNA; TRGP; AGCO; ARR; DRI; CIEN; RTO; NRG; BRO; STE; GDOT; MD; UNM; WPC; RVTY; SEE; PWR; BBWI; IHG; UGI; AMG; DXC; RGA; DCI; IRM; SLG; HP; SA; DVA; RNR; EG; MSCI; OGE; PB; CCU; LYV; KRC; PNW; LDOS; KNX; AER; CFR; HHH; BAK; ATR; THC; SF; IT; PRMB; IPG; THS; WCC; KEX; SUI; CUZ; NNN; SSB; BFH; PDS; AVY; IEX; TDS; BIO; HUBB; CMP; MPW; UHS; RHI; SPR; IGT; KRG; MTG; OIS; ROL; HE; EXR; AROC; SOL; WRB; EPC; WBS; RYN; CLH; WLK; KMT; OC; USM; SNA; WTI; SAFE; OHI; UNFI; TK; TFX; G; LEA; DINO; AQN; CDP; INGR; CADE; ANF; SON; MAN; RES; RS; MSM; CPAY; JHX; ELP; IVR; DAR; PBI; FNB; BIP; TDY; NI; DECK; RPM; AXS; SKE; DAN; BMA; SNDA; VRE; GL; NVR; OSK; JBL; BR; MAS; EXK; NAT; H; ELS; CCO; TDG; NVRI; HUN; SMG; LAZ; TROX; WEX; SNV; TEX; TKR; GGG; AKO-B; ENLC; ENOV; CRL; UIS; NEA; WKC; HLX; GIL; ARW; DEI; LEG; PEB; TOL; SWX; VHI; AEO; BF-A; OMI; BEP; ASB; AYI; GME; TEO; HIW; TPX; ATGE; TNK; HBI; STWD; DRH; WFG; HLF; CRS; ORA; ALK; BBAR; WSM; FLO; DKS; SLGN; AXL; PII; GTLS; PKG; VMI; CNK; SKT; OLN; SIG; CBT; SBH; EPR; HAE; AWI; CSL; IMAX; TTI; FSM; R; AIZ; VSH; ELME; BWXT; BANC; URI; BDC; SII; MODG; DDD; POR; NYT; KYN; MTN; WLY; LII; EPAC; ADC; SKY; AKO-A; SHO; NRP; VYX; LNG; WSO; EHC; ORI; NJR; WST; HXL; FNF; LXU; CMC; PHM; STN; NAD; HPP; AKR; BKH; FCN; CUBE; UAA; THO; IDA; CXW; FL; TTC; NVG; EBS; SR; LRN; GEL; ALE; JOE; EME; MCY; ABM; TRNO; AFG; TWI; CPA; GES; SNX; CACI; ITT; RBC; PDM; HRI; KRO; SXT; DNP; KMPR; CHH; RAMP; BOH; CW; ENS; NZF; MTZ; ONIT; CLS; TPC; TAL; THG; RHP; CALX; PFS; AN; TISI; NWN; SSD; GBCI; NVGS; TWO; BRC; ASR; BC; KFY; GSL; NUV; LXP; RDN; FHI; WWW; MOH; FAF; UTI; AVA; MATV; SPH; FBP; HI; BCO; GPK; NUS; ASH; MTX; HRB; GVA; AVNT; EVR; AIT; HNI; FOR; BAH; GEF; NHI; FUL; DSX; MSA; GRBK; CBU; FDP; SCI; NEU; NOAH; FTK; PAC; AIR; PAM; FR; GEO; DAC; ESE; UCB; SAM; AOS; MOD; TGNA; PRA; BYD; SKX; JKS; GATX; EXP; AUB; TYL; B; CHE; WTS; QUAD; MDU; KBH; BZH; WTM; TFII; FUN; JPC; HOMB; AB; PAG; GTY; CIM; CPS; BDN; SPB; CRI; ITGR; MMS; KW; TKO; TEN; UNF; NAC; CWT; IRS; EXG; MTH; TXNM; NX; FN; SPXC; NPO; SFL; ALX; BYON; TR; RNST; HEI-A; AGO; ROG; WAL; GHC; EAT; MLI; WMK; SCL; HLIO; MTRN; DHX; BHLB; TRC; CMRE; PRG; CSR; HEI; PRI; CNMD; EGY; DQ; CLW; CNS; RWT; ABCB; ATS; DLX; KOP; SB; BPT; KWR; GNRC; GOF; CXT; BFS; AIN; PTY; SCS; TNL; ACCO; GPRK; LPX; TNC; ASA; LTC; MFA; MUC; PBH; JBT; CPF; TYG; VVI; FICO; BHE; CNO; TRN; HTH; NRK; BMI; PRO; LNN; NR; GDV; HOV; TBI; DX; MAIN; MWA; BIO-B; AMRC; BKE; DBI; NMZ; LAAC; UTF; JFR; CYD; HYT; BDJ; RVT; BBDC; WT; RLI; WNS; UVV; NNI; ETY; AZZ; BH; MATX; ARI; GPI; AWR; GBX; HMN; FCF; DIN; MUI; NFJ; CLDT; BGS; PRIM; HTGC; BXMX; CPK; SRL; ORN; CODI; DPZ; ADX; CVI; PBT; SUP; KAR; SRI; AP; PIPR; MQY; GFF; DY; WOR; BXMT; WNC; MHO; PHX; XPO; GAB; MG; GCO; MTW; FIX; TY; EVT; ETV; USNA; OFG; GRC; BBN; LCII; NTG; NPK; PHK; SJT; RQI; BTZ; CIA; USA; FSS; NSP; VMO; CAL; MYI; AWF; UMH; ASGN; WGO; EFC; MEI; NXP; ABG; WIW; NL; ETG; SEM; STEW; MHD; LAD; NCV; ABR; ETW; TREX; AOD; SXI; TG; DDS; PMT; DCO; IGR; MUJ; LZB; OXM; EMD; BXC; EDD; CBZ; EIG; DK; VHC; VGM; CTS; ALG; UFI; MMU; GAM; JQC; VKQ; SBSI; IIM; BOE; BGY; IFN; PEO; SBR; GIC; WD; PML; WLYB; NOA; MBI; IQI; ETD; BLE; EDN; EVRI; NKX; WSR; MYD; BHK; ENZ; FFC; DRD; SAH; VRTS; USPH; ACR; GLP; NXDT; UHT; AIV; NXJ; KAI; NCZ; MVF; MED; VCV; TPL; BFK; MYE; BGR; STC; AMN; VVR; MCS; VPG; AVD; CATO; NGS; BLX; BLDR; NQP; TEI; SMP; RNP; PCN; KFRC; MYN; PAR; AX; ETJ; UTL; AORT; WSO-B; SABA; LEO; NBB; AVK; PPT; HZO; IDT; PFN; PKE; EOS; MUA; MIN; CII; FBMS; HIX; KTF; IGD; HQH; EBF; OPY; PLOW; EVN; FRA; MHN; NAN; BLW; GHM; TGS; TDF; HTD; WHG; BFZ; NTZ; HIO; AFB; MIY; PDT; UHAL; DSU; BKT; MOV; GBAB; DSM; EFR; EOI; BRW; PNNT; HPS; MXF; CTO; GBLI; HPI; KFS; EMF; NCA; BNY; AWP; GTN; EFT; BYM; IIIN; SRV; CEE; RGR; CAF; EOT; NIE; NUW; PMX; PMO; BTO; PMF; GUT; MSB; PMM; ZTR; BGT; WIA; NPV; OIA; MPX; MHI; OLP; MVT; ETB; RMT; HPF; MAV; HYI; RFI; MFM; FCT; PCK; MUE; PHT; ARL; RCS; MCR; MMT; MLR; EVC; FC; MQT; PFL; BME; EDF; JOF; FOF; CCM; GHI; MCI; AGM; PCQ; SMBK; VPV; INSI; ETO; PIM; EHI; CVLG; TRAK; BKN; CULP; NNY; MLP; IIF; HVT; EOD; FFA; VBF; PSF; VTN; JRS; PZC; REX; BSL; SPXX; EQC; TSI; BRT; SOR; BBW; DHF; AGX; SGU; HQL; CHN; XIN; MPA; HYB; MHF; KF; MVO; ASG; MSD; GF; NIM; EVG; CRT; JHS; MGF; IDE; NAZ; UVE; STK; NRT; SBI; CXE; NMT; SCD; FT; CSV; SAR; PAI; LGI; GDL; WEA; AXR; FLC; CBAN; TWN; PGP; ODC; BTA; TCI; IGI; JHI; NMI; PCF; PHD; IGA; PNI; PFD; DTF; HCI; MPV; IAE; MCN; FMN; GRX; CMU; SWZ; CRD-B; DMO; SPE; EVF; JCE; CRD-A; GGT; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; EQS; GCV; NC; EEA; PCM; FMY; MTR; VLT; EGF; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; HVT-A; TVC; VATE
2011-01-04 00:00:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; TM; KO; HSBC; BAC; JPM; SLB; PCG; DB; IBM; TAK; TDW; MT; BUD; ORCL; GE; SAN; WFC; GOLD; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; BP; MRK; PFE; TTE; TEF; ABEV; TEVA; NEM; RIG; MFG; RIO; UL; RTX; SAP; PM; SMFG; CVE; HMC; ODV; BSBR; RY; TSM; LYG; GS; CCL; COP; WDS; BA; GSK; PBR; BNS; HDB; UBS; TD; BCS; F; BTI; NOK; MCD; CLF; BB; BBD; UPS; DVN; NWG; MDT; BMY; MS; SONY; CRM; ENB; PKX; CRK; CVS; CAT; SU; EC; EQNR; NVO; ABT; E; DEO; INFY; AEM; GM; CNQ; UNH; BTE; V; BBVA; HAL; OVV; USB; IBN; SCHW; MMM; ITUB; AXP; BRFS; HD; TECK; BMO; SHG; ACN; AHT; NOG; CL; SO; DUK; LVS; SCCO; LLY; AIG; EMR; NGG; TFC; NKE; UNP; AU; TMO; SSL; KB; BLK; PHG; D; TRP; KGC; PLD; HES; NOV; FDX; EBR; EOG; NMR; CM; MA; MOS; TGT; CB; BDX; EPD; NEE; AMT; TS; LUMN; MET; YPF; LPL; ING; VRN; MO; SYK; DE; MFC; KEP; CNI; VIV; WELL; PUK; CDE; SPG; PNC; FMX; BK; BCE; FRO; O; CCJ; ICL; DD; VTR; ETN; WPM; DHR; GD; CHT; COF; FMS; EQT; APD; PRU; BN; FTI; HPQ; KMB; TV; CX; CCI; GIS; X; ET; ECL; ICE; FIS; SKM; WMB; BEN; WF; FE; GLW; KOF; FTS; ITW; DOC; IX; PAAS; TRI; STLA; AFL; BSX; ELV; RCL; CMI; BHC; BVN; RELX; LMT; LOW; SRE; TIMB; BAX; SUZ; PSA; WOLF; K; CP; SID; IFF; EQR; NSC; WM; SLF; MMC; FLG; TJX; RRC; GFI; AVB; ED; KT; ADM; TLK; MTB; DLR; SYY; PPL; IAG; CI; FLR; JNPR; JCI; STT; ZBH; NBR; PEG; AA; GGB; EIX; CRH; TRV; RCI; SPGI; TU; TKC; PH; BSAC; WY; AON; FI; TEL; EL; MCK; BXP; ARE; IP; EW; L; BAP; PGR; WPP; A; PPG; KKR; SWK; YUM; ES; TPR; NLY; PRGO; ATI; DAL; OKE; NUE; BCH; APH; LUV; AGI; FLUT; RSG; SNN; ETR; AG; VNO; ASX; HMY; TAP; STM; HBM; BG; NOC; KIM; CAH; PBA; PSO; EXPD; IVZ; LHX; KEY; ROK; LH; ALL; HL; CNP; SM; CBRE; SHW; AES; UGP; CMG; HIG; KR; CNX; DG; HUM; BWA; OMC; MUR; WEC; GNW; MAC; AME; MGA; AEG; GPN; BX; GAP; VFC; GWW; COR; FNV; ALB; CUK; CAG; MSI; PHI; TT; AJG; HRL; CTRA; ARCH; INVX; LYB; CLX; VMC; MKL; MAGN; HSY; DTE; ERJ; KMX; FERG; GPC; OI; ESS; BBY; AEE; UDR; DGX; WAT; MLM; SQM; SJM; BALL; JWN; TX; IPI; BF-B; MKC; ST; J; FHN; RF; AZO; RMD; SBS; CYH; MAA; BKD; MGM; M; WCN; TXT; FRT; AMP; DOV; QGEN; VLO; WAB; MCO; FLS; RDY; UMC; CQP; TDC; JEF; EDU; TAC; NMM; MUX; NFG; CCK; JLL; HR; EFX; VET; CIB; LEN; CMA; GRMN; AWK; STNG; RRX; RJF; MHK; TSN; DFS; CE; COHR; CMS; ACM; WU; CLB; WTRG; CHD; TGI; GIB; EMN; CPT; CGAU; FMC; RL; DHT; ATO; STZ; LNC; CF; CIG; PVH; DHI; HOG; AAP; KSS; KBR; ALV; CNC; OII; DLB; CIEN; RBA; CAE; MTD; CNA; TRGP; SITC; WHR; ARR; PNR; DRI; RTO; AGCO; NRG; PWR; STE; MD; UNM; GDOT; BRO; WPC; SEE; RVTY; IHG; UGI; DXC; RGA; BBWI; DVA; AMG; DCI; IRM; SLG; HP; RNR; EG; SA; OGE; MSCI; PB; PNW; KNX; AER; KRC; LDOS; LYV; BAK; THC; HHH; CCU; ATR; CFR; IT; THS; KEX; WCC; SF; SUI; PRMB; IPG; AVY; BFH; NNN; CUZ; TDS; PDS; HE; UHS; BIO; SOL; SSB; IEX; HUBB; MTG; SKE; IGT; SPR; CMP; RHI; MPW; AROC; KRG; EXR; EPC; WRB; RYN; WLK; WBS; OIS; ROL; USM; CLH; KMT; SNA; OC; UNFI; WTI; TK; LEA; G; TFX; CADE; SAFE; SON; OHI; AQN; CDP; DINO; RS; INGR; MAN; PBI; ELP; BIP; RES; ANF; CPAY; IVR; MSM; FNB; TDY; DAN; NI; JHX; AXS; SNDA; BMA; GL; RPM; DECK; NVR; VRE; JBL; BR; OSK; CCO; DAR; NAT; TDG; MAS; NVRI; H; ELS; SNV; LAZ; CRL; WEX; TKR; HLX; NEA; WKC; SMG; HUN; GGG; TROX; GIL; AKO-B; EXK; ENOV; ENLC; ARW; VHI; UIS; TEX; LEG; DEI; TOL; AEO; BF-A; BEP; TEO; SWX; OMI; PEB; AYI; GME; ASB; TPX; TNK; STWD; HIW; ATGE; AXL; CRS; WFG; HBI; ORA; HLF; CNK; DRH; ALK; DKS; SLGN; BBAR; WSM; FLO; PKG; VMI; PII; CBT; VSH; OLN; URI; GTLS; SKT; SIG; CSL; SBH; FSM; EPR; AIZ; HAE; R; NYT; BANC; BWXT; IMAX; AWI; POR; ELME; WLY; TTI; MODG; KYN; MTN; LII; AKO-A; SII; EPAC; BDC; DDD; NRP; EHC; SKY; VYX; ORI; CMC; NJR; FNF; LNG; HXL; STN; NAD; WST; SHO; PHM; BKH; WSO; HPP; LXU; ADC; AKR; NVG; IDA; THO; FCN; UAA; TTC; CXW; LRN; EBS; CUBE; FL; SR; TRNO; JOE; ALE; MCY; EME; GEL; AFG; ABM; TWI; CPA; SNX; DNP; ITT; KRO; CACI; GES; HRI; KMPR; PDM; RBC; SXT; CW; NZF; BOH; MTZ; RAMP; TAL; CLS; ENS; TPC; ONIT; THG; CHH; RHP; TISI; AN; ASR; CALX; PFS; NVGS; NWN; GBCI; TWO; BRC; NUV; RDN; BC; LXP; SSD; FHI; KFY; FBP; GSL; FAF; AVA; MATV; MOH; HI; WWW; ASH; SPH; GPK; BCO; MTX; GRBK; NUS; AVNT; HRB; GEF; DSX; AIT; FOR; GVA; DAC; HNI; UTI; BAH; FTK; PAC; EVR; NHI; SCI; FDP; NEU; FR; FUL; UCB; MSA; CBU; PAM; AOS; GEO; AIR; BYD; PRA; JKS; ESE; WTS; TGNA; SAM; NOAH; TFII; MDU; TYL; GATX; MOD; CHE; EXP; FUN; WTM; AUB; B; SKX; QUAD; JPC; KBH; BZH; AB; PAG; KW; CIM; GTY; BDN; CRI; SPB; MMS; IRS; CPS; TEN; NAC; TKO; ITGR; TXNM; EXG; CWT; UNF; MTH; FN; SPXC; NPO; SFL; NX; AGO; ALX; BYON; HEI-A; HOMB; ROG; TR; GHC; RNST; HLIO; MLI; EAT; WMK; WAL; SCL; BHLB; CMRE; MTRN; HEI; PRI; PRG; DQ; CSR; CLW; EGY; DHX; CNMD; ATS; TRC; SB; RWT; DLX; ABCB; KOP; CNS; BPT; CPF; GOF; KWR; GNRC; SCS; BFS; PTY; CXT; ACCO; TNL; LPX; GPRK; AIN; TNC; MUC; ASA; LNN; LTC; MFA; PBH; TYG; NRK; JBT; CNO; HTH; FICO; TRN; PRO; GDV; BHE; VVI; BMI; AMRC; MWA; HOV; MAIN; DX; BIO-B; NMZ; TBI; NR; UTF; JFR; HYT; WT; BDJ; RVT; WNS; BKE; DBI; BH; RLI; BBDC; ETY; CYD; UVV; LAAC; ARI; MATX; DIN; AZZ; AWR; NNI; MUI; GPI; GBX; NFJ; HMN; HTGC; FCF; CLDT; BGS; PRIM; BXMX; SRL; ADX; KAR; ORN; DPZ; CPK; SRI; CODI; PIPR; PBT; BXMT; MQY; SUP; WOR; AP; CVI; DY; GAB; GFF; WNC; PHX; TY; MHO; MG; ETV; EVT; BBN; OFG; XPO; GRC; MTW; GCO; USNA; FIX; NTG; PHK; RQI; SJT; BTZ; NPK; USA; LCII; FSS; NSP; VMO; MYI; EFC; AWF; UMH; NXP; CAL; CIA; ABG; WIW; WGO; ASGN; MEI; ETG; STEW; NL; SEM; MHD; NCV; ETW; AOD; TREX; ABR; LAD; DCO; IGR; PMT; MUJ; SXI; TG; DDS; BXC; EMD; EDD; OXM; LZB; CBZ; EIG; VGM; MMU; DK; VHC; UFI; GAM; JQC; VKQ; CTS; ALG; IIM; BOE; BGY; SBSI; SBR; IFN; PEO; PML; WD; MBI; WLYB; IQI; NOA; EVRI; GIC; BLE; ETD; NKX; ENZ; EDN; MYD; WSR; BHK; FFC; VRTS; GLP; ACR; DRD; SAH; USPH; NXDT; UHT; NXJ; NCZ; MVF; TPL; VCV; AIV; MYE; BFK; STC; VVR; KAI; MED; BGR; AVD; NQP; BLX; TEI; MCS; CATO; AMN; PCN; RNP; VPG; BLDR; MYN; SMP; KFRC; NGS; PAR; ETJ; UTL; AX; SABA; LEO; AVK; NBB; WSO-B; PPT; AORT; PFN; MUA; EOS; PKE; IDT; MIN; KTF; HIX; CII; FBMS; HQH; IGD; HZO; EVN; EBF; MHN; FRA; PLOW; NAN; BLW; OPY; TGS; TDF; HTD; NTZ; WHG; HIO; GHM; BFZ; MIY; AFB; PDT; DSU; BKT; GBAB; DSM; EOI; EFR; UHAL; MXF; BRW; MOV; PNNT; HPS; HPI; EMF; NCA; BNY; GTN; CTO; KFS; GBLI; EFT; AWP; CEE; BYM; RGR; CAF; NIE; SRV; EOT; PMX; IIIN; NUW; PMO; BTO; GUT; PMF; PMM; ZTR; MSB; OIA; WIA; NPV; MHI; BGT; OLP; MPX; MVT; ETB; HPF; RMT; HYI; MAV; MFM; FCT; MUE; PCK; PHT; RCS; ARL; MCR; RFI; MMT; MLR; PFL; MQT; FC; BME; JOF; EDF; FOF; CCM; GHI; EVC; MCI; PCQ; SMBK; VPV; AGM; INSI; EHI; PIM; ETO; BKN; EOD; TRAK; NNY; IIF; CULP; CVLG; MLP; HVT; PSF; VBF; VTN; JRS; FFA; REX; PZC; BSL; AGX; SPXX; BRT; TSI; EQC; SOR; HQL; BBW; DHF; CHN; SGU; MPA; XIN; MHF; KF; ASG; HYB; MVO; MSD; GF; EVG; NIM; CRT; MGF; JHS; UVE; IDE; NAZ; STK; NRT; SBI; CXE; CSV; NMT; AXR; SCD; FT; PAI; SAR; GDL; WEA; TCI; LGI; PGP; CBAN; TWN; FLC; BTA; ODC; IGI; JHI; NMI; PHD; PCF; IGA; PNI; DTF; PFD; HCI; IAE; MPV; FMN; CMU; MCN; GRX; EVF; SWZ; SPE; DMO; GGT; JCE; CRD-A; CRD-B; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; GCV; EQS; PCM; EEA; NC; FMY; MTR; EGF; VLT; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; TVC; HVT-A; VATE
