date,symb
2013-01-02 00:00:00,XOM; CIVI; WMT; BRK-B; JNJ; BUD; CVX; PG; TM; KO; SHEL; IBM; BHP; HSBC; JPM; ABEV; GE; PFE; DIS; WFC; ORCL; SAP; T; BRK-A; PCG; PM; BAC; NVS; SLB; TAK; TDW; DB; SAN; MRK; TSM; UL; MUFG; V; C; TTE; RY; BP; ENB; AMX; BTI; RTX; COP; EC; GOLD; GSK; SMFG; HDB; OXY; DEO; CVE; BA; HD; MFG; MCD; TD; BBDO; VALE; CVS; BMY; HMC; NVO; BNS; ABT; KMI; MA; RIO; UNH; BCS; CRM; MDT; NEM; FCX; WIT; UPS; E; ABBV; TEF; UBS; MT; TEVA; EQNR; WDS; CCL; USB; ACN; AXP; LLY; RIG; LYG; GS; CAT; CL; BRFS; BBD; NGG; DUK; BBVA; UNP; NWG; MMM; FMX; F; AMT; BTE; SO; SPG; SU; BMO; AHT; TRP; D; NKE; NEE; IBN; MO; EOG; BSBR; CB; PKX; EPD; TFC; HAL; PUK; LVS; CNI; PLD; BLK; TMO; SCHW; WELL; MS; DVN; BHC; KOF; PBR; EMR; GM; AEM; CM; BCE; CCI; WMB; SCCO; TJX; NOV; CRK; O; FDX; OVV; PHG; CNQ; SSL; VIV; TGT; DE; KEP; VTR; COF; SHG; ITUB; BDX; KMB; ECL; SYK; NMR; LUMN; CP; EQT; ING; CLF; DHR; AIG; TS; ET; ETN; LOW; BN; INFY; FMS; PNC; PSA; CDE; NOK; SRE; LMT; TECK; VRN; CHT; FIS; DOC; PSX; GIS; ODV; BAX; NOG; SPGI; LPL; MFC; TU; RELX; GD; MOS; MET; DD; BK; DLR; BEN; FE; JCI; WPM; AU; RRC; CI; MMC; ITW; KB; HES; VTLE; CTRA; MPLX; WY; IX; IFF; TV; PPG; RCI; APD; AVB; FLUT; FTI; TRV; ED; ICE; K; EL; PRU; IP; EQR; PRGO; MTB; CX; ELV; OKE; ZBH; SHW; FI; EIX; PPL; FTS; TLK; CMI; SYY; MCK; AFL; SONY; LYB; AON; KGC; NSC; YUM; ICL; WM; BXP; SLF; CRH; STT; BAP; AG; PEG; SKM; VFC; ADM; WPP; ES; FNV; TRI; WF; APH; FLR; PH; KKR; TEL; EW; PGR; PBA; UGP; SWK; BCH; BSX; BVN; PSO; ALL; FLG; DG; TKC; HSY; CNP; AME; KT; GWW; L; ARE; MCO; CMG; RCL; LEN; GAP; GLW; WEC; NOC; TPR; NLY; DFS; NUE; A; MAC; MSI; ROK; CAG; BSAC; KIM; KR; CCJ; GFI; BG; HUM; SNN; AMCR; MAGN; LHX; IVZ; HCA; SBS; FERG; CAH; RSG; DTE; WAB; MPC; VNO; COR; ETR; BB; DAL; OMC; AJG; APTV; AGI; TRGP; SJM; HRL; M; PHI; MKC; VLO; ESS; IAG; VMC; CLX; GPC; BF-B; KEY; ALB; TIMB; BX; FET; TAP; NOW; PVH; BALL; GGB; CBRE; TDC; BWA; CPRI; NBR; LH; AEG; AZO; EFX; FRT; JWN; STZ; MHK; KMX; AWK; DHI; SM; EMN; AEE; XYL; KOS; CHD; TT; MKL; YPF; WPC; DINO; STLA; PAAS; WES; LUV; GRMN; GPN; ASX; SNDA; BBWI; WOLF; FLS; WCN; MGA; MLM; HIG; AES; X; JNPR; WAT; RMD; CF; FMC; AA; STM; MUR; UDR; CNC; OII; BFH; EXR; CMS; TGI; INVX; DGX; DDD; BKD; ERJ; HMY; DOV; EBR; MAA; EXPD; HOG; HR; RL; SQM; VET; ST; AMP; CQP; GIB; CPT; APO; CUK; RF; WLK; RJF; TXT; PNR; TSN; CLB; HPQ; CIB; DVA; IRM; CCK; HOUS; WTRG; LNG; ONIT; SID; ATO; J; MTD; ATI; ENOV; RDY; IHG; SUZ; PWR; HBM; CE; WHR; TDG; BIP; QGEN; JLL; RRX; AAP; CPAY; ARR; AMG; SITC; CIG; CNX; EG; CCU; RVTY; FHN; KRC; PNW; PII; HL; IT; KEX; MD; HUBB; OGE; CYH; RNR; HHH; SUI; NRG; ZWS; RYN; CNA; KBR; MGM; WRB; GNW; DCI; JEF; RTO; NNN; VHI; WCC; BRO; OI; HP; SSB; UNFI; ENLC; SNA; TAC; SLG; PHM; HLX; DRI; UGI; INGR; LNC; ACM; THC; NMM; NI; NFG; MPW; AQN; JHX; TDY; EDU; IEX; TFX; PB; TOL; URI; WEX; RPM; RBA; STE; UMC; CAE; AGCO; CLH; COHR; ALV; GTLS; HE; IPI; RGA; IPG; FBIN; UHS; IVR; OC; AEO; CMA; ROL; RS; OHI; ATR; WU; THS; TX; NVR; MAS; KSS; UNM; GL; BF-A; DAR; FNF; OIS; AER; RHI; CUZ; EPC; MSM; GWRE; KRG; CNK; DEI; WFG; FNB; GGG; WBS; CFR; AKO-B; STNG; SBH; BEP; G; BIO; VMI; PKG; KMT; PRMB; DXC; ALK; ELS; TK; ASR; GIL; AMPY; NVGS; NEA; PBF; LEG; MRC; CIEN; VYX; HBI; CSL; SAFE; RES; UAA; PDI; FTK; WTI; FLO; AVY; LYV; CPA; MSCI; FL; KNX; AROC; BR; EXK; SWX; SKT; PDS; STWD; SEE; AWI; FUN; CRS; TYL; CMP; AXS; CUBE; LEA; WKC; PEB; HAE; HXL; AL; WSM; NEU; ARW; STN; AYI; MUX; SF; FRO; SON; LXU; MTZ; POR; GME; DKS; CADE; IGT; SPR; HUN; HIW; TROX; AKO-A; EXP; LDOS; HPP; CXW; CRL; SLGN; SIG; AKR; TTC; GEL; TKR; NAD; WSO; JBL; DAN; RLJ; WST; SNV; GNRC; STAG; ANF; OMI; BKH; BDC; OLN; VRE; FAF; TWO; TEX; BC; SMG; OSK; ITT; CDP; TISI; TDS; NVRI; BBY; SA; FUL; EPR; NVG; ADC; CBT; SCI; LII; KYN; HRB; BERY; IDA; ASH; H; GPK; MMS; AVNT; DLB; USM; THO; CRI; CCO; AOS; HLF; LXP; ASB; LAZ; MTN; RBC; AFG; PAG; BAK; AN; PAC; CGAU; ALE; R; SMC; EPAC; EME; NZF; MAN; BWXT; KMPR; MOH; RHP; SHO; SR; EHC; CVI; ALSN; DNP; AIZ; CHH; HII; BANC; FR; ELP; ELME; PRA; TFII; AXL; DPZ; MSA; TWI; ARCO; FSM; ENS; TPX; NJR; HRI; AIT; WWW; DRH; GEO; TXNM; NHI; CMC; POST; SNX; NUV; WTM; JOE; MTH; BKU; SAM; NGL; MCY; YELP; WLY; VAC; HOMB; NYT; GVA; MATV; CACI; NUS; BAH; MTX; ORI; BXMT; UIS; GMED; SUN; EFXT; HI; LPX; SSD; NAC; KRO; RAMP; AVA; PFS; JPC; BOH; IMAX; KW; CW; FCN; SXT; DK; PDM; GATX; MODG; TGNA; BRC; GBCI; AAT; TNL; MLI; TRNO; EAT; BCO; NWN; ORA; PBI; WTS; BGS; UNF; VSH; HEI-A; SCL; ALEX; EPAM; WAL; MAIN; FICO; FDP; SPB; KBH; CBU; ARCH; AUB; HNI; B; MDU; SXC; THG; FHI; HEI; TTI; CHE; AZZ; ABM; DBI; PBH; BTT; DLX; CLS; PRG; ASGN; DECK; MTDR; PRLB; ROG; BDN; UAN; RNST; LAD; NRP; UCB; TEO; ESE; PRO; EBS; EVR; FOR; LRN; RWT; HOV; ALX; PRI; KWR; CNS; AVD; ATS; PTY; EXG; MUC; NX; CWT; ATGE; SPH; EGY; BBDC; LTC; GOF; HLIO; CMRE; BHLB; SCS; THR; WMK; TRN; SKX; HTH; AGRO; BMA; SPXC; CSR; SSTK; ITGR; MFA; RLI; ABCB; RDN; MG; LNN; MWA; GEF; NPO; BBAR; NMZ; CNO; NAT; PRIM; CXT; DDS; TRC; SFL; MHO; CNMD; WT; TPC; KOP; BKE; AB; GPI; MANU; KFY; AWR; CIM; NRK; TNC; TR; UI; TAL; NR; GES; UVV; INN; UTF; VIPS; XPO; EVRI; SII; VRTS; EMO; BYON; MUI; NNI; PARR; GDV; GDOT; HYT; MATX; KAR; GHC; BLDR; CLW; MQY; DAC; CPS; VHC; WOR; MTG; TYG; AIR; DIN; GSL; BMI; SQNS; JFR; FBP; ABG; GCO; BBN; RH; AIN; LCII; BFS; VVI; DX; ARI; AGO; DY; PMT; NBHC; MX; HTGC; DSX; STC; CIA; HMN; SEM; BYD; OXM; MITT; CPAC; SXI; BZH; CPK; RQI; MYI; JBT; HY; BIO-B; SRL; RVT; NFJ; GTY; CAL; ACCO; BHE; BXMX; ETY; MTW; CALX; TY; GAB; BTZ; TREX; ADX; BDJ; AWF; TKO; LZB; MHD; TNK; VMO; MTRN; ETV; EVT; EFC; WD; GRC; FCF; TBI; FN; UTI; SUP; RGR; OFG; QUAD; NTG; BH; PHX; ACP; MUJ; CLDT; NXP; GPRK; CODI; IRS; WNS; AMN; DHX; MOD; NSP; USA; DKL; EMD; PML; WGO; IGR; DRD; UMH; PHK; FSS; BPT; SOL; MMU; IIM; BCX; VGM; ETG; NL; WIW; VKQ; CUBI; PIPR; SAH; ASA; AX; BLE; JQC; FIX; UHT; GFF; EIG; MYE; MYD; STEW; EDD; TG; ALG; GBX; SMP; ETD; FFC; NKX; ETW; ABR; IQI; PFLT; BHK; TGLS; USPH; BFK; TPL; WNC; MVF; VCV; AP; SBSI; SKE; TEN; GAM; AMRC; NXJ; NCV; MOV; NGVC; RNP; MYN; PCN; CYD; NQP; CTS; HQH; USNA; WSR; LEO; SB; AOD; BLX; MEI; DHT; VVR; WSO-B; CBZ; BGB; PEO; KTF; NOAH; ORN; MUA; CPF; LND; KAI; UTL; EVN; NBB; JKS; PFN; GLP; PBT; TEI; ACRE; AIV; BOE; BGY; BFZ; MHN; GHY; ACR; AORT; NPK; MCS; CATO; HTD; HIX; SJT; NAN; WLYB; AFB; BXC; BLW; NXDT; UFI; DCO; GBAB; UHAL; MIY; MIN; NCZ; DSM; PDT; FBMS; SKY; SABA; BGR; HIO; DSU; HPS; BYM; FRA; HPI; AVK; SBR; SPLP; EOS; CAPL; AGM; BNY; ISD; KFRC; PPT; PLOW; ETJ; MED; DPG; CII; MXF; NGS; HZO; IFN; PMF; NCA; GIC; BKT; WHG; PMX; PMO; IGD; BRW; EBF; EOT; TDF; MMD; AWP; NUW; EFR; MVT; EFT; PAM; PMM; MAV; PKE; PAR; OLP; GHM; MHI; OIA; AGX; MBI; GTN; TLYS; CSV; HPF; PCK; PNNT; MUE; GBLI; BUI; DBL; CTO; EOI; FC; MFM; GHI; VPG; BTO; MQT; HCI; RCS; GUT; PCQ; NPV; IIIN; NIE; ARDC; CULP; FCT; PFL; ETB; HYI; PHT; JRI; SRI; CAF; FF; ZTR; MCR; RFI; WIA; BGT; BME; BKN; SMBK; VPV; RM; IDT; BGH; MMT; GRBK; RMT; CEE; HQL; EMF; JPI; OPY; EDF; MLR; PZC; SRV; ENZ; VTN; GNE; HVT; EHI; MPX; PVL; MCI; NNY; FOF; SCM; INSI; TSI; VBF; XIN; PSF; CRD-B; CRD-A; ETO; REX; MPA; JRS; MSB; DQ; BWG; BSL; NTZ; NDP; MHF; FFA; PIM; MSD; NXG; SPXX; KFS; DHF; NAZ; EOD; SOR; JHS; HYB; JOF; SBI; ODC; TGS; ASG; CXE; NIM; MGF; EVG; KF; TTP; EVC; BTA; FLC; BGX; GF; SCD; NMT; MLP; FT; WEA; NOA; PAI; AXR; UVE; BRT; IDE; JHI; PFD; PNI; IHD; IGI; IIF; SGU; CHN; NMI; GNT; DTF; LGI; SAR; FMN; STK; DMO; PHD; CMU; CCM; EQC; GDL; NC; NRT; GRX; PFO; MVO; PGP; PCF; MPV; HEQ; NXC; IGA; JLS; CVLG; CRT; GDO; JCE; GGT; EVF; VOC; VGI; TRAK; TWN; PNF; MCN; IAE; SPE; CBAN; MXE; CXH; SWZ; ARL; BBW; LAAC; PCM; EDN; JMM; VLT; JEQ; TCI; NXN; FMY; FGB; GCV; EGF; EQS; PYN; EEA; FENG; NOM; BHV; CIF; MTR; HVT-A; CCRD; TVC; VATE
2013-01-03 00:00:00,XOM; CIVI; WMT; BRK-B; JNJ; CVX; BUD; PG; TM; KO; SHEL; IBM; BHP; HSBC; JPM; ABEV; GE; PFE; DIS; WFC; ORCL; T; BRK-A; SAP; PCG; PM; BAC; NVS; SLB; TAK; MRK; TDW; DB; SAN; TSM; UL; MUFG; V; C; TTE; BP; RY; AMX; ENB; RTX; BTI; COP; EC; GSK; OXY; BA; BBDO; HDB; CVE; GOLD; DEO; SMFG; HD; MCD; MFG; BMY; CVS; ABT; TD; VALE; NVO; KMI; HMC; BNS; MA; RIO; MDT; BCS; CRM; UNH; FCX; NEM; WIT; UPS; ABBV; E; TEVA; TEF; MT; RIG; UBS; WDS; EQNR; AXP; CCL; ACN; LLY; USB; BBD; CAT; GS; CL; LYG; BRFS; NGG; DUK; UNP; BBVA; F; FMX; MMM; BTE; NWG; SO; BMO; SU; SPG; AHT; AMT; TRP; D; NKE; BSBR; NEE; MO; IBN; EOG; PKX; CB; EPD; HAL; TFC; LVS; PUK; BLK; PLD; CNI; DVN; TMO; WELL; SCHW; MS; PBR; BHC; GM; EMR; KOF; CM; TJX; BCE; WMB; AEM; CCI; SCCO; NOV; CRK; O; OVV; FDX; TGT; CNQ; VIV; ITUB; PHG; DE; SSL; KEP; VTR; BDX; COF; SHG; SYK; KMB; ECL; LUMN; CP; NMR; EQT; ING; DHR; CLF; INFY; AIG; ET; ETN; TS; PNC; BN; LOW; PSA; NOK; FMS; SRE; LMT; CHT; DOC; FIS; TECK; CDE; GIS; MFC; BAX; ODV; VRN; NOG; SPGI; LPL; GD; TU; RELX; DD; PSX; MET; RRC; MOS; FE; BEN; DLR; BK; MMC; JCI; ITW; CI; HES; KB; CTRA; AU; WPM; VTLE; WY; MPLX; TV; IFF; IX; APD; AVB; PPG; RCI; FLUT; TRV; ICE; EL; FTI; ED; K; EQR; PRGO; IP; PRU; MTB; CX; ZBH; OKE; EIX; SHW; PPL; ELV; FTS; FI; CMI; MCK; TLK; SYY; SONY; AON; NSC; AFL; YUM; LYB; WM; KGC; SLF; BXP; ICL; STT; BAP; VFC; CRH; PEG; SKM; ADM; ES; WPP; AG; TRI; WF; FNV; PH; PGR; FLR; EW; APH; TEL; KKR; PBA; UGP; BCH; BSX; SWK; ALL; TKC; PSO; FLG; BVN; KT; CNP; L; RCL; DG; ARE; GWW; AME; MCO; HSY; GAP; CMG; LEN; WEC; GLW; NOC; NLY; TPR; A; NUE; DFS; MAC; ROK; BSAC; KIM; MSI; KR; CAG; BG; SNN; CCJ; AMCR; HCA; GFI; IVZ; HUM; RSG; WAB; CAH; FERG; LHX; MAGN; DTE; SBS; DAL; VNO; COR; HRL; OMC; ETR; MPC; TRGP; AJG; BB; SJM; APTV; PHI; AGI; M; MKC; ESS; GPC; VMC; CLX; VLO; FET; KEY; TIMB; ALB; BX; BF-B; PVH; TAP; IAG; BALL; GGB; NBR; JWN; CPRI; NOW; BWA; LH; CBRE; AEG; AZO; TDC; EFX; FRT; MHK; KMX; AWK; DHI; STZ; SM; KOS; XYL; AEE; CHD; EMN; LUV; MKL; YPF; ASX; TT; STLA; SNDA; WES; GPN; WPC; GRMN; HIG; WOLF; FLS; WCN; MGA; MLM; DINO; RMD; PAAS; AES; CF; AA; X; JNPR; FMC; TGI; MUR; DDD; BFH; UDR; EXR; BBWI; WAT; EBR; OII; INVX; STM; CMS; CNC; BKD; DGX; RL; DOV; ERJ; CQP; MAA; HR; EXPD; ST; AMP; SQM; VET; HOG; HMY; APO; CPT; GIB; RF; TSN; TXT; RJF; CUK; WLK; HPQ; PNR; CLB; CIB; IRM; DVA; HOUS; CCK; LNG; WTRG; SID; SUZ; ATO; J; MTD; RDY; ONIT; ATI; ENOV; IHG; HBM; PWR; CE; WHR; RRX; BIP; JLL; TDG; QGEN; ARR; CNX; AAP; CPAY; AMG; EG; SITC; CIG; IT; RVTY; CCU; FHN; KRC; PNW; KEX; CYH; PII; HUBB; OGE; RNR; NRG; HHH; SUI; MD; RYN; CNA; HL; GNW; MGM; ZWS; KBR; WRB; DCI; OI; NNN; NMM; VHI; RTO; BRO; JEF; WCC; TAC; HP; SSB; LNC; SNA; ENLC; THC; SLG; UGI; PHM; UNFI; INGR; DRI; HLX; MPW; NI; NFG; ACM; UMC; AQN; PB; EDU; TFX; IEX; TDY; URI; JHX; TOL; WEX; RPM; CLH; RBA; STE; CAE; AGCO; IPG; GTLS; HE; RGA; ALV; IPI; COHR; AEO; CMA; FBIN; UHS; IVR; ROL; OC; OHI; NVR; ATR; THS; MAS; GL; KSS; RS; UNM; WU; AER; TX; RHI; BF-A; OIS; CNK; MSM; DEI; CUZ; WFG; KRG; FNF; EPC; FNB; DAR; WBS; GWRE; CFR; GGG; BEP; SBH; AKO-B; G; VMI; ALK; STNG; BIO; ASR; TK; PKG; KMT; DXC; PRMB; ELS; GIL; MRC; AMPY; NEA; NVGS; HBI; LEG; FLO; UAA; VYX; CSL; SAFE; FTK; RES; CIEN; PBF; WTI; PDI; LYV; FL; AVY; CPA; MSCI; KNX; BR; AROC; PDS; SWX; AWI; SKT; FUN; SEE; STWD; CMP; AXS; HXL; PEB; CUBE; AL; WKC; CRS; LEA; WSM; TYL; HAE; EXK; NEU; ARW; SPR; AYI; DKS; HUN; STN; SON; SF; MTZ; POR; IGT; CADE; LXU; FRO; HIW; LDOS; CRL; TROX; SLGN; EXP; AKO-A; SIG; AKR; HPP; CXW; MUX; WSO; NAD; GEL; GME; TTC; TKR; DAN; JBL; RLJ; WST; OMI; SNV; STAG; OLN; GNRC; ANF; BKH; VRE; HLF; FAF; BDC; TWO; BC; OSK; SMG; TDS; CDP; ITT; BBY; TEX; NVRI; SCI; EPR; CGAU; NVG; FUL; CBT; LII; ADC; HRB; TISI; AVNT; KYN; BERY; GPK; USM; H; IDA; SA; ASH; MMS; PAG; DLB; CCO; CRI; THO; LAZ; AN; ASB; MTN; RBC; BAK; AFG; LXP; AOS; R; ALE; MAN; EME; PAC; NZF; EPAC; BWXT; SMC; KMPR; RHP; SHO; DNP; EHC; SR; CVI; ARCO; ALSN; CHH; MOH; AIZ; HII; ELME; BANC; TPX; PRA; FR; TFII; ELP; AXL; MSA; HRI; WWW; AIT; NJR; DPZ; GEO; DRH; TWI; NHI; NUS; ENS; WTM; TXNM; BKU; NUV; MTH; SAM; SNX; YELP; POST; CMC; FSM; NYT; WLY; MCY; JOE; SUN; VAC; ORI; NGL; HOMB; MATV; GMED; GVA; BAH; CACI; UIS; LPX; MTX; NAC; EFXT; HI; SSD; KRO; BOH; AVA; CW; JPC; IMAX; SXT; RAMP; FCN; KW; PFS; PDM; UNF; GATX; TGNA; GBCI; DK; BRC; BXMT; TNL; MODG; EAT; MLI; AAT; PBI; TRNO; BCO; NWN; ORA; BGS; WAL; SCL; WTS; HEI-A; EPAM; VSH; ALEX; MAIN; ARCH; FICO; CBU; FDP; SPB; KBH; HNI; FHI; SXC; THG; MTDR; AUB; HEI; DBI; MDU; ABM; B; PBH; DECK; TTI; CHE; BTT; ASGN; AZZ; PRG; DLX; NRP; LAD; CLS; ROG; BDN; PRLB; TEO; RNST; UAN; EVR; UCB; LRN; ESE; EBS; HOV; RWT; PRI; FOR; ALX; PRO; KWR; CNS; ATGE; MUC; NX; ATS; SPH; AVD; EXG; PTY; CWT; GOF; LTC; SKX; BBDC; SCS; EGY; HLIO; CMRE; BHLB; WMK; SPXC; AGRO; TRN; HTH; ITGR; RDN; MFA; CSR; THR; BMA; ABCB; GEF; SSTK; RLI; LNN; NPO; MWA; WT; NMZ; BBAR; MG; PRIM; CNO; TRC; GPI; CXT; NAT; DDS; CNMD; SFL; BKE; VIPS; AB; MHO; KOP; CIM; KFY; TPC; MANU; UI; NRK; GES; TNC; AWR; TR; NR; EMO; TAL; INN; UVV; UTF; XPO; SII; EVRI; VRTS; MATX; MTG; MUI; BLDR; BYON; GDOT; GDV; NNI; VHC; GHC; KAR; HYT; CLW; DAC; MQY; AIR; TYG; CPS; DIN; WOR; ABG; GSL; GCO; RH; BMI; SQNS; FBP; JFR; AIN; DSX; LCII; ARI; PARR; DX; BFS; AGO; BBN; OXM; MX; VVI; PMT; DY; HTGC; NBHC; BYD; STC; HMN; MITT; SEM; CPAC; BZH; CPK; MYI; SXI; CIA; HY; RQI; SRL; JBT; BIO-B; RVT; NFJ; ACCO; GTY; CAL; ETY; TNK; TREX; BHE; MTW; BXMX; TY; BTZ; ADX; GAB; BDJ; TKO; VMO; AWF; MTRN; CALX; MHD; LZB; RGR; EVT; ETV; WD; EFC; TBI; UTI; FCF; FN; GRC; SOL; SUP; OFG; QUAD; NTG; ACP; IRS; MUJ; CLDT; BH; NXP; CODI; GPRK; PHX; AMN; WNS; DHX; MOD; WGO; NSP; DKL; USA; PHK; EMD; IGR; PML; UMH; MMU; BPT; VGM; IIM; SAH; FSS; BCX; NL; ETG; PIPR; DRD; VKQ; CUBI; WIW; AX; BLE; JQC; FIX; UHT; ASA; EIG; GFF; MYD; STEW; EDD; SMP; ALG; ETD; ABR; NKX; FFC; TG; GBX; ETW; IQI; MYE; PFLT; BHK; TEN; TGLS; BFK; TPL; USPH; WNC; MVF; VCV; SBSI; SKE; MOV; GAM; AP; NXJ; AMRC; NCV; USNA; NGVC; RNP; MYN; DHT; PCN; HQH; NQP; LEO; JKS; SB; WSR; CYD; BLX; AOD; CTS; MEI; VVR; WSO-B; BGB; KTF; PEO; NOAH; ORN; PBT; CBZ; LND; EVN; MUA; CPF; KAI; NBB; UTL; PFN; TEI; GLP; AIV; ACRE; BFZ; BOE; BGY; ACR; GHY; AORT; BXC; MHN; CATO; HTD; SJT; MCS; NPK; HIX; NAN; AFB; WLYB; BLW; NXDT; MIY; MIN; DCO; FBMS; DSM; NCZ; UHAL; GBAB; UFI; PDT; SABA; DSU; BGR; SKY; HIO; HPS; SBR; BYM; FRA; AVK; HPI; MED; CAPL; EOS; BNY; ISD; HZO; ETJ; KFRC; DPG; SPLP; AGM; PPT; PLOW; MXF; CII; PMF; NCA; PMX; IFN; GIC; NGS; WHG; PMO; BKT; BRW; IGD; EOT; TDF; PAM; EBF; EFR; NUW; MMD; MVT; AWP; PMM; PAR; EFT; MAV; OLP; MHI; PKE; OIA; GTN; AGX; GHM; TLYS; MBI; HPF; MUE; PNNT; GBLI; BUI; PCK; DBL; EOI; CTO; GHI; CSV; FC; MFM; BTO; MQT; VPG; GUT; RCS; HCI; PCQ; IIIN; NPV; NIE; ARDC; CULP; FCT; PFL; PHT; ETB; HYI; SRI; JRI; MCR; ZTR; BME; FF; GRBK; CAF; BGT; BKN; RM; WIA; RFI; VPV; SMBK; BGH; IDT; MMT; HQL; RMT; CEE; EMF; ENZ; JPI; OPY; PZC; SRV; EDF; VTN; HVT; GNE; MCI; PVL; MPX; MLR; EHI; XIN; NNY; FOF; INSI; TSI; VBF; SCM; PSF; ETO; MPA; CRD-B; REX; CRD-A; JRS; DQ; MSB; BWG; BSL; KFS; NDP; NTZ; MHF; NXG; MSD; FFA; PIM; NAZ; DHF; SPXX; SOR; EOD; JHS; TGS; HYB; JOF; ASG; SBI; CXE; EVG; TTP; NIM; MGF; KF; ODC; FLC; BTA; EVC; GF; SCD; BGX; FT; NMT; WEA; UVE; PAI; MLP; NOA; JHI; PFD; BRT; PNI; IDE; IGI; IHD; SGU; IIF; NMI; CHN; AXR; DTF; LGI; GNT; SAR; FMN; STK; DMO; CMU; PHD; EQC; MVO; CCM; GDL; NC; NRT; PGP; GRX; PFO; PCF; MPV; HEQ; CRT; CVLG; NXC; JLS; IGA; VOC; JCE; GDO; GGT; EVF; VGI; TRAK; TWN; PNF; CBAN; SPE; MCN; IAE; MXE; CXH; LAAC; SWZ; ARL; BBW; PCM; EDN; JMM; VLT; JEQ; NXN; FMY; TCI; FGB; GCV; EGF; PYN; EEA; EQS; FENG; NOM; CIF; BHV; MTR; HVT-A; CCRD; TVC; VATE
