date,symb
2015-01-02 00:00:00,XOM; BABA; BRK-B; CIVI; JNJ; WMT; PG; BUD; DIS; TM; WFC; JPM; KO; CVX; BRK-A; SHEL; NVS; PFE; GE; BAC; PCG; V; ORCL; MRK; HSBC; IBM; CVS; SLB; BMY; TSM; T; SAN; BA; HD; UNH; C; ABBV; RTX; PM; MA; MDT; AMC; UL; SAP; BHP; RY; ABEV; ENB; TAK; COP; ABT; MUFG; TTE; HDB; BTI; NVO; UPS; TEVA; UNP; CRM; AXP; WIT; KMI; OXY; BP; TD; BHC; MMM; GSK; LLY; MCD; DB; AMX; TDW; NKE; GS; USB; SCHW; DEO; TMO; SMFG; MS; LYG; ACN; BNS; CCL; AHT; CL; ET; MO; BLK; D; TEF; DUK; NEE; MFG; NGG; PUK; BBDO; EPD; BCS; EOG; UBS; CB; CNI; AMT; SPG; FDX; IBN; BRFS; HMC; F; SO; RIO; LMT; BMO; TFC; WDS; BDX; CAT; BBVA; TJX; NOK; MPLX; WELL; CP; SYK; LOW; NWG; CVE; WMB; TRP; FCX; PLD; GD; LVS; E; HAL; DAL; DVN; FIS; SU; KMB; BBD; EQNR; GM; ECL; CI; EMR; PNC; AIG; COF; SRE; O; TGT; ELV; INFY; DHR; FMX; CM; KEP; SPGI; RELX; BCE; MCK; BN; ING; APD; MMC; MET; EQT; VTR; MT; CCI; LUV; PPG; BK; PHG; PSA; ITW; ICE; NOV; MFC; DD; JCI; ETN; PRU; CNQ; BSBR; PSX; GIS; SONY; NCLH; IFF; VFC; LUMN; ZBH; FI; DE; SHW; RCL; NSC; BSX; SHG; HES; TRV; PRGO; PKX; KR; BEN; ADM; VALE; AON; CMG; NOC; ITUB; ZTS; FMS; SSL; WY; NEM; IP; EIX; SKM; BAX; TU; HCA; STT; WM; AVB; EQR; NMR; DOC; CTRA; TV; OKE; KKR; HUM; ED; PPL; LYB; MTB; GOLD; SCCO; TEL; EL; CHT; MCO; VIV; LNG; DLR; STZ; COTY; CMI; K; COR; EC; SYY; GLW; BX; RIG; ALL; APH; TLK; FE; PEG; CAH; OVV; SLF; IX; LPL; WPP; ES; BXP; LC; WAB; TRGP; PH; NOW; TRI; DG; FTI; FLUT; AFL; AR; DFS; APTV; CNC; KOF; STLA; RRC; SNN; EW; HPQ; CRH; CX; PBA; BTE; HLT; TS; WEC; PGR; HSY; KB; MOS; M; YUM; RCI; MAC; SWK; MGA; FTS; WES; FLG; AME; AEM; BAP; HRL; ARE; TAP; IVZ; GPC; GAP; VNO; LHX; DTE; ETR; CNP; KIM; OMC; MAGN; A; VLO; MPC; RSG; BBWI; CPAY; GWW; KEY; AMCR; XPRO; IQV; CBRE; AZO; VRN; ROK; KMX; AMP; DBRG; YPF; ESS; BFH; MHK; CRK; HIG; AJG; CLX; BG; CAG; GPN; FERG; QSR; MSI; FLR; AA; TT; SYF; BALL; TSN; EFX; AEE; BF-B; BWA; JWN; LEN; NUE; CPRI; EXR; MKL; VIPS; AWK; PSO; CHD; AAP; FNV; L; WPC; VTLE; WPM; CNH; ASX; XYL; VMC; FRT; ENLC; CQP; APO; PBR; SJM; MKC; UGP; TKC; CMS; LH; PHI; GIB; TXT; CFG; NLY; ST; TIMB; WHR; AEG; HBI; GRMN; TDG; RMD; BKD; UDR; AER; CF; DHI; WCN; SNDA; BCH; JLL; ATO; KT; WLK; PVH; LNC; RF; ALK; AES; WAT; RJF; DOV; URI; HOG; ERJ; PII; EMN; RDY; FLS; IT; BB; CCJ; IRM; ICL; MTD; UAA; UHS; MLM; HHH; MAA; DGX; CYH; PNR; ALB; TECK; HR; WF; DVA; LYV; AMG; RL; SUI; EG; BBY; MGM; UGI; JNPR; KEYS; CCK; STM; AXTA; STE; KRC; IHG; SNA; ALLY; WTRG; MD; TPR; NI; BSAC; CUK; AMH; CPT; OII; X; EXPD; CE; SEE; SSB; ESI; IPG; DINO; RPM; NBR; PNW; ARMK; SLG; PKG; RVTY; MUR; IEX; INVX; FET; BIP; ENOV; FHN; OHI; FMC; NOG; KNX; TGI; TFX; CTLT; WOLF; CNA; ANET; QGEN; SPR; CLB; VET; RHI; FNF; THC; TDY; RGA; SITC; SIG; ALV; BRX; ATI; OGE; KEX; HUBB; TYL; NNN; WRB; HOUS; UNFI; NFG; DRI; ZWS; SUZ; BR; LEA; UNM; NRG; DDD; RNR; ALLE; PEB; EPC; VEEV; INGR; J; THS; CMA; CNX; BRO; TDC; RRX; AYI; GL; HE; GWRE; FBIN; PWR; ROL; FL; HP; SM; WFG; MPW; WBS; OI; RBA; MAS; RTO; WEX; AU; KSS; PB; ELS; GGG; ACM; GNK; DCI; LEG; ATR; ATHM; DXC; JHX; SBSW; KOS; TK; CAE; AQN; PHM; CUZ; BF-A; SAFE; WU; VOYA; GIL; KRG; EBR; HII; WCC; YELP; WST; NVR; GNW; WSM; CNK; CSL; AVY; UMC; CUBE; RLJ; LDOS; HBM; SBS; CDE; GPK; NMM; DEI; FTK; GFI; CFR; AROC; AL; MSCI; HLX; CLF; SMC; CIB; FUN; VNCE; JEF; CRL; KGC; SWX; BERY; CIG; EDU; FSK; FNB; AXS; NEU; STNG; TOL; STWD; HXL; SBH; SON; SF; OIS; BDC; BURL; HRB; G; PDI; PGRE; ARW; CADE; PAAS; LII; HPP; POR; ITT; DPZ; HUN; MSM; MOH; SNX; BEP; AGI; DAR; BC; HIW; ARR; R; FLO; REXR; AIZ; CCO; BAH; AOS; TTC; GME; AVNT; SNV; CIEN; ASR; STAG; GNRC; BIO; DNOW; SCI; PBI; RYN; STN; MMS; WSO; GMED; RS; BKH; AXL; AGCO; WAL; OSK; IVR; AKR; BFAM; SAM; EPAM; OC; LAZ; IDA; SMG; CXW; MTN; TROX; VYX; SUN; CLH; DAN; BTCM; PAG; CMP; OUT; EHC; RES; IVT; GEL; FAF; AFG; SLGN; CW; MTDR; SKT; AG; HOMB; H; CRI; CSTM; IGT; SKX; EXP; ESRT; ESNT; THO; ALSN; NEA; EPR; MAN; CPA; TKR; WKC; ASH; BVN; CHH; AVAL; AN; DLB; PBF; KYN; SHO; CCU; SPNT; DRH; OMI; GGB; VMI; RITM; DECK; TPX; NJR; DKS; RHP; KW; GBCI; ASB; EAT; ADC; SQM; VAC; ALE; ENS; TAC; JBL; SR; PRMB; ARES; GEO; TAL; LAD; CDP; OMF; AVNS; FR; FUL; MTX; COHR; KMT; RDN; TWO; GCI; USM; TX; W; AWI; TGNA; SXT; SSTK; MTG; BXMT; AEO; KN; HRI; RBC; UIS; MCY; WLY; TXNM; OLN; CRS; TDS; NAD; BBAR; WWW; TMHC; KBR; HEI-A; SPB; DLX; EME; CACI; NYT; THG; HI; HLF; AVA; NEP; IPI; CBT; TNL; HAE; LXP; ORI; KMPR; DNP; NHI; BMA; TISI; NGL; OGS; WT; TFII; KODK; ONIT; RH; HNI; UCB; FICO; MSA; VHI; BWXT; PAC; HUBS; AAT; UNF; LXU; MTZ; NVG; HL; PBH; TEX; UI; FHI; PRLB; CVI; XPO; B; BOH; TRNO; ITGR; BKU; NOMD; HEI; ELME; WTM; IAG; GATX; ATGE; TEO; PDS; PRA; WMS; EVR; PRI; IMAX; POST; GHC; WTS; MTUS; AUB; ABCB; ORA; MLI; NZF; SID; CHE; NUS; TNET; BAK; ABG; ROG; PFS; FRO; NVRO; CMC; GTLS; FSM; ALEX; CBU; EFXT; EBS; ABM; VRE; AIT; EPAC; RLI; VSH; KWR; PAYC; ASGN; MATV; RNST; BANC; TPH; GVA; CNO; NVRI; MODG; FCN; NVGS; APAM; DK; NWN; CLS; FDP; NUV; BDN; PDM; MWA; RYAM; CTRE; JPC; MUSA; DAC; CNS; MRC; ELP; ODV; RAMP; NAC; GBX; ATS; KFY; SSD; PRO; EVTC; TPC; TRN; ALX; CNMD; IRT; MTH; AB; VTOL; MMI; BGS; SXC; AZZ; MDU; KAR; HLIO; AWR; CWT; CIM; MAIN; ORC; RNG; AKO-B; AMBC; TNC; MC; SCS; CLW; DBI; RWT; NPO; QTWO; ANF; TREX; AGO; DDS; PRIM; CMRE; NOAH; LTC; HTH; EXG; HMY; MEI; GDOT; AX; SPH; BYON; WTI; GPI; KBH; AIN; BYD; IRS; PRG; DIN; NNI; LPX; JOE; NAT; DY; MFA; HASI; VLRS; GDV; LADR; WMK; CPS; INN; BCC; SPXC; JBT; HMN; UTF; GSL; USNA; AKO-A; CXT; GOF; CLDT; PTY; LCII; BRC; BCO; CPK; BKE; MATX; BTT; AIR; TNK; CAL; HTGC; LZB; BHLB; VRTS; CGAU; PARR; PRKS; RC; WNS; SEM; ESE; TR; JKS; GCO; VVX; GTN; BFS; KRO; EMO; GEF; MUC; TKO; FSS; NMZ; TTI; NR; CSR; LNN; TYG; SXI; OEC; THR; MANU; PFSI; DSL; TPL; HY; FBP; SCL; FOR; BMI; BLDR; SFBS; NX; SFL; STC; BHE; BBDC; DKL; TRC; ADX; BHR; WOR; RQI; ETY; AMN; ARI; CHGG; AGRO; PIPR; TY; RVT; HYT; SA; PHX; GAB; LITB; VVI; WK; BBN; MOD; TEN; MTW; NRK; OXM; EVT; FFWM; ASPN; ETV; MTRN; GLOB; FCF; DX; TWI; CALX; NFJ; BDJ; GRC; HQH; SMP; MQY; MUI; ARCO; TBI; JFR; GES; BXMX; MHO; FN; ACCO; PMT; USA; BIO-B; FPF; BZH; NBHC; EVRI; UVV; CVEO; STEW; EXK; GTY; CUBI; NTG; OFG; CODI; ENVA; MITT; USAC; DHT; EFC; NRP; PHK; QUAD; MUX; MG; ALG; BTZ; MYI; ETG; FIX; BH; SBSI; TSLX; BOOT; HOV; UFI; UHAL; USPH; WGO; MHD; DSX; HRTG; PAM; CAPL; KOP; AMPY; UTI; BSIG; SAH; LRN; BPT; NSP; RMAX; CCS; VMO; WD; AWF; IGR; CTS; GAM; DHX; TSE; ABR; ACP; SUP; MX; NXP; MYE; BLX; ETW; AORT; IBP; SRL; NXDT; WLKP; IIM; GFF; MUJ; KAI; PFLT; WNC; FFC; HZO; UMH; MMU; PML; ETD; BLE; EIG; NGVC; WSO-B; ORN; CATO; CBZ; UTL; EGY; UHT; AHH; NKX; UAN; VGM; JQC; GLP; RNP; TG; BWLP; AIV; WLYB; VKQ; NCV; CMCM; CIA; MYD; CYD; RGR; MCS; CPF; DLNG; WSR; ASC; THQ; UVE; CPAC; WIW; IDT; IQI; AOD; FBMS; SII; NIC; BCX; KFRC; VCV; EMD; SOL; DCO; REX; BHK; TGLS; GRBK; BFK; HTD; SRI; MVF; SB; AGX; PLOW; AP; PCN; EVC; EOS; HCI; SPLP; PEO; DQ; FPI; NXJ; NBB; WHG; SJT; AVD; BOE; ATEN; EVN; MOV; MUA; ACR; NL; KNOP; MYN; KTF; PFN; NQP; NCZ; DPG; SQNS; CTO; LEO; VVR; BGB; PDT; CVLG; IIIN; BGY; IFN; BST; NGS; EDD; CII; RYI; LPG; GIC; BFZ; GBAB; SKE; ETJ; DIAX; CSV; HQL; MED; HIX; BME; BGR; GHM; MHN; FC; EOI; GHY; AVK; HPS; BIT; AFB; NAN; BLW; CIO; KIO; BTO; OLP; AMRC; MIY; HPI; ARCH; SBR; PBT; PPT; IGD; NCA; GPRK; DSM; BUI; NPK; DSU; GUT; CULP; PAR; ISD; ACRE; FRA; NIE; BYM; MIN; BBW; HIO; AWP; TEI; PMF; DFP; PKE; BNY; MBI; JRI; SABA; ENZ; GBLI; VPG; RMT; PMX; PMO; SMBK; SKY; TDF; MAV; NUW; BKT; TGS; EOT; MMD; ETB; CAF; AGM; OIA; PHT; BRW; ZTR; HPF; DBL; ASA; PNNT; MVT; MHI; PMM; EDN; LND; CRD-A; OPY; MLR; EFR; MPX; HVT; EBF; MXF; PCK; PCQ; MUE; TPVG; MQT; EFT; PFL; NXE; FF; RCS; ETO; MFM; BKN; TRAK; LAAC; CHMI; JGH; RFI; HYI; KFS; GHI; MCR; FOF; MMT; CRD-B; NPV; BGH; JPI; CCM; FCT; MCI; VPV; TLYS; ARDC; SOR; JRS; TSQ; PZC; BGT; WIA; FFA; DMB; PSF; EARN; TSI; SRV; INSI; LFT; RM; ASG; SPXX; NNY; EHI; SGU; EMF; TTP; VHC; VBF; VTN; MLP; EOD; JOF; SCD; GNE; MPA; CBAN; EQC; PIM; STK; ODC; MHF; IIF; NXG; SCM; BWG; NAZ; DHF; EDF; NDP; BSL; FLC; GF; JHS; BXC; HYB; NIM; ARL; GRX; FT; PFD; CEE; DRD; JCE; SBI; MSD; TCI; CXE; BGSF; GGT; NTZ; CHN; BTA; IDE; MGF; XIN; MSB; BRT; EVG; LGI; WEA; PNI; SAR; DMO; PAI; BGX; NMT; PGP; NMI; KF; IGI; HEQ; PFO; NOA; FENG; DTF; FMN; JHI; IGA; GDL; PCF; CMU; NXC; MPV; SPE; PHD; MCN; IHD; SWZ; NC; GDO; TWN; GGZ; JLS; VGI; PNF; EVF; NMS; GNT; PVL; CXH; MXE; JEQ; PGZ; PCM; CRT; MVO; GCV; IAE; NRT; JMM; FGB; VLT; NXN; EEA; RGT; EGF; FMY; PYN; EQS; VOC; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
2015-01-05 00:00:00,XOM; BABA; BRK-B; JNJ; WMT; CIVI; PG; DIS; TM; BUD; KO; WFC; JPM; CVX; BRK-A; NVS; SHEL; PFE; GE; PCG; BAC; ORCL; V; MRK; HSBC; IBM; CVS; SLB; BMY; T; TSM; BA; SAN; HD; UNH; C; PM; ABBV; RTX; MDT; MA; AMC; UL; SAP; TAK; ABEV; RY; BHP; ABT; ENB; MUFG; HDB; COP; BTI; TTE; NVO; UPS; TEVA; WIT; UNP; CRM; AXP; KMI; TD; OXY; BHC; BP; MMM; GSK; LLY; MCD; AMX; NKE; DB; USB; GS; TDW; DEO; TMO; SCHW; ACN; SMFG; LYG; MS; CCL; BNS; AHT; CL; MO; D; NEE; DUK; MFG; BLK; NGG; TEF; ET; PUK; BBDO; UBS; BCS; SPG; CB; EPD; EOG; AMT; CNI; FDX; IBN; HMC; BRFS; SO; F; LMT; BDX; RIO; BMO; WDS; TFC; WELL; TJX; CAT; BBVA; NOK; SYK; MPLX; LOW; CP; NWG; PLD; CVE; TRP; WMB; GD; LVS; FCX; HAL; DAL; FIS; KMB; E; BBD; DVN; GM; O; SU; ECL; CI; EQNR; EMR; AIG; SRE; COF; PNC; TGT; DHR; INFY; ELV; CM; FMX; KEP; RELX; SPGI; MCK; BCE; BN; VTR; MMC; CCI; APD; MET; PSA; ING; LUV; EQT; ICE; MT; BK; PPG; ITW; PHG; NOV; MFC; ZBH; JCI; DD; BSX; BSBR; GIS; SONY; NCLH; PRU; VFC; ETN; IFF; SHW; FI; LUMN; DE; RCL; PSX; CNQ; NSC; SHG; PRGO; TRV; KR; PKX; HES; AON; BEN; VALE; CMG; ADM; FMS; ZTS; ITUB; NOC; WY; NEM; EIX; SKM; IP; AVB; EQR; TU; DOC; STT; WM; BAX; HCA; SSL; NMR; KKR; TV; ED; GOLD; STZ; DLR; CTRA; HUM; EL; CHT; OKE; PPL; TEL; COTY; MCO; MTB; VIV; LYB; LNG; SCCO; COR; SYY; K; GLW; LPL; BX; CMI; ALL; TLK; APH; CAH; PEG; FE; BXP; SLF; IX; ES; RIG; WPP; NOW; WAB; EC; OVV; DG; LC; FLUT; TRI; PH; FTI; TRGP; CNC; AFL; DFS; KOF; SNN; EW; APTV; STLA; HPQ; CX; CRH; HSY; AR; PGR; WEC; M; MAC; RRC; PBA; MOS; YUM; HLT; RCI; KB; FTS; AEM; TS; SWK; MGA; ARE; FLG; GAP; TAP; VNO; GPC; HRL; AME; BAP; WES; DTE; KIM; IVZ; BTE; ETR; LHX; OMC; RSG; A; AMCR; CNP; BBWI; MAGN; IQV; MPC; XPRO; AZO; GWW; VLO; CBRE; KEY; CPAY; KMX; ROK; ESS; AMP; DBRG; MHK; CLX; BFH; AJG; FERG; CAG; HIG; GPN; BG; YPF; VRN; QSR; SYF; MSI; VIPS; TT; BF-B; EFX; BALL; AEE; FLR; TSN; LEN; JWN; EXR; FNV; BWA; AA; NUE; CPRI; MKL; CRK; AWK; CHD; AAP; PSO; WPC; WPM; ASX; FRT; L; VMC; TKC; SJM; APO; LH; ENLC; CQP; CNH; MKC; CMS; XYL; UGP; PHI; GIB; NLY; TXT; CFG; ST; TDG; BKD; RMD; UDR; WHR; TIMB; HBI; AEG; CF; GRMN; AER; PBR; VTLE; DHI; WCN; SNDA; KT; BCH; ATO; JLL; WAT; ALK; LNC; PVH; WLK; AES; RF; RJF; PII; HOG; DOV; IRM; BB; ERJ; IT; ICL; EMN; RDY; MAA; FLS; CCJ; MTD; UAA; HR; UHS; DGX; SUI; MLM; HHH; CYH; DVA; ALB; PNR; TECK; LYV; URI; EG; AXTA; KEYS; RL; KRC; WF; AMG; JNPR; BBY; MGM; UGI; CCK; STE; ALLY; MD; STM; IHG; SNA; BSAC; CUK; NI; TPR; WTRG; AMH; CPT; OII; EXPD; X; SLG; SEE; PNW; OHI; SSB; PKG; CE; RPM; ESI; IPG; CTLT; RVTY; BIP; ARMK; IEX; ANET; DINO; NBR; FMC; FHN; TGI; INVX; NOG; TFX; MUR; KNX; QGEN; SPR; ENOV; CNA; SIG; WOLF; BRX; SITC; FNF; RHI; NNN; FET; THC; RGA; TDY; CLB; OGE; KEX; ALV; WRB; TYL; HOUS; DRI; UNFI; HUBB; SUZ; VET; ATI; NFG; BR; PEB; ZWS; RNR; LEA; UNM; ALLE; THS; VEEV; EPC; NRG; DDD; INGR; BRO; AU; HE; MPW; TDC; RRX; FBIN; GL; J; AYI; GWRE; ROL; CMA; FL; WFG; CNX; RTO; PWR; RBA; KSS; HP; MAS; SBSW; ELS; WBS; OI; GGG; PB; WEX; GNK; LEG; SAFE; AQN; DCI; CAE; SM; BF-A; ATHM; KRG; DXC; ACM; JHX; ATR; PHM; WU; CUZ; KOS; GIL; NVR; VOYA; HII; GFI; WSM; WST; UMC; WCC; EBR; CNK; GNW; TK; CSL; CDE; CUBE; YELP; RLJ; AVY; DEI; GPK; LDOS; FUN; SBS; HBM; KGC; NMM; CRL; EDU; MSCI; BERY; CFR; AL; AROC; FTK; SWX; FSK; JEF; AXS; HLX; TOL; CIB; NEU; AGI; STWD; FNB; PAAS; CIG; HXL; SBH; BDC; SON; VNCE; SMC; CLF; PGRE; SF; G; STNG; HPP; HRB; LII; PDI; DPZ; OIS; BEP; ARW; BURL; POR; DAR; CADE; GME; HIW; BC; MOH; REXR; MSM; ARR; FLO; STAG; BAH; CIEN; SNX; HUN; R; AOS; AIZ; BIO; RYN; ITT; AVNT; TTC; GNRC; SNV; SCI; SAM; ASR; GMED; AKR; MMS; STN; PBI; WSO; IVR; CXW; BKH; AG; EPAM; WAL; AXL; MTN; IDA; OSK; DNOW; OC; BFAM; AGCO; SUN; CMP; OUT; SMG; LAZ; PAG; RS; IVT; EHC; VYX; CLH; SKT; TROX; SLGN; BVN; DAN; SKX; FAF; AFG; CCO; CW; IGT; NEA; BTCM; ESRT; GEL; THO; EPR; ESNT; CRI; H; CSTM; HOMB; CPA; WKC; MAN; RES; ASH; ALSN; SHO; TKR; EXP; AN; CHH; SPNT; OMI; DRH; DLB; MTDR; KW; AVAL; RITM; VMI; DECK; RHP; KYN; ADC; CCU; DKS; W; PBF; EAT; TPX; GGB; NJR; GEO; SQM; TAC; ENS; ARES; CDP; VAC; GBCI; ALE; ASB; TAL; FR; JBL; PRMB; SR; OMF; GCI; RDN; LAD; FUL; TWO; COHR; AVNS; AEO; SSTK; AWI; TGNA; SXT; MTG; KMT; BXMT; TXNM; RBC; NAD; MTX; TX; MCY; WLY; UIS; OLN; WWW; KN; NEP; DLX; BBAR; KBR; HRI; CACI; NYT; HI; AVA; SPB; CRS; HAE; TDS; HEI-A; THG; EME; TMHC; USM; LXP; CBT; KMPR; TNL; NHI; IPI; ORI; DNP; RH; PAC; OGS; HL; TFII; AAT; HUBS; TISI; HNI; FICO; BMA; VHI; IAG; NVG; KODK; MSA; UCB; BWXT; WT; UNF; MTZ; PBH; HLF; UI; NGL; ONIT; FHI; LXU; ITGR; TRNO; ATGE; ELME; NOMD; B; HEI; CVI; BKU; XPO; GHC; BOH; TEO; TEX; PRLB; PRA; WTM; EVR; IMAX; PRI; WMS; GATX; ABCB; NZF; FSM; AUB; WTS; POST; MTUS; FRO; MLI; CHE; ORA; TNET; PFS; NUS; ALEX; VRE; EFXT; ABM; NVRO; ABG; EBS; PDS; SID; ROG; RLI; CBU; VSH; AIT; KWR; ASGN; RNST; TPH; CMC; EPAC; BAK; BANC; PAYC; GVA; MATV; MODG; NUV; GTLS; RYAM; CNO; FCN; BDN; PDM; CLS; MWA; NVRI; NWN; APAM; JPC; FDP; MUSA; CTRE; DK; CNS; ODV; NVGS; NAC; RAMP; ATS; KFY; SSD; MRC; CNMD; IRT; DAC; EVTC; ALX; ELP; GBX; PRO; TPC; MTH; MMI; TRN; VTOL; KAR; AB; HMY; CIM; SXC; CWT; BGS; MAIN; ORC; AWR; MDU; AZZ; CLW; AMBC; AKO-B; HLIO; RNG; RWT; QTWO; SCS; LTC; MC; DBI; TNC; NPO; ANF; AGO; DDS; TREX; PRIM; MEI; AX; BYON; NOAH; GDOT; SPH; EXG; HTH; CMRE; GPI; AIN; IRS; KBH; PRG; BYD; DIN; DY; NAT; MFA; JOE; LPX; HASI; INN; NNI; GSL; WMK; VLRS; LADR; CLDT; CPS; HMN; GDV; BCC; AKO-A; WTI; USNA; GOF; PTY; CGAU; SPXC; CXT; JBT; LCII; UTF; BTT; BKE; BRC; CAL; CPK; LZB; MATX; BCO; AIR; HTGC; TNK; PARR; BHLB; RC; WNS; VRTS; PRKS; ESE; TR; BFS; GCO; SEM; GTN; MUC; JKS; NMZ; KRO; TKO; CSR; GEF; EMO; FSS; MANU; PFSI; OEC; LNN; SXI; TPL; VVX; TYG; DSL; NR; HY; FBP; FOR; THR; SCL; BHR; BLDR; SFBS; STC; BMI; NX; TTI; DKL; BBDC; BHE; SA; TRC; ADX; SFL; RQI; ARI; AGRO; ETY; AMN; WK; WOR; TY; VVI; PIPR; CHGG; LITB; HYT; BBN; RVT; GAB; NRK; MOD; FFWM; EVT; ASPN; DX; OXM; ETV; NFJ; TEN; MTRN; CALX; BDJ; MQY; ARCO; MUI; FCF; MTW; GLOB; PHX; HQH; SMP; TWI; JFR; GRC; TBI; GES; EXK; FN; MHO; BXMX; MUX; PMT; BIO-B; GTY; ACCO; USA; EVRI; BZH; NBHC; FPF; CUBI; STEW; CODI; UVV; MITT; OFG; NTG; ENVA; EFC; PHK; MYI; USAC; BTZ; MG; BH; ALG; TSLX; DHT; QUAD; BOOT; FIX; ETG; UFI; NRP; USPH; CVEO; HOV; SBSI; MHD; CAPL; WGO; UTI; PAM; UHAL; DSX; NSP; SAH; BSIG; HRTG; KOP; ABR; VMO; BPT; DHX; LRN; CCS; AWF; IGR; WD; RMAX; ACP; CTS; GAM; NXP; AMPY; SUP; MX; AORT; ETW; IIM; IBP; WLKP; TSE; NXDT; MUJ; BLX; PFLT; MYE; GFF; SRL; KAI; UMH; FFC; PML; MMU; NGVC; ETD; WNC; BLE; HZO; EIG; CMCM; WSO-B; UHT; AHH; UTL; UAN; EGY; CATO; GLP; NKX; VGM; ORN; CBZ; JQC; AIV; RNP; BWLP; VKQ; TG; NCV; CYD; RGR; MYD; WSR; WLYB; IDT; UVE; SII; IQI; WIW; CPF; MCS; CPAC; NIC; FBMS; THQ; ASC; AOD; VCV; CIA; KFRC; DCO; EMD; BCX; BHK; TGLS; BFK; DLNG; SRI; HTD; MVF; SOL; AGX; PLOW; REX; AP; PCN; GRBK; SB; HCI; NXJ; EOS; FPI; NBB; EVC; PEO; EVN; SPLP; WHG; AVD; MUA; BOE; SJT; MOV; ACR; MYN; KTF; NQP; DQ; LEO; ATEN; CTO; KNOP; PFN; SQNS; CVLG; NCZ; VVR; DPG; NL; BGB; PDT; IFN; BGY; IIIN; BST; EDD; GBAB; CII; BFZ; NGS; GIC; SKE; RYI; ETJ; CSV; DIAX; MED; HQL; MHN; HIX; HPS; LPG; GHM; GHY; BME; FC; BGR; AVK; BIT; AFB; EOI; NAN; CIO; KIO; BLW; OLP; MIY; HPI; PBT; AMRC; DSM; PPT; NCA; BTO; ARCH; SBR; IGD; BUI; CULP; DSU; NPK; BYM; FRA; GUT; ISD; GPRK; ACRE; PAR; MIN; BBW; SMBK; NIE; DFP; GBLI; HIO; PMF; TEI; BNY; MBI; PKE; PMO; MAV; PMX; JRI; SABA; TDF; NUW; RMT; VPG; AWP; BKT; EOT; MMD; ENZ; CAF; DBL; SKY; ASA; HPF; ETB; AGM; PHT; ZTR; BRW; MVT; OIA; PNNT; MHI; LND; PMM; TGS; HVT; PCK; MPX; OPY; CRD-A; EDN; EFR; MLR; EBF; NXE; PCQ; MUE; MXF; TPVG; MQT; EFT; PFL; RCS; MFM; BKN; FF; TRAK; ETO; JGH; CHMI; RFI; LAAC; GHI; CCM; KFS; HYI; NPV; TLYS; BGH; JPI; CRD-B; MCI; FOF; MCR; FCT; MMT; VPV; ARDC; JRS; SOR; PZC; BGT; WIA; TSQ; DMB; FFA; PSF; LFT; TSI; EARN; INSI; SRV; RM; NNY; ASG; SPXX; SGU; EHI; EMF; VTN; VBF; MLP; TTP; EOD; MPA; JOF; VHC; EQC; SCD; CBAN; PIM; GNE; SCM; MHF; STK; ODC; IIF; NAZ; BWG; DHF; NXG; EDF; BSL; FLC; NDP; DRD; JHS; NIM; BXC; HYB; ARL; GF; GRX; FT; NTZ; PFD; SBI; XIN; CXE; CEE; TCI; MSD; BGSF; CHN; JCE; BTA; MGF; GGT; MSB; BRT; IDE; EVG; PNI; WEA; LGI; DMO; SAR; PAI; BGX; NMT; NMI; PGP; KF; IGI; PFO; HEQ; NOA; DTF; FMN; FENG; JHI; GDL; IGA; PCF; NXC; CMU; MPV; SPE; PHD; MCN; IHD; SWZ; TWN; NC; GDO; GGZ; JLS; VGI; PNF; EVF; NMS; GNT; CXH; PGZ; JEQ; PCM; MXE; MVO; GCV; PVL; CRT; IAE; NRT; JMM; FGB; VLT; NXN; EEA; EGF; RGT; FMY; PYN; EQS; VOC; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
