PRQR,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
DSY,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
AFMD,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
IMPP,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MYNA,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
DBVT,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
TOP,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
LRE,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
IFRX,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
IOBT,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
BNR,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MDXH,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
TORO,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
LVTX,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
GNTA,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
SYT,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MURA,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
FLUX,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
PXS,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
ASPS,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
CARM,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
SNT,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
RAND,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
ICAD,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
NEON,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
GMM,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
PSHG,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
TRIB,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MRM,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
APM,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
ITRM,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
OP,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MYNZ,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
TURB,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
ENG,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
NXU,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
VIRI,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
NEXI,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
BREA,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
BON,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
RENE,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
MLEC,"['nasdaq_symbols_sorted.csv', 'largest_companies_EU.csv']"
NVO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SAP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MRK,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ACN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ETN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TTE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
COP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
UBS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
MDT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
RACE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BUD,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SPOT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SAN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TRI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CRH,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BDX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SPG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BBVA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
JCI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ING,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
AMP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SU,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NEM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
E,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BCS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
COR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FLUT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
LEN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DAL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NWG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
IR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
STLA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
HEI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
RJF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SW,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
VTR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PHM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EQT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TEF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DTE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
RF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PHG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NOK,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ATO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
STM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TKO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
STE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
IP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EDR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AER,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NRG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
KOF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MOH,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
JHX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TXT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DOC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
VIV,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AEG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AGR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
FMS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ALB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
APTV,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ALLE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GME,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SBS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SOLV,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BEN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PAG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CRL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
QGEN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GLOB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BIO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BILL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BIRK,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GIL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FLS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
G,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ALV,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
AM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DAR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ZWS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
POST,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EAT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
STVN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NEU,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ACA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
LTH,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CNS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ENO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SON,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SEM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
MUR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DTG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GEO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
UCB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
APAM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ALE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PRGO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
YOU,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
OR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
HBM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SSL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
IFS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CAAP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
VAC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TRN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BUR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ATS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MAN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
CMBT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ENR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CON,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FBK,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MTX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SPB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AIR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ALG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AMBP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
KAR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CDLR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FRA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SHO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PRM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ZGN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CRI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
GTY,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BKT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CSTM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DAC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ADNT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SFL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
LEG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NEP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ARIS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DOLE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GAM,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PDX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DAN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AGRO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PRO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
NEXA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DLX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ML,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CLB,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
WOLF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BST,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
AC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DEC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
TEN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FPH,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MYTE,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AUNA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BME,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ASC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AGS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MUX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
JMIA,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MLP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EBS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EVN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MCI,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GCO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FREY,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
MMT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MCR,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DSX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FTK,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CPS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SRG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MED,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
MX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
WBX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SES,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
SOL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
STG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
VOC,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
SQNS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PRT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NTZ,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
EQS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
DNP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
IGD,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
KTN,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
GF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
FCT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ETG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ADX,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
ACP,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
RCS,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PYT,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
BSL,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NTG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
PEO,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
CAF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
PCF,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
NVG,"['nyse_symbols_sorted.csv', 'largest_companies_EU.csv']"
AMS,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
BOL,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
H2O,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
DIE,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
UNI,"['largest_companies_EU.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
DIA,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
MBK,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
MOL,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
SAVE,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
OBS,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
KWS,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
ACX,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
DOM,"['largest_companies_EU.csv', 'largest_companies_EU.csv', 'largest_companies_EU.csv']"
JEN,"['largest_companies_EU.csv', 'largest_companies_EU.csv']"
